US_Latitude_dec.deg,US_Water.Column.Height_cm,US_Algal.Mat.Coverage,US_Macrophyte.Coverage,US_Sunlight.Access_Perc.Canopy.Cover,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,Stream_Order,NOSC,lamO2,lamHCO3,n_chems,skew_lamO2,skew_lamHCO3,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_2H_permil,del_18O_permil,RA_dm,RA_ms_av,RA_ms_mn,RA_ms_mx,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,tmp_dc_uyr,pre_mm_cyr,pre_mm_cdi,pre_mm_uyr,aet_mm_cyr,aet_mm_cdi,aet_mm_uyr,cmi_ix_cyr,cmi_ix_cdi,cmi_ix_uyr,snw_pc_cyr,snw_pc_cmx,snw_pc_uyr,for_pc_cse,for_pc_use,crp_pc_cse,crp_pc_use,pst_pc_cse,pst_pc_use,ire_pc_cse,ire_pc_use,gla_pc_cse,gla_pc_use,prm_pc_cse,prm_pc_use,pac_pc_cse,pac_pc_use,cly_pc_cav,cly_pc_uav,slt_pc_cav,slt_pc_uav,snd_pc_cav,snd_pc_uav,soc_th_cav,soc_th_uav,swc_pc_cyr,swc_pc_cdi,swc_pc_uyr,kar_pc_cse,kar_pc_use,ero_kh_cav,ero_kh_uav,pop_ct_csu,pop_ct_usu,ppd_pk_cav,ppd_pk_uav,urb_pc_cse,urb_pc_use,nli_ix_cav,nli_ix_uav,rdd_mk_cav,rdd_mk_uav,hft_ix_c09,hft_ix_u09,gdp_md_cav,gdp_md_usu,hdi_ix_cav,General_Vegetation_Broadleaf deciduous tree,General_Vegetation_Broadleaf deciduous tree. Crop,General_Vegetation_Broadleaf deciduous tree. Grass,General_Vegetation_Broadleaf deciduous tree. Shrub,General_Vegetation_Broadleaf evergreen tree,General_Vegetation_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_Grass,General_Vegetation_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_Needleleaf deciduous tree. Grass,General_Vegetation_Needleleaf evergreen tree,General_Vegetation_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_Needleleaf evergreen tree. Grass,General_Vegetation_Needleleaf evergreen tree. Shrub,General_Vegetation_Shrub,General_Vegetation_Shrub. Grass,Hydrogeomorphology_Multi-channel,Hydrogeomorphology_Single-channel meandering,Hydrogeomorphology_Single-channel straight,River_Gradient_Relatively flat/gentle gradient (e.g. valleys),River_Gradient_Relatively steep gradient (e.g. mountainous or hilly terrain),Sediment_Bedrock (primarily),Sediment_Gravel/cobble (gt2mm),Sediment_Sand,Sediment_Silt/mud (lt0.0625mm),US_Depositional.Type_Downstream from obstacles,US_Depositional.Type_Downstream of small tributary,US_Depositional.Type_Inside bend of a stream,US_Depositional.Type_Marsh,US_Depositional.Type_Pool lip,US_Depositional.Type_Riffle,US_Depositional.Type_Shallow waters near the shore,US_Depositional.Type_Upstream of weir barrier deposition,rate.mg.per.L.per.h
40.79517130926967,1.9980166747756405,2.9922411290573927,0.9886205088160988,2.997344368217253,7.500514327210895,90.32859788127932,9.68721666807414,12.015369540394872,2.975743964821746,-0.3805742487552054,0.0457566397323501,0.0516364378677781,5645.755777907137,1.9229172645934889,1.8669881500055607,0.0431158386808776,0.0284198554175082,0.1000377695739358,0.4369482154821044,0.0855824686108906,0.0140525653353944,0.1819197195358525,0.0720538352665656,0.0377287682136516,-120.53478085375916,-15.781011122408064,0.195865425021457,0.3590077813671467,0.0917118865065376,1.070735266925244,226.9749581997829,0.0,544.710842504015,1844.0667127401448,143.154658858875,423.19220336817386,73.86977936152424,245.7521119378616,73.03721138889098,625.9033128231913,42.90945907834674,619.5758030118159,514.8194320665384,82.23781751335817,517.5873041941654,0.0,154.25792487437698,0.0,18.92340684183742,75.1543625823929,19.160194864921223,60.49741166972522,60.32472862440203,12.132213117996969,12.004098534120413,7.903061296499431,7.938669531578433,1.0092827476585442,1.012253044880139,0.0,0.0,0.0,0.0,50.59979126702336,48.81517715797008,21.8373131294668,21.97773124357828,42.94681711370211,42.92730553847881,36.115635946968126,36.29710526533624,26.239683554977784,27.709336087280228,53.48151309684549,51.892083805193785,54.055226276558535,0.1924004315585675,0.0,1914.7356252666605,1905.770190795744,26.2571139421538,26.58748965850246,760.1644598741542,762.3774906510881,33.139871179449536,32.69386597055082,4378.799707850851,4434.536103289615,3978.5168436116473,3967.1549601952825,240.0084727337004,242.0747881727713,0.0426639622998446,1214.201732568662,925.7320816129396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.67322358777777
40.70411628713261,1.9595293272316816,3.0153729626095807,1.0024693210334803,2.9932190671166152,7.503856264304843,89.9952796664286,9.718250610839796,11.888389021358346,2.98876782740306,-0.3810535862726241,0.0457657577484116,0.0515427051847474,5630.973013570794,1.9205313835999729,1.862918372107602,0.0430997872736324,0.0283464832909575,0.1000426285271382,0.4370156308175248,0.085685993786698,0.0140602016096141,0.1819913278173366,0.0719580408892701,0.0377528419066853,-119.27396957388488,-15.625120474110686,0.1991144036880799,0.35475890817222,0.0903848941266918,1.080206761925706,229.154555809518,0.0,541.1916022479536,1812.1130381907744,143.69686921144574,425.1018136530617,73.54834899459702,245.8633529100296,73.4276170610025,607.5308379204488,42.94682175395796,625.8691634391233,511.30866972352266,82.49513799800386,520.8919414610772,0.0,153.69957655210385,0.0,19.31390308686148,72.77482520444333,19.162887062158585,59.643768508863424,60.27174376875322,12.040127886242098,11.958022057202168,7.960997542975304,8.038559142026937,0.9958903782198034,0.994179578115133,0.0,0.0,0.0,0.0,50.05869728615731,48.95925652704136,21.98608849741839,21.896967029968696,43.006357277308624,43.02606142432022,36.250886620518166,36.17312683828261,26.96744493684288,26.70369039232275,53.72624307834031,51.83732338397184,54.06999509904938,0.9050182047047765,0.0,1927.5991556498504,1904.6118134657324,26.519712726194435,26.30146828846917,755.9319140636447,755.3141579246442,33.068147439182944,33.20725949755212,4333.798515352565,4385.871349107817,3954.866623355218,3912.2779981303775,241.90171849305,240.89784133387576,0.0426883671739616,1207.9054295321623,923.4036856103772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-39.72398263483584
40.72389549287978,1.7725174699302118,3.007724402356704,0.9964243475419576,2.997653794100408,7.503291137821063,89.78647211236073,9.721379561287174,11.945841860304713,2.9914376952748296,-0.3809761111039053,0.0457561718885333,0.0515910838939051,5605.613951059374,1.928744037347166,1.864115395634612,0.0429415441120371,0.0281126077752046,0.1001684147751606,0.4375705390968547,0.0855839495780962,0.0140949352252444,0.1818225438706056,0.0723292787518463,0.0377317177852498,-118.81217484951289,-15.64294847712843,0.1959249751520137,0.3588206097739166,0.0924807201879353,1.0832599457132688,220.0812418478136,0.0,540.6824392718288,1781.8666676060325,143.5560765787901,427.578634007653,73.78336873318153,245.5724487742081,73.14940348373764,624.9218428029164,42.81343943990292,602.3980704022474,508.9639857543698,81.48931090817949,509.8353739643735,0.0,154.76744674707288,0.0,19.03884917932845,73.99989739000642,19.089528179063493,60.63853524061641,60.231956696795066,11.95126734543982,12.042376830136629,8.072543479069777,8.123863030556171,0.9976067225538386,1.0115901516713857,0.0,0.0,0.0,0.0,50.51555288000908,50.08212889383457,22.06808027629472,22.033823651910136,43.03517862603281,43.05000338985612,35.73132042648,36.1360279068968,26.62673194093857,27.66308755886415,54.37474410023944,52.16803031419568,53.55891808807699,0.0,0.2597477684603035,1905.019905679001,1916.4434414858588,25.776926562899234,26.00336621127988,757.2284974643356,754.2105066210494,33.26881113735633,33.28634781681721,4322.312785981396,4440.5103175498525,3943.642376704422,3933.96358715144,238.83985302927005,239.2743711847611,0.0426868138632932,1204.1491977790715,924.1571327236416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.649205115643
40.89060475356347,2.039984617828168,3.0091694794597905,0.9933070501396896,3.0018525014895,7.496006359193601,90.5004318355506,9.776426748208218,12.023671458118017,3.005648900512408,-0.3811673695427639,0.0457175813306732,0.0515956784836191,5641.455888019445,1.9180339992480548,1.8630883888725,0.0431016461849823,0.0287471979842095,0.1001897816854167,0.4377681435280482,0.0857156243391411,0.0140765226649352,0.1818790990735687,0.0721307605332779,0.0377033626527167,-120.32263493599328,-15.718031360036562,0.1967842095344031,0.3498672142371822,0.0904902079481683,1.0658913630452345,213.41167954836985,0.0,533.795734850592,1827.4152162829064,141.48665357897085,418.9468685519848,74.57291725055447,244.6341344619503,76.11841944568258,614.5040928706688,42.93093896292833,617.0146339903074,522.3268492219714,82.4152250295707,508.8494298869784,0.0,153.6788063111229,0.0,19.053838637494337,73.33773992504332,18.752711351601,60.31578593421307,59.757889666608605,11.94419256235406,12.10718859861116,8.108648227197335,8.186998813367238,0.9955660689818284,0.9941610865543248,0.0,0.0,0.0,0.0,49.6779522663847,49.08085555597874,22.0975846166935,21.976964024485323,43.03565263693719,43.05152128109906,35.93875340892616,36.066121397797005,26.9552106326986,26.3237915530934,53.94962266460771,52.06880124704428,54.40905689802436,0.6736906043158751,0.0,1936.854159373573,1906.2258727200365,26.26245434541406,26.434558853124333,752.2874131973884,750.8464995395357,33.652582155011764,33.173584190753736,4346.151870745611,4361.420305399494,3932.8432801035697,3957.442748225317,241.6957731583093,239.2769019169756,0.0426237459178729,1207.5512029455915,925.3442002318508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-39.732005996793895
40.74856133300294,2.1955000968516294,2.980604622675387,0.9975478055415592,2.9937595976837734,7.502271562994344,90.15303276040224,9.688545310556808,12.100225753899398,2.964997305173207,-0.3799622734008101,0.0457125331665662,0.0516179831105775,5610.720461988061,1.9167404483627368,1.8642642426578675,0.0429745534171729,0.0286584057461909,0.0999371068240453,0.4372209559609127,0.0857538550777889,0.0140538060215694,0.1817578121675251,0.0719654554862831,0.0377061067776273,-119.6863958218922,-15.780214380543883,0.1967691672392152,0.3452233119140439,0.0933922618233696,1.0630774017868168,215.48100061827347,0.0,539.7175135775292,1821.3638933916227,143.24899658155658,423.9583741192874,74.34812272559816,245.55391307198505,74.40223771124185,625.8146836620379,43.321668054798025,613.5517531869656,501.4338843715756,81.56796205644103,515.9855819359873,0.0,153.83397485037435,0.0,18.76395812287831,73.49079070403485,19.068265262476647,60.03169400527032,60.14565774030788,11.976513055690122,11.947106334233036,8.050097310816247,8.13573780388877,0.9852149499704426,1.0076015740214854,0.0,0.0,0.0,0.0,48.67192620615809,49.47860680521397,22.09336198561736,21.958214294758346,43.1836787049448,42.99910549702052,35.98862905252176,35.92609663779421,27.44544411053166,26.902253418755983,54.28306390434789,52.0099727888127,54.70660953324696,0.498261151468779,0.0828112699487759,1922.0075659834813,1903.963476518379,26.42775495880748,26.417701627575628,754.8032455372219,755.828044734803,32.94918297779189,33.31667092784056,4340.4401656341415,4398.868566701694,3910.976383427319,3933.3165009195386,241.5222708751667,242.3157847488239,0.0426456992720847,1209.010022421514,925.5650520812064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-39.87986772439273
40.73168727960894,2.0751095773285857,2.9879817286987413,0.9882327854027886,3.0058907786861626,7.492631405014504,89.94524499825539,9.699332083868873,12.100398310241644,3.0117419479639422,-0.3805104931707314,0.0457753889499862,0.0516251693178153,5622.791953276516,1.9244190605483773,1.8646832653907743,0.0431013519183133,0.0283601190890739,0.0995155393120979,0.4372667543731491,0.0856495182229611,0.0140491265826843,0.181741483208823,0.0719481091352615,0.0377169871966525,-119.62002095499992,-15.59948624109452,0.1979809631741363,0.3512395385225297,0.0873380659556684,1.077826552077119,217.28080391582867,0.0,547.8066527416554,1790.0576194943042,143.72398031347785,424.0579142899896,73.44348689420573,245.9329810947833,74.21449203820762,614.1562025953457,43.0711450502253,621.039065901171,517.405161671721,81.80860356627426,515.587845527988,0.0,153.96072022829844,0.0,18.58268102277149,74.46323351362226,19.31880414689713,60.160913154129794,59.38072693499298,11.995781191232554,11.928558392256797,7.942711575347069,8.025954674844392,0.995255745274142,1.0103220597844518,0.0,0.0,0.0,0.0,50.03476538166385,49.78108621164989,21.83024925402702,21.990104155922022,43.02741727803952,42.97725282182839,36.04445678769343,35.96988691630287,26.46197015835322,26.27886742011893,54.188228272029,51.97633067163754,54.13756240341446,0.0,0.1671320321370075,1909.1730748518223,1903.5208097275768,26.776044019450765,26.242885604313585,751.2074711348861,756.4992574983626,32.50196869627913,33.24520740389348,4395.982160072054,4379.943671039207,3961.619771821656,3951.541108825671,241.187192712404,241.4122601042613,0.0426707580761259,1212.5392856479689,925.3686874936548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-39.955804038150056
40.82307797257235,2.014545799588188,2.991021054038051,1.000428115462386,2.992682582351434,7.497788169923243,89.82278056146663,9.698424462747292,11.894607820340555,3.009861036496431,-0.3813295635412816,0.0457635673020554,0.0516547445384477,5620.898606184238,1.925159736774352,1.8601254760613053,0.0430915553499812,0.0285207921115672,0.0995513227585419,0.4375219206019179,0.0857111566985089,0.0140696483680302,0.1818868111671054,0.071978504445817,0.0377319388162016,-120.50633239740154,-15.508409866129854,0.1931127941452706,0.3516128481800472,0.0953197525945573,1.0654692226489264,233.83521501195352,0.0,546.6657752967322,1809.2176785748468,142.68122188325523,421.2119274646682,73.20786854844872,245.7726071640043,74.26635458190242,608.3779271195392,42.946273698826445,619.2181981723938,522.1565738821769,82.26804850988448,510.27825497873977,0.0,154.08491372886664,0.0,18.96639023766709,73.64965626384252,19.008014998985136,59.72590088210416,59.80082254625143,11.996766696920174,11.95606041532258,8.107897562594237,8.118550945972556,1.0076325018551655,1.0076617849346725,0.0,0.0,0.0,0.0,51.05684914979179,48.82391231015209,21.92682065635595,21.816228201748963,43.084378049808144,42.95303392309695,35.92296144393644,36.13329292678568,26.67320697142923,26.85080283668936,53.82631047926844,51.784117852333,54.28473007369751,0.4184694670118186,0.4802073255849898,1918.9468632303488,1908.32624083446,26.451969374232405,26.355714687853634,758.4483830778161,760.3881979329175,33.14494926793279,32.5935877451709,4335.10611860885,4357.502563978734,3837.929527342645,3926.657117612231,242.87142565931177,240.85641712384296,0.0426442595541853,1204.9679100926485,926.606175743649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-39.81501547643264
40.77521429328067,2.1003997398948178,2.982815289851803,1.0054989511726218,3.009651443716547,7.500406119251896,90.00809478840199,9.745681936630255,11.980797177792246,3.0070455478659355,-0.3812874253470414,0.045680269400096,0.0515836478869394,5631.458956791041,1.926077498374337,1.869439635590252,0.0430611838137284,0.0286161613195721,0.0997161985234567,0.4368130306384403,0.0857482631763614,0.0140712221344226,0.181661427174138,0.0720907102070913,0.0376995316561143,-120.71915462619444,-15.637855500329277,0.1979116578995678,0.3497056459105072,0.0926082895404586,1.073359829838202,217.66746519897524,0.0,539.6813683996872,1787.5353526839222,143.41207339337336,430.63074563805554,74.86908206017876,245.80769512066576,74.15812503600338,616.7114449038768,43.01413512487276,605.1572270081034,506.8010140451546,82.60402049473957,509.7183392031363,0.0,153.3390618990092,0.0,18.97729489074525,73.05032648565046,19.375770786448005,59.95540259527098,60.11352049056687,11.976434663485028,11.987647914905878,7.871251736474027,7.932979710151056,0.9973610795841495,1.006712261387631,0.0,0.0,0.0,0.0,49.793702549642944,48.50554125736273,22.07764498591391,21.955922542757385,43.03472840394116,43.032475928192106,36.38282313201311,35.84331308603605,27.10915003983338,27.15295534178308,53.75471102158528,52.05341343784887,53.87415029475461,0.956293265649204,0.1557859597954832,1921.7179181154816,1910.088388157188,26.399475902534743,26.33724657393963,768.0571901330192,749.7625600197763,32.77636483903901,33.28342637037396,4397.852062887282,4446.153731438264,3983.793232303504,3900.0706467118366,240.43852193447992,243.7854942449493,0.0426636795778709,1205.881598295752,925.8905902635372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.85401279105093
40.74805593308155,1.8441874691539928,2.998222796253865,0.9881308095838788,3.006708904406596,7.497414010516245,89.967689612702,9.676269952751394,12.03680601219503,3.0169519161016867,-0.3805246061209691,0.0457700085373678,0.0517045463948001,5632.379419590332,1.9201986045863324,1.8602509376910883,0.043017920999109,0.028606857558124,0.0994526261129539,0.4371860447720899,0.0855387399006393,0.0140397162800126,0.1816900119717618,0.0717025766838206,0.0377235252897655,-119.47627841072035,-15.602739001053308,0.1938075289614839,0.3512480198392584,0.0943200814745705,1.0746248981664095,223.0145822926528,0.0,535.3943877798341,1805.7738478790727,143.03456197378844,419.86493891728185,75.01624229669514,245.5538524228785,73.03780663042942,612.0517753278867,42.81943467090192,620.4139330307436,515.732032569533,81.82379754502834,515.574168984742,0.0,153.78555742322845,0.0,18.86738876142805,75.33975871246521,18.613060715951107,59.87656573564545,60.18106758976982,11.969259533300283,12.011422812360385,7.961436326370418,7.713060506124708,1.0084573548229074,1.0066254286949996,0.0,0.0,0.0,0.0,50.1485745145294,50.09863136781029,22.023729158367267,21.996926446338,43.09665200202467,43.00413887016344,35.830091355644804,35.92149356786896,26.90106593567322,27.25248013732756,53.99004977888925,52.166169735411295,53.637476456466366,1.1976762373208143,0.0,1919.1641594304715,1905.847381320984,26.42773881290211,26.47795796721628,751.063704650811,745.8665301495569,32.778269688984174,33.39561776343092,4377.416312112061,4397.077427444368,3892.916470793339,3929.253426973957,240.43634368052457,242.19698386062964,0.0426606688568768,1213.353093512468,925.8185179119232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-39.71947247797663
40.85948422888003,2.180972425866641,2.9920989263593927,0.9953413665530592,3.00438524045546,7.494294457639908,90.15125201841671,9.675311898887552,12.071303656181142,3.0147320639185264,-0.3812547688052062,0.0457450472588385,0.0515410249361172,5638.716975605936,1.9178177062976127,1.86668740761512,0.0432467261134751,0.0284353278260844,0.0988441415589672,0.4375407972930988,0.0855140550140245,0.0140503196069068,0.181851935946317,0.0719456038772288,0.0377447495841739,-120.66509013442084,-15.668036307485805,0.1991700247128985,0.3478078887944731,0.0898316799368362,1.0738468071170608,226.95137343040403,0.0,538.6848371941871,1806.6295122607696,143.09004355356876,422.5908513658862,72.13109744101442,245.6610743660177,73.56130408948732,599.1445186495583,42.82402376940199,630.7268054740631,523.6575163437178,82.21129410057097,522.743231533966,0.0,153.55782690602825,0.0,19.143980163490376,74.8034006482275,19.12335180235306,60.15526828994224,59.961358697429866,11.933665403712675,11.87840399952265,8.11878242531387,7.992217423151887,1.0021974596529433,1.0159286094991085,0.0,0.0,0.0,0.0,49.78709637266992,51.275836928841166,22.180844201438862,22.005878044291617,43.0025929481504,42.958714764173294,36.09944647737212,36.151679178989085,26.58147922727856,27.35879463399272,53.71567159475312,51.94195838736509,54.20515694701149,0.5414616933345077,0.0,1914.274953905916,1900.52159524334,26.38640327724023,26.3041171558758,765.8024838568009,761.5467829000584,32.93121610644351,32.75798013321513,4334.107207898564,4379.973914792853,3924.928319376522,3987.996137018824,238.3907111515532,240.35912911471297,0.042649740570456,1216.0026555062475,924.9078155210372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.86511841971471
40.83190117517341,1.9213082247146045,3.0125338197837004,0.9956245312829142,2.988995975656831,7.504796881012255,89.74395197491843,9.722600125358126,12.046068302897291,2.9698392335564474,-0.3811217407244971,0.0457569351188036,0.0517006128066609,5646.4897653456255,1.9270517499398645,1.864792703408621,0.0430512097993604,0.0284831576782296,0.0990198614491072,0.4367623120873233,0.0857214162603964,0.0140843936027303,0.1816705677212304,0.0719055132090087,0.0377128900712197,-119.58425152457852,-15.54429144552901,0.1960916728800484,0.3479468645881915,0.0926812848013288,1.083020293633702,209.0723703365005,0.0,545.3101244698829,1772.7673723211226,143.07307989936692,418.3034337665621,74.3707567005125,245.9173133903302,74.41981507983233,623.8409202154673,42.91897428575166,630.6241520276467,518.4931422610832,81.91050166952245,509.04334043870585,0.0,154.58395513778643,0.0,18.971631170004727,73.53548197862794,18.73382363381296,60.27696212262382,59.986287326813205,12.07973408689835,11.951765465285098,7.991009102597682,8.039328002398761,0.9985604866889816,0.994490626869548,0.0,0.0,0.0,0.0,48.950172221992254,51.06837208965717,22.069073253703777,22.06968658423956,42.8973222849192,43.01688707151804,36.15924268248843,35.820761082327685,27.09002427777149,27.8909063051916,54.18534067071499,52.1116345751758,54.00979137650592,0.5150716331177349,0.0,1887.56319611748,1916.4211705529297,26.292781354556976,26.136202836430808,749.687569519809,759.741998767488,32.88363239352609,32.91407602551637,4361.767561298356,4375.9168995799455,3947.332107462637,3953.8068090863953,242.0323445498016,238.8529913967328,0.0426323429028281,1217.0961465778837,923.1371185915636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.76392195076454
40.71391490559434,2.101131197405043,2.977228235588475,1.0015041448840736,3.0093458883116524,7.500369361387324,89.89194306044308,9.69586418599667,12.06063673987422,3.002725479858769,-0.3806290438413371,0.0457412398491058,0.0516268471417566,5670.526018313663,1.915357318570348,1.8610307664155223,0.0430796853531174,0.0284668043714875,0.0996289289411792,0.4376157614631349,0.0859123358809982,0.014037952016629,0.1817856247571939,0.0721203910149284,0.0377556682567362,-119.75633222934202,-15.574497890902933,0.1938529406139478,0.354577088219974,0.0876638189593148,1.065282837840536,228.70270666945228,0.0,538.8161004085205,1841.5589206322272,144.4307882468276,429.2235539568449,73.46419379209547,245.7017511084008,73.37727494904823,623.360171427143,42.88599250946843,612.4087364694032,506.8473787923674,82.22619322065553,514.4801441420532,0.0,153.4748307983021,0.0,19.185980079141505,74.84476010535116,19.18344140899641,60.20199019603128,60.43324689362099,11.905275745202632,11.98608695246986,8.03911339757264,8.30743134005679,1.0040369190710654,0.9986796298909392,0.0,0.0,0.0,0.0,50.11750228008178,50.18984721527354,21.96386038816902,22.02513991139569,42.95130570844657,42.98931723644161,36.13275544969365,36.26272739650821,26.715516506279428,27.11888295632629,54.25668940453476,52.122035913025805,54.27004884445492,0.4880856478762304,0.0842365546744782,1903.368312654367,1909.5927472224328,26.54241626537752,26.41685140539925,749.0061181056998,755.371557654435,33.226350485635656,32.71171185618202,4368.549054455476,4474.095680236732,3943.8481186976783,3961.225015615252,241.288815381222,239.99944574448045,0.042651214407562,1204.0883022630453,925.53464877546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.950513487365946
40.81761918581819,2.2059005341968847,2.996033246118021,1.01003736766215,3.004806359368355,7.497878838929592,90.29554458311635,9.743691541761752,11.972229659783672,2.986236114385576,-0.3810159324748936,0.0457911426341597,0.051640471825101,5583.384976727374,1.9197773505523468,1.859496837723824,0.0432806824734171,0.0282250035393078,0.0995664222637159,0.4375562164515255,0.0858611502235115,0.0140423708378054,0.1819372088756988,0.0719181468826412,0.0376924877246915,-120.57253749258088,-15.822416259210282,0.1979610788263434,0.3517348451469946,0.089697020563954,1.0667258427585706,217.39514052888973,0.0,539.9910562626305,1812.556116658895,142.61709638797046,423.3998138651072,74.26028851003299,245.6183691196757,74.24926572956251,617.4135008154122,43.15472626730212,617.1050585303321,515.4507845055961,81.52304268004261,520.1996788706471,0.0,153.8612906639091,0.0,18.801426417120943,74.79247482818234,18.79543692126236,60.70033111873066,60.28991034310858,11.916911180973232,11.943744201045616,7.878538512018119,8.022147828245235,0.998001494848906,0.9985884123048414,0.0,0.0,0.0,0.0,49.49728465069235,50.14194658507266,22.070770231937686,21.98685202220813,43.03330329746749,42.94068218706281,35.988081964146744,35.955314050851655,27.436407809245445,26.43498015234969,54.08233241207014,52.38078679884016,53.68549841462664,0.0,0.1250729411050417,1920.848983785382,1909.647405315632,26.61272625802973,26.25974688577052,753.6601859246634,756.9550285842292,32.828696492382825,33.325731547873126,4357.405209853794,4373.339386680533,3908.762183854857,3951.8792706406857,240.79859087736145,244.4173279708835,0.0426570093007343,1213.8298464458817,926.1960763094388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.83003732445137
40.78599025093119,2.0579477238267434,2.995136852904817,1.0079330092575416,2.97865641370245,7.502297186375136,90.10675921883303,9.72886020884309,11.985183533797512,3.0033650220689894,-0.3809922889506682,0.0457821054073875,0.0515786516879109,5607.706053390712,1.926612100624008,1.865538041676965,0.0430340380639292,0.0284881947534694,0.0994808125635042,0.4375500083546429,0.085832113005274,0.0140679255341322,0.1816601081105442,0.0722335991284448,0.0377245424138693,-119.7326243800589,-15.62378772472695,0.1944550155394123,0.346060593936364,0.092296743665437,1.0749113328377358,225.60351861091308,0.0,539.5149327703359,1818.728171770694,143.97313683645558,428.6189217462198,74.23951706058668,246.076737205415,74.25680184500378,616.1145988589172,43.02459095029895,608.1566587268591,516.3833169592339,82.12291078000563,514.5613904905755,0.0,153.95835618799578,0.0,18.82722118374723,73.71894322578733,18.865965779994703,59.5759320180213,60.29835176312291,11.927424786782932,12.021433321306931,8.237999085801686,7.878983316653477,1.0116550087279097,1.001992671174255,0.0,0.0,0.0,0.0,50.94902523101959,49.3323124141253,22.14493323774368,22.044248313281297,43.0687528103258,43.06529576442741,35.876748833584045,36.059229855036826,26.93763603995666,25.86822092332131,53.88623229262429,52.07160889526356,53.86242396388714,0.0,0.7475336640708256,1927.124519473851,1914.6295365726924,26.08436768361969,26.414117692071176,750.8961921879305,765.4659103297467,32.987668479651006,32.97042508130853,4353.644241513034,4336.709914114948,3920.81366815415,3915.667852822667,239.16804429986644,239.9478704006466,0.0426670244910544,1220.1138301456483,926.1617346718988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-39.736508515669605
