US_Latitude_dec.deg,US_Water.Column.Height_cm,US_Algal.Mat.Coverage,US_Macrophyte.Coverage,US_Sunlight.Access_Perc.Canopy.Cover,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,Stream_Order,NOSC,lamO2,lamHCO3,n_chems,skew_lamO2,skew_lamHCO3,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_2H_permil,del_18O_permil,RA_dm,RA_ms_av,RA_ms_mn,RA_ms_mx,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,tmp_dc_uyr,pre_mm_cyr,pre_mm_cdi,pre_mm_uyr,aet_mm_cyr,aet_mm_cdi,aet_mm_uyr,cmi_ix_cyr,cmi_ix_cdi,cmi_ix_uyr,snw_pc_cyr,snw_pc_cmx,snw_pc_uyr,for_pc_cse,for_pc_use,crp_pc_cse,crp_pc_use,pst_pc_cse,pst_pc_use,ire_pc_cse,ire_pc_use,gla_pc_cse,gla_pc_use,prm_pc_cse,prm_pc_use,pac_pc_cse,pac_pc_use,cly_pc_cav,cly_pc_uav,slt_pc_cav,slt_pc_uav,snd_pc_cav,snd_pc_uav,soc_th_cav,soc_th_uav,swc_pc_cyr,swc_pc_cdi,swc_pc_uyr,kar_pc_cse,kar_pc_use,ero_kh_cav,ero_kh_uav,pop_ct_csu,pop_ct_usu,ppd_pk_cav,ppd_pk_uav,urb_pc_cse,urb_pc_use,nli_ix_cav,nli_ix_uav,rdd_mk_cav,rdd_mk_uav,hft_ix_c09,hft_ix_u09,gdp_md_cav,gdp_md_usu,hdi_ix_cav,General_Vegetation_Broadleaf deciduous tree,General_Vegetation_Broadleaf deciduous tree. Crop,General_Vegetation_Broadleaf deciduous tree. Grass,General_Vegetation_Broadleaf deciduous tree. Shrub,General_Vegetation_Broadleaf evergreen tree,General_Vegetation_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_Grass,General_Vegetation_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_Needleleaf deciduous tree. Grass,General_Vegetation_Needleleaf evergreen tree,General_Vegetation_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_Needleleaf evergreen tree. Grass,General_Vegetation_Needleleaf evergreen tree. Shrub,General_Vegetation_Shrub,General_Vegetation_Shrub. Grass,Hydrogeomorphology_Multi-channel,Hydrogeomorphology_Single-channel meandering,Hydrogeomorphology_Single-channel straight,River_Gradient_Relatively flat/gentle gradient (e.g. valleys),River_Gradient_Relatively steep gradient (e.g. mountainous or hilly terrain),Sediment_Bedrock (primarily),Sediment_Gravel/cobble (gt2mm),Sediment_Sand,Sediment_Silt/mud (lt0.0625mm),US_Depositional.Type_Downstream from obstacles,US_Depositional.Type_Downstream of small tributary,US_Depositional.Type_Inside bend of a stream,US_Depositional.Type_Marsh,US_Depositional.Type_Pool lip,US_Depositional.Type_Riffle,US_Depositional.Type_Shallow waters near the shore,US_Depositional.Type_Upstream of weir barrier deposition,rate.mg.per.L.per.h
40.11458128531428,10.41773209391198,1.9928483359830909,2.98152693633296,4.023793309401568,7.01357778465517,88.4887816693832,8.095813576697712,11.531850672513675,1.0054979961838086,-0.3312491277687672,0.0422166776267349,0.0472943919865131,6324.676102902281,1.8448451926355205,1.7050600745408957,0.0477350282880299,0.0339663237629978,0.1254800456546138,0.4465400384705534,0.0545194612606748,0.0136460620548157,0.1502030900052973,0.0877363505436012,0.0415728036145604,0.0,0.0,0.2426049914229641,0.3393593433244837,0.1092395821791081,1.1134698184698455,83.50959833354568,0.0,559.3262684968591,2535.5829503863374,96.79180665651587,264.0201462496932,37.28449803494728,209.03164660704803,13.058756107533007,487.864729500123,33.74341071193129,621.283990177849,420.9674873453561,61.6957269268102,493.4312879557331,0.0,99.94188354157612,0.0,26.60575123025704,72.71308693387626,40.17085641980128,101.1490633798418,102.49692798555655,0.364358425273302,0.0,7.481350978450263,11.439099401633197,0.0889661388803485,0.0,0.0,0.0,0.0,5.118057447985167,0.0,17.08972818346857,9.07212752667829,8.887757632694163,27.98585376482468,31.10444678865352,63.08713055009552,60.12374370783248,66.82247178469898,65.95852593269592,45.82369485247922,20.32678334267083,66.24306665413927,0.2602758230582802,0.0,509.4540680580574,2274.484655255769,0.6247267465240958,0.7124532196688699,20.02940772811591,18.79579676225536,0.0,0.5597364899511222,1098.552037586589,648.4047466718725,171.7316006629772,131.35280219410828,88.48757024098585,61.57940672022948,0.0554174746678394,29.26594922883316,950.3359205268454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-25.09209510419296
40.01286387801247,9.669042664116995,2.0,3.0,4.0,7.0,88.44313725490197,8.101208791208792,11.5,1.0,-0.3305464260718913,0.0422910710624111,0.047362621723021,6329.0,1.850101726051908,1.7473561632585626,0.0477168589034602,0.0339706114710064,0.1249802496444936,0.4458840259124664,0.0548269868857639,0.0135882445884025,0.1496286933164796,0.0878495812924632,0.0415547479854637,0.0,0.0,0.260894,0.3379294318137805,0.1103838258646733,1.1144893295634997,92.0,0.0,559.0,2529.0,98.0,267.0,38.0,208.0,12.0,487.0,33.0,621.0,420.0,62.0,487.0,0.0,100.0,0.0,27.0,72.0,40.0,100.0,100.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,9.0,9.0,28.0,31.0,63.0,60.0,66.0,67.0,46.0,20.0,66.0,0.0,0.0,452.0,2264.0,0.703,0.754,20.428,6.973,0.0,0.0,1083.0,700.0,208.0,149.0,90.0,65.0,0.0554809999999999,23.5507,951.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-18.325301224870632
42.76924705280397,32.0,1.0,1.0,4.0,6.5,66.2,6.41,16.9,1.0,-0.2547074974204263,0.048364580901008,0.0536790415666831,6051.0,1.5001296747419204,1.5021401639658465,0.0360271029581887,0.0211535283424227,0.1446041976532804,0.4215832093868782,0.068914229053049,0.0095851925301603,0.1546851760039662,0.1095686663361427,0.0338786977359114,0.0,0.0,0.3612889999999999,0.684415898339031,0.3891708967851099,1.4403121654753273,794.0,0.0,66.0,24.0,13.0,22.0,91.0,259.0,91.0,1145.0,41.0,1142.0,749.0,103.0,750.0,16.0,132.0,16.0,14.0,58.0,16.0,100.0,100.0,10.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,7.0,6.0,6.0,32.0,30.0,62.0,64.0,85.0,83.0,85.0,39.0,85.0,0.0,0.0,266.0,270.0,7.117000000000001,13.868,158.89,179.954,0.0,0.0,4323.0,4700.0,3405.0,2958.0,302.0,310.0,0.067299,850.477,954.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-24.94864148749817
42.68702737202505,31.66828406227894,1.009456396144404,0.9912826859880808,4.018438064659689,6.484206722858808,66.30392704250504,6.413999531292331,16.81351758553778,1.0058537400779066,-0.2542136579375622,0.0484165493385701,0.053669326103149,6064.013823467168,1.4938401187834858,1.4097055204849214,0.0360060387662446,0.021206728139327,0.1448020883065878,0.4224146356630491,0.0688501557642635,0.0096487896457383,0.153967559093169,0.1094712260540034,0.0337559019698327,0.0,0.0,0.3505441574538541,0.6841893680197693,0.3866967208189719,1.435863061926655,796.0352022216576,0.0,65.86202040896336,46.72215218151176,13.856346803441404,22.706136156385178,91.16431852420271,261.1511110028734,90.66765257151638,1145.673758244674,40.62519815483471,1156.3832546681062,754.3607626926055,103.37734784133728,752.2512214159132,15.831008237891137,131.2871282482133,15.474765993707,13.846553568115654,57.83863969749789,16.33879490233749,101.15266773517013,99.90423540852552,9.798517685469994,6.068807409686174,1.8573959324906524,1.283126980688902,1.0470817924182774,0.9769047384609474,0.0,0.0,0.1558652473065966,0.3342207625135569,10.10761525495378,6.998718633919673,5.782839481749246,5.737005034502341,32.01946916548317,29.90344785675275,62.172461482842536,63.63298665450964,86.38421380826578,83.07403184006611,84.5566499478971,39.51645124771,84.73641237347515,0.0,0.0141738781442322,264.5022838571079,314.1997260187684,6.994941760551325,13.633894780534368,157.48930659101288,177.35103152554566,0.0,0.2305423554811558,4307.162367047658,4724.197151365873,3363.537784844841,3005.4532646434086,303.1298054037892,310.8000426907477,0.0675890249496285,855.2532512644601,953.5638961945848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-24.53000121791948
40.26834609459985,5.100932873252494,0.9851342167535336,0.9772681314203284,2.9859875463747763,7.511669296056874,88.14255483388638,8.12213705688959,25.44001795413997,4.970569678822171,-0.2784384614709393,0.0501131858605456,0.0518981588533938,6180.719427639174,1.4690032167602178,0.0,0.0425974122251265,0.0326035825060404,0.1179915459363596,0.4263462818287865,0.0779157260859798,0.0117747337836301,0.1668935728209109,0.0933649060549717,0.0275783183936508,0.0,0.0,1.032346279585491,0.4136459350870655,0.1271261950284113,1.4717704974463253,336.1373941610749,2.31404675240951,9.65997516702445,201.25895416129265,3.171858924269465,2.50310226614424,105.69706098560856,284.4168793448799,105.03371891131792,923.4312305711352,63.47734227453135,936.7179293044132,782.1893800110614,110.40293564400356,782.0657226681964,0.0,111.09629277784694,0.0,6.78898521133416,27.61185049460414,7.969015057384991,0.9202100386896724,1.7367706844466515,91.8980729948364,89.26697232358777,0.8406060446542517,0.7621087686108369,0.9044754198109204,0.9992240071907332,0.0,0.0,0.0,0.0,1.109438693580844,0.2544542690408708,26.96809044844285,26.82558896760252,52.037943689430094,53.76127293334813,19.947279125117053,18.777569997958576,25.331731112654225,24.237512635569384,78.06126504842682,38.4591240840994,77.83638268841565,0.0,0.0,8159.609252558287,8442.045223646346,0.0691537057233507,7.7840650580798,15.284433506581228,7.355955580228705,0.0492338255999462,0.0,1946.6794434617177,1074.8826726083344,264.35089588013994,359.2901213441737,233.48959084347013,110.4152484144437,0.0549561477166535,432.0764323217941,949.2595788487724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-23.770770757605845
40.29130670568698,5.34032476618554,0.9950342244999664,1.0091043130832362,2.98653047216626,7.494734177195719,88.05566747133662,8.067996288123858,25.584075081770585,4.938634223393762,-0.2780091708507928,0.0501804793464472,0.0520355526925114,6150.168678740678,1.466258674468464,0.0,0.0424301403595683,0.0327075339896901,0.1189006883404786,0.4284677111760359,0.0780868087561489,0.0117594408660372,0.1678278585370083,0.0935813451020691,0.0272172752586987,0.0,0.0,1.0328779275562658,0.4128897560799013,0.12878972539191,1.4799471834652402,345.99745643292124,2.354544765923111,0.0,212.0762425027817,1.967845589772246,7.371461968641343,108.31113996009056,283.8920368947145,105.77188152879974,943.3313190251752,63.73455663415466,938.7916465180256,784.6711604569447,110.66517750778362,775.3292674022533,0.0,110.81283198085644,0.0,6.7440815589809135,27.82699391009436,7.7947316104527955,0.0,2.797847249047575,91.36864455063036,88.59084963945259,1.288793146071082,1.0807905844967338,1.2529390646310927,0.965365918955324,0.0,0.0,0.0,0.0,2.0219729051304745,0.4028318840254892,26.82362713467784,27.11003792159092,51.8432529771566,54.14628651309784,20.117505044392928,18.955529335497424,25.0402188841558,24.111232944249853,78.22902980437497,37.848120611674986,77.97448219599782,0.0,0.0,8203.142857467365,8359.807820606873,0.1256304793354734,7.791645140211921,12.36419764785802,10.288541577363585,0.0,0.7287387073867501,1910.4372787651776,1067.5302113792893,226.5821122535371,330.8851195179158,231.00752246234308,109.92988072417856,0.0552599939813789,439.3255728438521,949.1447344451864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-23.84008932009942
45.72987695447419,28.427032500923023,2.179773145131516,1.0,2.640453709736969,7.664045370973697,83.84603003980152,8.194473518479768,23.17640833876328,3.460680564605454,-0.3355317742248551,0.0490285297015417,0.0549274107183851,4975.955199276188,1.7916132472617297,1.807687757774172,0.0400482444741224,0.0263086265658261,0.1157244753201559,0.4208310494146602,0.0824903999552173,0.0108525739528762,0.1831963625490738,0.0889226222395479,0.0316256455285193,0.0,0.0,0.4209753040245316,0.393860410927821,0.1590090006836236,1.2079897371176171,437.113047267652,0.0,348.96635193631755,305.1795830618364,57.88771306552847,21.449337821181224,102.13478233802483,259.0111526601291,99.6741017734194,955.4047271806648,53.84253217512669,964.4272225842182,765.348393630134,104.92136112921092,762.8877130655285,0.0,107.29225016289816,0.0,4.460680564605454,25.12362967789576,6.921361129210908,69.71928266382119,74.6406437930321,27.25841201592061,23.97750459644667,4.157277741578185,4.157277741578185,0.3595462902630308,0.3595462902630308,0.0,0.0,0.0,0.0,14.20207846538972,14.20207846538972,20.07863887078909,20.07863887078909,42.438185161052125,43.258412015920605,37.30340282302727,37.30340282302727,35.662949113290296,36.48317596815878,78.12362967789575,36.146125081449085,78.94385653276424,59.80888411144426,47.50548128841699,2525.214371625289,1695.9650213532516,0.3577311956571307,1.0057104110032336,10.050303717414888,6.819250362942797,0.0,0.0,695.7415879840794,700.0,201.10075410775207,221.6064254794643,81.04499080710666,67.92136112921091,0.0528793641082893,69.21155302167585,941.3820416938164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-21.80610181251313
40.547908138838906,34.0211644252948,2.021758571322741,0.9934150193976488,2.991292627048838,7.69523208855859,81.49228440775057,8.165662184056865,23.176503046149417,3.99698153203448,-0.3245943928706761,0.049919912664708,0.0559023740976442,4983.902631101912,1.7890699405020736,1.92192299191534,0.0402058058824315,0.0244966831693115,0.1206853339897049,0.4025257992948378,0.0851323280176208,0.0112139474184455,0.188867110175307,0.096044930591834,0.0313902723675641,0.0,0.0,0.4777115707636881,0.4092471692371271,0.162075326920099,1.3226446237811873,497.3423454097252,2.382093437728735,355.4977347250144,315.43212301650544,63.57211744344843,9.436996291239092,98.46012679597268,252.27468819815672,94.58027535641236,958.7358980086972,39.745960371303255,977.139528606424,767.2981357409708,106.93225818601915,771.3490421925488,0.0,115.7497022608594,0.0,4.957725433864174,27.22803982123153,8.537716108023378,84.7727389222132,90.7201464063742,25.848551397587578,21.907765026263128,1.7260277760254037,2.5770784416715387,0.1377851333921617,0.0,0.0,0.0,0.2932175250291877,0.0116136570850267,0.5266215071604079,0.4945340394649035,19.01743890073504,19.01216926678323,41.02159628648514,41.9127873012269,40.11198774453276,39.96212325676193,35.921765932863245,40.17406183134192,80.4533433563687,40.87142140537063,82.33719041616946,51.44075598000496,36.493263158485874,2606.2458364952195,1593.0294933091031,0.2571762135223616,1.0643088944802623,21.609341938407866,12.266868806757143,0.0,0.0,643.3014312725843,658.9216760461934,177.71787992969047,140.18478736195556,85.35721682927525,70.78691605517012,0.0536213624118121,99.99606949400936,942.6414568204118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.84783593381545
40.573175575840274,10.806542828692336,2.024378850497196,1.996939980644517,2.9776492671717385,7.70055110117552,81.32203371009663,8.122756710347906,23.668888059219373,4.019772593426911,-0.3255993267690806,0.0499838562444849,0.055979732206271,4983.67552077797,1.7862363499309888,1.8552813082270363,0.039912622369131,0.0244740066313906,0.1214190726895629,0.4019962263830918,0.0850610404087165,0.0113765091622871,0.1874202626215573,0.0959098950939386,0.031133665699221,0.0,0.0,0.4846496936473462,0.4134193951580148,0.1649573084017621,1.3177995136106886,487.3159317655846,0.9736723914200952,354.52399819065766,287.7924227801408,63.437268347177074,10.748082366725022,98.23418796562515,252.2185449346652,95.2580869331312,974.8289374989504,40.87418643251068,969.7604971039,772.6172179315727,105.6992559738237,770.0465406941792,0.0,115.4794656229729,0.0,4.793563343519323,28.11375534579914,7.716127126053871,84.97891362051163,92.3320954621687,26.216471109510685,22.08516721662325,2.1059599619141984,2.4484984858943006,0.0,0.0322075960094634,0.0,0.0,0.0,0.3394882184841145,0.0,0.0,18.92945378540661,18.99570733049648,41.08265164829385,42.14773120869332,39.58713806347731,40.1496849462776,38.398106875112,38.1725364796765,80.6730180322038,41.46339945188112,82.10574763712809,50.23184204017988,35.866323836275754,2591.380253753951,1576.2320778109502,0.466277819460296,1.3414663343329454,5.690271455909818,1.206566557190941,0.0,0.0148358642532424,719.392020689842,689.1375820972366,187.673461833063,238.0341636574836,83.97077888089335,67.0036637509851,0.0533363272448678,46.03989556025062,942.955919851078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-21.0731128436799
40.599162462122,11.161678363066768,1.98629543234544,1.9999912142133829,2.9939089015684086,7.682227943051446,80.53277824933159,8.145066777655048,23.428109772024943,4.007930720218602,-0.3263397195247516,0.0499681974524086,0.0559712219308519,4997.301780873803,1.7857025111609222,1.8814087909670665,0.0401744298082266,0.0242530596137396,0.1207613764473439,0.4027717389263925,0.0848466672316916,0.0112629439234549,0.1879643650608949,0.0957587944732182,0.0317039732399129,0.0,0.0,0.4901785919114101,0.4142878211798691,0.1629415699492712,1.3122395337124309,502.694577328284,0.0,351.318304788666,291.99011439450493,62.55161248988803,7.605517436026743,99.0337319108102,253.4251373022341,95.26272161229224,994.80538207037,40.3377521438837,979.2112848938018,778.1678556498014,105.83178867180028,769.5404187001591,0.0,116.71974772251023,0.0,5.4689350102876215,28.20095147040124,7.801716447566743,83.79945596074694,91.75094935568131,25.62543051073088,21.978443306291705,2.233941497141857,1.4903662874248682,0.3651641019515261,0.0219266040290324,0.0,0.0,0.0,0.0,0.0,0.459400795867421,19.110472632589143,19.10468774683556,41.1064758972323,42.136124147982486,40.218324790527824,40.03670503366503,35.42734609068196,40.15690662545953,80.83624202684648,40.44438110842935,81.94146642385556,50.74742295846207,35.39189900213186,2632.84517801603,1616.3606720452913,0.1768928717147906,0.994808360844143,23.63582315635513,8.893307624674886,0.5944798259777097,0.0,713.603701975271,628.1976647545964,108.5866646516622,232.70388982010985,83.46299079390904,66.48944479610432,0.0534133241118373,87.11798850010257,942.736988603635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.36722680621912
64.57389712346688,7.913662035785838,2.8414947730391664,1.0,1.317010453921667,7.5317010453921664,95.4261585281854,8.537768881705263,21.9853094085295,1.4755156808825003,-0.3735532687512105,0.0456601589844345,0.0511823425693206,4931.619850206376,1.825486484885212,1.7812863987738,0.0398716124652038,0.0331179630439561,0.0974482923436232,0.4880617426017303,0.0739760739465538,0.0094745639150432,0.1631120468695225,0.0627595450882301,0.0321781597261363,0.0,0.0,0.1840498454819646,0.3270616299343619,0.1465507922349427,0.7675114330908751,224.0386830813884,0.0,330.4381463549033,364.734529573525,35.389177716668335,52.55025433284083,117.35437977990082,284.8182961485275,116.87886409901832,883.2770697387308,104.79509752401584,885.0206272353,740.8646933975508,100.951031361765,740.3891777166683,0.0,71.55928225588501,0.0,2.4755156808825003,14.536083631373335,2.9510313617650006,13.472944291670844,14.423975653435846,31.890463411274165,31.25644250343084,12.09793727647,12.09793727647,1.682989546078333,1.682989546078333,0.0,0.0,0.0,0.0,66.47808707009416,66.47808707009416,24.048968638235,24.048968638235,47.731958184313335,47.89046341127417,27.377578404412503,27.377578404412503,27.060567950490835,27.21907317745167,67.53608363137333,18.279641127942504,67.69458885833417,92.23324387891915,89.85566547450665,2249.9381744157067,2089.689389958304,0.0917191012382549,0.2169382305373134,2.9804698448495444,2.3552762610777824,0.0,0.0,691.1095365887259,700.0,315.5785957357758,319.54122640979665,66.48711499313833,63.95103136176501,0.0514672501543344,14.420889738245595,935.4265470426476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-21.80601307448288
69.05837516876566,3.2700788497429643,3.0005822321503763,1.01249866276638,1.0252928408927688,7.497039514847305,98.4621931265707,8.646836283407405,21.57952216551823,1.0292885221364654,-0.3798524137232801,0.0448913833201189,0.0502612726969601,4889.337540042222,1.829652704409196,1.5076843612417876,0.0396623193751653,0.0347020437738502,0.0930343727767804,0.5044136026855119,0.0723222365604287,0.0090848001665966,0.1596024458891548,0.0560527264968343,0.0321313652125229,0.0,0.0,0.1277270284825183,0.3105691207928152,0.1442667149881547,0.6698390971813449,173.39464865661267,0.582919600205281,327.1417895737084,396.4150496706604,30.40298382889088,60.88270645594728,119.99626279648572,291.355116824555,121.6505328609643,872.4893673485557,116.64255315138126,874.3191008467219,731.1621598862023,99.6339718855018,730.6411735882697,0.0,62.96177386961805,0.0,2.158001235497671,10.989105967052245,1.9618625346486456,0.0,0.0,32.70631249213525,32.76000599080965,14.252466282875575,13.392114601571812,1.862555207085084,1.91433106705512,0.0,0.0,0.0,0.0,78.17716216333336,78.51584271467311,25.134569876702184,25.100397307444847,49.04092254921985,49.17328013975861,25.07665189836041,25.1044830096024,24.837729313174084,24.507559489382256,65.25562652437459,13.88200122380345,64.33050143886496,100.37389168187975,100.38522521007752,2207.904203680895,2196.7770410830985,0.0752567331226792,0.1435757065556496,3.0732814342070487,3.5971021652544386,0.3042370646006932,0.5381227877411228,661.6342590321287,761.4943870287739,280.99216048331584,295.7186496406534,66.94463712231195,63.935993281678094,0.0508835852603611,15.223306026116754,934.5041302942324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-20.51902291426452
33.25369245144685,9.33797704263619,2.9977279563710275,3.0071803301690827,0.989479732272366,6.992961903738076,62.37521853013275,5.016299305419712,25.865102448718137,2.9670425951025035,-0.35147210608637,0.04573452537071,0.0515006154715222,6816.586062675676,1.5857424392855712,1.0649361503652066,0.0433102193276914,0.0306515940198385,0.1226705795651679,0.4003449374830062,0.0767831252647421,0.0143946477659002,0.1846345314137957,0.0840466152017264,0.0426028495869033,0.0,0.0,0.1881440245756747,0.6080723770161953,0.2192225053490337,0.9861096466780356,127.31267321793332,2.903069238676802,101.55713978402886,276.03201365345245,13.835675815087416,32.028951464201434,178.48235210797498,232.5138529223005,178.31832485664498,837.3464076173159,85.93410045605901,839.2233846348072,709.6221309198507,70.99066648994662,704.264950273813,0.0,74.64039934778567,0.0,0.0442037012096234,0.0,0.0442014762064532,0.2030292084078032,0.1208042736228513,39.22476113081662,36.37728653679774,53.27867121794085,55.412291736129255,0.8366692801339649,0.9767429718383098,0.0,0.0,0.1605775341674231,0.0305613308639358,0.2886836362053016,0.0,19.98592645280084,20.046694346163992,37.07043714069821,37.01904025725978,42.95372515059797,43.26113425339683,8.328021492490333,10.530654271810988,51.48686846609188,23.98991616109302,50.90286263559008,0.0,1.117561685779499,1525.935734750406,1823.5477034144333,0.0,0.8685960669966732,0.0,2.190552827199296,1.215977358656413,0.0,2489.1368206519887,1553.983677717811,288.8164571174207,243.5505952380959,64.9786269258453,97.13708519194468,0.0492374126725177,0.0,907.7198392890248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-20.06768456726068
33.657915566387175,9.20943577191086,3.0225751441785347,2.982369870889401,1.006706743322367,6.9962127786328265,62.12004003053276,5.085209398950824,25.86477604485031,2.9995885638499176,-0.3520215529328793,0.0457431990463043,0.0514603085256066,6827.397894303924,1.58928995724512,1.2295578230927051,0.0433514339501967,0.0307085497449825,0.1222583706442596,0.4002206183507005,0.0771075117073774,0.0143031849026329,0.1842127163149064,0.08456052314891,0.0429016084096285,0.0,0.0,0.1985649446739864,0.6092352277434019,0.2211408888885563,0.9956327218663484,128.0779583933211,2.123490364358517,105.33683616939608,264.2182424874377,13.751197999096544,36.98162082921608,177.10476288659066,232.9025992505864,178.5626312373535,830.8879709616964,86.56381306006341,828.4203124669751,704.1139864138004,71.45869412504658,704.1840711030844,0.0,73.6778790669335,0.0,0.0,0.4814115494996201,0.0,0.0,0.4189926643306401,38.83997979249478,37.18066915756968,53.01557562029412,55.336537199896,1.0934500825946436,0.9736596497909734,0.0,0.0,0.0,0.0,0.0,0.3937871037449061,20.09186004126729,19.84331125272814,36.91474131158231,37.28082587393029,42.87449680090385,42.8813662115293,8.299589925655724,11.032586746989884,51.337719241139965,24.306070023230514,50.76173684807886,0.2454592070221392,0.664689093651761,1522.307384637318,1827.53010350784,0.1194640438356059,0.1327122957453379,2.0588766685396216,22.99534971651717,0.0,0.0,2532.1155461144635,1575.1487253584055,243.40454313574264,243.8963110518986,64.29832542108926,98.08372203013954,0.0493765424157932,11.572165625437377,908.8721411640364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-19.94549375618309
41.474114464796415,7.413160261458934,1.983564436823912,1.9832694353058344,0.9698773819948262,8.514462161081132,125.65098875722042,8.12096260527745,16.9558186105947,4.994154408767952,-0.3528207151268083,0.0470211126411347,0.0529071035683678,5707.918105219037,1.5902476027803458,1.7930279113278655,0.0436339120515747,0.0292713495345346,0.1051963549037419,0.4514349867181789,0.0840747883815267,0.0131364348886806,0.168493285764618,0.073065409987752,0.0308457939695294,0.0,0.0,0.9193582242019508,0.3465252360435789,0.0759812840704914,1.4425182803933834,133.92282970239646,0.0,38.97501035977599,1370.1057607191276,2.7581789134375283,17.479787920242394,90.21334553046457,272.90377784315746,35.13544501461424,473.0205159911906,33.083631179288055,495.4840738086924,399.35939012576097,65.02497914974948,421.7391442822325,0.0,152.035288006331,0.0,17.657588139711013,84.89030596438563,39.79916384857292,24.5964645043952,88.84441152919358,37.68674392255637,8.392144176892087,2.7376532998854795,15.90128308050308,50.89591646458186,1.872270072909968,0.0,0.0,0.0,0.0,0.0,20.15399811008447,20.878732017978063,22.37175414414548,41.0712970797715,41.94517042269872,38.59786006144505,36.27072488429589,24.487356493871207,30.955867200452207,39.9448681695271,38.38353881758998,50.83133002602513,101.54935657201376,62.14738149503714,216.0087725151213,1678.5370957881269,4.502388195162025,41.16043450654393,290.6588152611142,32.94739173081427,22.82590151176175,2.4265882506992664,5244.752403513125,525.7419450832854,2560.583733872017,311.8834689398799,319.828127456578,46.31203962195447,0.0427915328558152,2575.64863550219,924.7648799653872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-18.627567504111152
