,Sample_ID,gid,Sample_Longitude,Sample_Latitude
66,CM_024-2,22,-84.41527,33.68401
67,CM_024-3,22,-84.41527,33.68401
68,CM_027-1,23,-95.28318,29.33381
69,CM_027-2,23,-95.28318,29.33381
70,CM_027-3,23,-95.28318,29.33381
71,CM_028-1,24,-96.57826799,28.83182444
72,CM_028-2,24,-96.57826799,28.83182444
73,CM_028-3,24,-96.57826799,28.83182444
74,CM_032-1,25,-96.798,46.804
75,CM_032-2,25,-96.798,46.804
76,CM_032-3,25,-96.798,46.804
77,CM_033-1,26,-111.3042085,32.4712725
78,CM_033-2,26,-111.3042085,32.4712725
79,CM_033-3,26,-111.3042085,32.4712725
80,CM_034-1,27,-84.37418,46.49794
81,CM_034-2,27,-84.37418,46.49794
82,CM_034-3,27,-84.37418,46.49794
83,CM_035-1,28,-92.785556,45.084433
84,CM_035-2,28,-92.785556,45.084433
85,CM_035-3,28,-92.785556,45.084433
86,CM_037-1,29,-72.8972,41.3825
87,CM_037-2,29,-72.8972,41.3825
88,CM_037-3,29,-72.8972,41.3825
89,CM_038-1,30,-72.20667,41.52361
90,CM_038-2,30,-72.20667,41.52361
91,CM_038-3,30,-72.20667,41.52361
92,CM_039-1,31,-97.69147,30.24565
93,CM_039-2,31,-97.69147,30.24565
94,CM_039-3,31,-97.69147,30.24565
95,CM_040-1,32,-91.191226,30.438365
96,CM_040-2,32,-91.191226,30.438365
97,CM_040-3,32,-91.191226,30.438365
98,CM_041-1,33,-80.8599379,37.3724372
99,CM_041-2,33,-80.8599379,37.3724372
100,CM_041-3,33,-80.8599379,37.3724372
101,CM_042-1,34,-80.5627036,37.0421794
102,CM_042-2,34,-80.5627036,37.0421794
103,CM_042-3,34,-80.5627036,37.0421794
104,CM_044-1,64,-72.33026,42.47158
105,CM_044-2,64,-72.33026,42.47158
106,CM_044-3,64,-72.33026,42.47158
107,CM_045-1,64,-72.3303,42.47173
108,CM_045-2,64,-72.3303,42.47173
109,CM_045-3,64,-72.3303,42.47173
110,CM_046-1,64,-72.33038,42.47168
111,CM_046-2,64,-72.33038,42.47168
112,CM_046-3,64,-72.33038,42.47168
113,CM_050-1,65,-121.92941,45.79232
114,CM_050-2,65,-121.92941,45.79232
115,CM_050-3,65,-121.92941,45.79232
116,CM_051-1,65,-121.928947,45.792427
117,CM_051-2,65,-121.928947,45.792427
118,CM_051-3,65,-121.928947,45.792427
119,CM_052-1,65,-121.92897,45.792488
120,CM_052-2,65,-121.92897,45.792488
121,CM_052-3,65,-121.92897,45.792488
122,CM_053-1,65,-121.92839,45.79222
123,CM_053-2,65,-121.92839,45.79222
124,CM_053-3,65,-121.92839,45.79222
125,CM_056-1,66,-87.40916,32.96328
126,CM_056-2,66,-87.40916,32.96328
127,CM_056-3,66,-87.40916,32.96328
128,CM_057-1,66,-87.40821,32.96176
129,CM_057-2,66,-87.40821,32.96176
130,CM_057-3,66,-87.40821,32.96176
131,CM_058-1,66,-87.40832,32.96156
132,CM_058-2,66,-87.40832,32.96156
133,CM_058-3,66,-87.40832,32.96156
134,CM_062-1,35,-71.23459,43.08808
135,CM_062-2,35,-71.23459,43.08808
136,CM_062-3,35,-71.23459,43.08808
137,CM_063-1,36,-71.035868,43.079493
138,CM_063-2,36,-71.035868,43.079493
139,CM_063-3,36,-71.035868,43.079493
140,CM_064-1,37,-86.7497169,33.6052817
141,CM_064-2,37,-86.7497169,33.6052817
142,CM_064-3,37,-86.7497169,33.6052817
143,CM_065-1,38,-87.661434,32.845656
144,CM_065-2,38,-87.661434,32.845656
145,CM_065-3,38,-87.661434,32.845656
146,CM_066-1,39,-68.445497,44.640715
147,CM_066-2,39,-68.445497,44.640715
148,CM_066-3,39,-68.445497,44.640715
149,CM_068-4,40,-92.4631118,30.1982931
150,CM_068-5,40,-92.4631118,30.1982931
151,CM_068-6,40,-92.4631118,30.1982931
152,CM_069-1,41,-111.84597,40.66522
153,CM_069-2,41,-111.84597,40.66522
154,CM_069-3,41,-111.84597,40.66522
155,CM_070-1,42,-72.41875,43.71559
156,CM_070-2,42,-72.41875,43.71559
157,CM_070-3,42,-72.41875,43.71559
158,CM_071-4,43,-96.20896,40.989942
159,CM_071-5,43,-96.20896,40.989942
160,CM_071-6,43,-96.20896,40.989942
161,CM_072-4,44,-96.8252242,31.1355617
162,CM_072-5,44,-96.8252242,31.1355617
163,CM_072-6,44,-96.8252242,31.1355617
164,CM_073-1,45,-72.9688981,44.3676591
165,CM_073-2,45,-72.9688981,44.3676591
166,CM_073-3,45,-72.9688981,44.3676591
167,CM_074-1,46,-116.1946675,43.6042604
168,CM_074-2,46,-116.1946675,43.6042604
169,CM_074-3,46,-116.1946675,43.6042604
170,CM_075-1,47,-82.927775,29.953092
171,CM_075-2,47,-82.927775,29.953092
172,CM_075-3,47,-82.927775,29.953092
173,CM_076-1,48,-94.8625,39.76778
174,CM_076-2,48,-94.8625,39.76778
175,CM_076-3,48,-94.8625,39.76778
176,CM_077-1,49,-105.658917,35.776694
177,CM_077-2,49,-105.658917,35.776694
178,CM_077-3,49,-105.658917,35.776694
179,CM_078-4,50,-75.185,39.96766
180,CM_078-5,50,-75.185,39.96766
181,CM_078-6,50,-75.185,39.96766
182,CM_079-1,51,-81.64963,26.72027
183,CM_079-2,51,-81.64963,26.72027
184,CM_079-3,51,-81.64963,26.72027
185,CM_080-4,52,-92.590164,30.189567
186,CM_080-5,52,-92.590164,30.189567
187,CM_080-6,52,-92.590164,30.189567
188,CM_081-1,53,-81.830278,31.669166
189,CM_081-2,53,-81.830278,31.669166
190,CM_081-3,53,-81.830278,31.669166
191,CM_082-1,54,-81.606667,31.426667
192,CM_082-2,54,-81.606667,31.426667
193,CM_082-3,54,-81.606667,31.426667
194,CM_084-1,55,-105.751041,39.844312
195,CM_084-2,55,-105.751041,39.844312
196,CM_084-3,55,-105.751041,39.844312
197,CM_085-1,56,-78.782094,35.8365411
198,CM_085-2,56,-78.782094,35.8365411
199,CM_085-3,56,-78.782094,35.8365411
200,CM_088-1,57,-122.379308,45.537135
201,CM_088-2,57,-122.379308,45.537135
202,CM_088-3,57,-122.379308,45.537135
203,CM_089-1,58,-116.831793,34.16866
204,CM_089-2,58,-116.831793,34.16866
205,CM_089-3,58,-116.831793,34.16866
206,CM_090-4,59,-121.2992935,38.1490173
207,CM_090-5,59,-121.2992935,38.1490173
208,CM_090-6,59,-121.2992935,38.1490173
209,CM_091-1,60,-85.032366,30.423663
210,CM_091-2,60,-85.032366,30.423663
211,CM_091-3,60,-85.032366,30.423663
212,CM_092-1,61,-85.013591,29.945472
213,CM_092-2,61,-85.013591,29.945472
214,CM_092-3,61,-85.013591,29.945472
215,CM_093-1,62,-90.64121,46.37655
216,CM_093-2,62,-90.64121,46.37655
217,CM_093-3,62,-90.64121,46.37655
218,CM_094-1,63,-70.8911464,43.1798044
219,CM_094-2,63,-70.8911464,43.1798044
220,CM_094-3,63,-70.8911464,43.1798044
221,S19S_0006-D,67,-76.717163,39.311369
222,S19S_0006-M,67,-76.717316,39.31162
223,S19S_0006-U,67,-76.717476,39.311813
224,S19S_0007-D,68,-119.195598,37.05255
225,S19S_0007-U,68,-119.195359,37.05229
226,S19S_0008-D,69,-119.027785,36.961112
227,S19S_0008-M,69,-119.028281,36.961369
228,S19S_0008-U,69,-119.028254,36.961273
229,S19S_0009-D,70,-108.3983,42.9877
230,S19S_0009-M,70,-108.3983,42.9876
231,S19S_0009-U,70,-108.3982,42.9875
232,S19S_0010-D,71,-81.840062,31.667875
233,S19S_0010-M,71,-81.839976,31.667835
234,S19S_0010-U,71,-81.8403,31.667905
235,S19S_0011-D,72,-83.437674,33.955686
236,S19S_0011-M,72,-83.438589,33.957827
237,S19S_0011-U,72,-83.437673,33.95569
238,S19S_0012-D,64,-72.33027,42.47179
239,S19S_0012-M,64,-72.33038,42.47157
240,S19S_0012-U,64,-72.33105,42.47178
241,S19S_0013-D,73,-78.1476,38.8952
242,S19S_0013-M,73,-78.1474,38.8945
243,S19S_0013-U,73,-78.1474,38.8944
244,S19S_0014-D,74,-77.9808,39.0941
245,S19S_0014-M,74,-77.9812,39.0942
246,S19S_0014-U,74,-77.9815,39.0944
247,S19S_0015-D,75,-84.439009,31.184396
248,S19S_0015-M,75,-84.437802,31.184508
249,S19S_0015-U,75,-84.437254,31.185895
250,S19S_0016-D,76,-96.6025,39.10445
251,S19S_0016-M,76,-96.60286,39.10429
252,S19S_0016-U,76,-96.60276,39.10415
253,S19S_0017-D,77,-96.44355,38.94668
254,S19S_0017-M,77,-96.44379,38.94667
255,S19S_0017-U,77,-96.44389,38.94684
256,S19S_0018-D,78,-83.504941,35.6922935
257,S19S_0018-M,78,-83.5044488,35.692083
258,S19S_0018-U,78,-83.5041467,35.6918387
259,S19S_0019-D,79,-84.278999,35.9563807
260,S19S_0019-M,79,-84.2789099,35.956601
261,S19S_0019-U,79,-84.2786976,35.9572803
262,S19S_0020-D,80,-88.15755,31.85294
263,S19S_0020-M,80,-88.1575,31.85302
264,S19S_0020-U,80,-88.15748,31.8531
265,S19S_0021-D,81,-87.79835,32.54069
266,S19S_0021-M,81,-87.79828,32.54082
267,S19S_0021-U,81,-87.79821,32.54108
268,S19S_0022-D,66,-87.40811,32.96161
269,S19S_0022-M,66,-87.40821,32.96156
270,S19S_0022-U,66,-87.40828,32.96142
271,S19S_0023-D,82,-102.44896,39.75841
272,S19S_0023-M,82,-102.44896,39.75861
273,S19S_0023-U,82,-102.44917,39.75854
274,S19S_0024-D,83,-96.6227,34.44205
275,S19S_0024-M,83,-96.62255,34.44223
276,S19S_0024-U,83,-96.62259,34.44251
277,S19S_0025-D,84,-97.78275,33.37853
278,S19S_0025-M,84,-97.78307,33.37834
279,S19S_0025-U,84,-97.78338,33.37834
280,S19S_0026-D,85,-105.54327,40.03489
281,S19S_0026-M,85,-105.54371,40.03496
282,S19S_0026-U,85,-105.54393,40.03497
283,S19S_0027-D,86,-105.91125,39.89064
284,S19S_0027-M,86,-105.91152,39.89078
285,S19S_0027-U,86,-105.91164,39.89071
286,S19S_0028-D,87,-111.507871,33.750675
287,S19S_0028-M,87,-111.508001,33.750788
288,S19S_0028-U,87,-111.508141,33.750837
289,S19S_0029-D,88,-111.80126,40.78319
290,S19S_0029-M,88,-111.79582,40.78466
291,S19S_0029-U,88,-111.79547,40.78464
292,S19S_0030-U,65,-121.929928,45.792233
293,S19S_0031-D,89,-122.1650676,44.2602628
294,S19S_0031-M,89,-122.1647132,44.2602364
295,S19S_0031-U,89,-122.1642723,44.2605576
296,S19S_0032-D,90,-119.02313,39.95545
297,S19S_0032-M,90,-119.02367,36.95503
298,S19S_0032-U,90,-119.02375,36.95497
299,S19S_0033-D,91,-119.2554,37.0576
300,S19S_0033-M,91,-119.2557,37.0582
301,S19S_0033-U,91,-119.256,37.0581
302,S19S_0034-D,92,-106.5233,35.8677
303,S19S_0034-M,92,-106.5232,35.8678
304,S19S_0034-U,92,-106.5233,35.868
305,S19S_0035-D,93,-110.757838,32.42735
306,S19S_0035-M,93,-110.758821,32.42728
307,S19S_0035-U,93,-110.759543,32.327329
308,S19S_0036-D,94,-119.271902,46.372515
309,S19S_0036-M,94,-119.271921,46.372735
310,S19S_0036-U,94,-119.271963,46.372753
311,S19S_0037-D,95,-75.7830393,39.8577967
312,S19S_0037-M,95,-75.7830477,39.8578837
313,S19S_0037-U,95,-75.7831181,39.8579143
314,S19S_0038-D,96,-75.7839486,39.8594333
315,S19S_0038-M,96,-75.7840693,39.8595115
316,S19S_0038-U,96,-75.784143,39.8595761
317,S19S_0039-D,97,-84.359197,35.966194
318,S19S_0039-M,97,-84.358455,35.966319
319,S19S_0039-U,97,-84.357361,35.966243
320,S19S_0040-D,98,-96.584725,39.087889
321,S19S_0040-M,98,-96.584798,39.087692
322,S19S_0040-U,98,-96.58479,39.08766
323,S19S_0041-D,99,-120.858196,44.299994
324,S19S_0041-M,99,-120.858255,44.300038
325,S19S_0041-U,99,-120.85829,44.300082
326,S19S_0042-D,100,-80.96434,25.40976
327,S19S_0042-M,100,-80.96423,25.40979
328,S19S_0042-U,100,-80.96423,25.40982
329,S19S_0043-D,101,-89.472992,43.14501
330,S19S_0043-M,101,-89.472023,43.145025
331,S19S_0044-D,102,-79.811134,33.131027
332,S19S_0044-M,102,-79.810626,33.130966
333,S19S_0044-U,102,-79.810168,33.130796
334,S19S_0047-D,103,-149.40333,68.64278
335,S19S_0047-M,103,-149.40339,68.64274
336,S19S_0047-U,103,-149.40346,68.6427
337,S19S_0050-D,104,-149.14198,68.66953
338,S19S_0050-M,104,-149.14041,68.66967
339,S19S_0050-U,104,-149.5972,68.62722
340,S19S_0051-D,105,-147.50267,65.1531
341,S19S_0051-M,105,-147.50249,65.15298
342,S19S_0051-U,105,-147.80559,64.85568
343,S19S_0052-D,106,-74.69563,42.13187
344,S19S_0052-M,106,-74.69546,42.13233
345,S19S_0052-U,106,-74.69548,42.13247
346,S19S_0053-D,107,-73.00222222,41.869567
347,S19S_0053-M,107,-72.796633,41.869617
348,S19S_0053-U,107,-72.796767,41.869583
349,S19S_0054-D,108,-77.0237,37.57261
350,S19S_0054-M,108,-77.0237,37.57267
351,S19S_0054-U,108,-77.02396,37.5728
352,S19S_0055-D,0,-117.180863,46.732428
353,S19S_0055-M,0,-117.180621,46.732323
354,S19S_0055-U,0,-117.180384,46.7322206
355,S19S_0059-D,109,-117.3915976,48.16874998
356,S19S_0059-M,109,-117.3913007,48.16841972
357,S19S_0059-U,109,-117.3903992,48.16859001
358,S19S_0060-D,110,-119.4768203,46.2531882
359,S19S_0060-M,110,-119.4769597,46.253117
360,S19S_0060-U,110,-119.4772256,46.2530248
361,S19S_0061-D,111,-89.6407,43.1095
362,S19S_0061-M,111,-89.6405,43.1095
363,S19S_0062-D,112,-106.950417,38.544583
364,S19S_0062-M,112,-106.950472,38.544667
365,S19S_0062-U,112,-106.950056,38.544778
366,S19S_0063-D,113,-97.709399,30.250335
367,S19S_0063-M,113,-97.70953,30.250384
368,S19S_0063-U,113,-97.709566,30.250278
369,S19S_0064-D,114,-78.00803,40.61043
370,S19S_0064-M,114,-78.00808,40.64061
371,S19S_0064-U,114,-78.00688,40.61507
372,S19S_0066-D,115,-106.643178,35.19845
373,S19S_0066-M,115,-106.643131,35.198511
374,S19S_0066-U,115,-106.643074,35.198601
375,S19S_0067-D,116,-85.35412,42.3921
376,S19S_0067-M,116,-85.354,42.39201
377,S19S_0067-U,116,-85.35402,42.39193
378,S19S_0068-U,117,-122.257915,44.207269
379,S19S_0069-D,118,-123.735151,39.362202
380,S19S_0069-M,118,-123.734753,39.362129
381,S19S_0069-U,118,-123.734848,39.362343
382,S19S_0070-D,119,-123.752414,39.339914
383,S19S_0070-M,119,-123.752441,39.339892
384,S19S_0070-U,119,-123.752011,39.339682
385,S19S_0071-D,120,-105.458575,40.012917
386,S19S_0071-M,120,-105.4589026,40.0128376
387,S19S_0071-U,120,-105.4588818,40.0129961
388,S19S_0072-D,121,-71.1848201,42.5235645
389,S19S_0072-M,121,-71.18851406,42.5235479
390,S19S_0072-U,121,-71.1854501,42.5233858
391,S19S_0073-D,122,-70.9164986,42.7688065
392,S19S_0073-M,122,-70.9167967,42.7694593
393,S19S_0074-D,123,-119.272998,46.376172
394,S19S_0074-M,123,-119.272953,46.376303
395,S19S_0074-U,123,-119.272955,46.376327
396,S19S_0075-D,124,-119.465555,46.694742
397,S19S_0075-M,124,-119.465591,46.694842
398,S19S_0075-U,124,-119.465706,46.694858
399,S19S_0076-D,125,-119.462605,46.679191
400,S19S_0076-M,125,-119.46257,46.679318
401,S19S_0076-U,125,-119.462645,46.679398
402,S19S_0077-D,126,-105.223141,40.66403
403,S19S_0077-M,126,-105.223622,40.664282
404,S19S_0077-U,126,-105.224786,40.664703
405,S19S_0080-D,127,-106.681374,34.950811
406,S19S_0080-M,127,-106.681271,34.950833
407,S19S_0080-U,127,-106.681382,34.950903
408,S19S_0081-U,128,-76.9259674,38.9603293
409,S19S_0082-D,129,-76.5465418,38.8748619
410,S19S_0082-M,129,-76.5464751,38.8748139
411,S19S_0082-U,129,-76.5464942,38.8749661
412,S19S_0083-D,130,-88.3227,40.31083
413,S19S_0083-M,130,-88.3227,40.31083
414,S19S_0083-U,130,-88.3227,40.31083
415,S19S_0084-D,131,-71.722778,43.954722
416,S19S_0084-M,131,-71.722778,43.954722
417,S19S_0084-U,131,-71.722778,43.954722
418,S19S_0085-D,132,-115.9902503,43.6479639
419,S19S_0085-M,132,-115.98908,43.64815
420,S19S_0085-U,132,-115.98891,43.64819
421,S19S_0086-D,133,-111.8064,40.7797
422,S19S_0086-M,133,-111.8054,40.7799
423,S19S_0086-U,133,-111.8054,40.7801
424,S19S_0087-D,134,-116.7743431,43.1233451
425,S19S_0087-M,134,-116.7744702,43.1233625
426,S19S_0087-U,134,-116.7745057,43.1231912
427,S19S_0089-D,135,-80.44539,37.21008
428,S19S_0089-M,135,-80.44529,37.21012
429,S19S_0089-U,135,-80.44513,37.21014
430,S19S_0090-D,136,-75.930606,37.291383
431,S19S_0090-M,136,-75.930615,37.291374
432,S19S_0090-U,136,-75.930807,37.291396
433,S19S_0097-D,137,-111.8865,41.720847
434,S19S_0097-M,137,-111.886477,41.720805
435,S19S_0097-U,137,-111.88642,41.720744
436,S19S_0098-D,138,-111.580533,41.950204
437,S19S_0098-M,138,-111.580451,41.950345
438,S19S_0098-U,138,-111.580465,41.950373
439,S19S_0099-D,139,-84.7119066,39.2385932
440,S19S_0099-M,139,-84.7121004,39.2386399
441,S19S_0099-U,139,-84.7123967,39.2386771
442,S19S_0100-D,140,-106.950961,38.92352
443,S19S_0100-M,140,-106.950743,38.922712
444,S19S_0100-U,140,-106.95145,38.922389
445,SSS001-1,141,-120.5731,46.0417
446,SSS001-2,141,-120.5731,46.0417
447,SSS001-3,141,-120.5731,46.0417
448,SSS002-1,142,-120.5476,46.0959
449,SSS002-2,142,-120.5476,46.0959
450,SSS002-3,142,-120.5476,46.0959
451,SSS003-1,143,-120.4811,46.2059
452,SSS003-2,143,-120.4811,46.2059
453,SSS003-3,143,-120.4811,46.2059
454,SSS004-1,144,-120.8161,46.6659
455,SSS004-2,144,-120.8161,46.6659
456,SSS004-3,144,-120.8161,46.6659
457,SSS005-1,145,-120.4612,46.5814
458,SSS005-2,145,-120.4612,46.5814
459,SSS005-3,145,-120.4612,46.5814
460,SSS006-1,146,-120.6206,46.6218
461,SSS006-2,146,-120.6206,46.6218
462,SSS006-3,146,-120.6206,46.6218
463,SSS007-1,147,-121.1237,46.6646
464,SSS007-2,147,-121.1237,46.6646
465,SSS007-3,147,-121.1237,46.6646
466,SSS008-1,148,-121.0893,46.6592
467,SSS008-2,148,-121.0893,46.6592
468,SSS008-3,148,-121.0893,46.6592
469,SSS009-1,149,-121.1511,46.6168
470,SSS009-2,149,-121.1511,46.6168
471,SSS009-3,149,-121.1511,46.6168
472,SSS010-1,150,-121.0675,46.8095
473,SSS010-2,150,-121.0675,46.8095
474,SSS010-3,150,-121.0675,46.8095
475,SSS011-1,151,-121.0672,46.8099
476,SSS011-2,151,-121.0672,46.8099
477,SSS011-3,151,-121.0672,46.8099
478,SSS012-1,152,-120.8178,46.7521
479,SSS012-2,152,-120.8178,46.7521
480,SSS012-3,152,-120.8178,46.7521
481,SSS013-1,153,-119.474,46.2554
482,SSS013-2,153,-119.474,46.2554
483,SSS013-3,153,-119.474,46.2554
484,SSS014-1,154,-119.9999,46.232
485,SSS014-2,154,-119.9999,46.232
486,SSS014-3,154,-119.9999,46.232
487,SSS015-1,155,-120.4704,46.5302
488,SSS015-2,155,-120.4704,46.5302
489,SSS015-3,155,-120.4704,46.5302
490,SSS016-1,156,-120.7135,46.7288
491,SSS016-3,156,-120.7135,46.7288
492,SSS017-1,157,-120.6553,46.6856
493,SSS017-2,157,-120.6553,46.6856
494,SSS017-3,157,-120.6553,46.6856
495,SSS018-1,158,-121.1357,47.0171
496,SSS018-2,158,-121.1357,47.0171
497,SSS018-3,158,-121.1357,47.0171
498,SSS019-1,159,-121.1285,47.0195
499,SSS019-2,159,-121.1285,47.0195
500,SSS019-3,159,-121.1285,47.0195
501,SSS020-1,160,-121.0983,46.9891
502,SSS020-2,160,-121.0983,46.9891
503,SSS020-3,160,-121.0983,46.9891
504,SSS021-1,161,-121.1082,47.3543
505,SSS021-2,161,-121.1082,47.3543
506,SSS021-3,161,-121.1082,47.3543
507,SSS022-1,162,-121.1073,47.4636
508,SSS022-2,162,-121.1073,47.4636
509,SSS022-3,162,-121.1073,47.4636
510,SSS023-1,163,-120.6423,46.8986
511,SSS023-2,163,-120.6423,46.8986
512,SSS023-3,163,-120.6423,46.8986
513,SSS024-1,164,-120.7125,46.8331
514,SSS024-2,164,-120.7125,46.8331
515,SSS024-3,164,-120.7125,46.8331
516,SSS025-1,165,-120.1377,46.2752
517,SSS025-2,165,-120.1377,46.2752
518,SSS025-3,165,-120.1377,46.2752
519,SSS026-1,166,-120.1991,46.3147
520,SSS026-2,166,-120.1991,46.3147
521,SSS026-3,166,-120.1991,46.3147
522,SSS027-1,167,-120.4197,46.2354
523,SSS027-2,167,-120.4197,46.2354
524,SSS027-3,167,-120.4197,46.2354
525,SSS028-1,168,-120.8717,46.2902
526,SSS028-2,168,-120.8717,46.2902
527,SSS028-3,168,-120.8717,46.2902
528,SSS029-1,169,-120.7891,46.3111
529,SSS029-2,169,-120.7891,46.3111
530,SSS029-3,169,-120.7891,46.3111
531,SSS030-1,170,-120.6704,46.3656
532,SSS030-2,170,-120.6704,46.3656
533,SSS030-3,170,-120.6704,46.3656
534,SSS031-1,171,-121.094,46.6674
535,SSS031-2,171,-121.094,46.6674
536,SSS031-3,171,-121.094,46.6674
537,SSS032-1,172,-121.2901,46.6399
538,SSS032-2,172,-121.2901,46.6399
539,SSS032-3,172,-121.2901,46.6399
540,SSS033-1,173,-121.2631,46.6382
541,SSS033-2,173,-121.2631,46.6382
542,SSS033-3,173,-121.2631,46.6382
543,SSS034-1,174,-121.0977,47.3966
544,SSS034-2,174,-121.0977,47.3966
545,SSS034-3,174,-121.0977,47.3966
546,SSS035-1,175,-121.104,47.3956
547,SSS035-2,175,-121.104,47.3956
548,SSS035-3,175,-121.104,47.3956
549,SSS036-1,176,-120.7743,46.8674
550,SSS036-2,176,-120.7743,46.8674
551,SSS036-3,176,-120.7743,46.8674
552,SSS037-1,177,-120.6496,46.0168
553,SSS037-2,177,-120.6496,46.0168
554,SSS037-3,177,-120.6496,46.0168
555,SSS038-1,178,-120.6364,46.029
556,SSS038-2,178,-120.6364,46.029
557,SSS038-3,178,-120.6364,46.029
558,SSS039-1,179,-120.6115,46.0284
559,SSS039-2,179,-120.6115,46.0284
560,SSS039-3,179,-120.6115,46.0284
561,SSS040-1,180,-120.9404,46.6833
562,SSS040-2,180,-120.9404,46.6833
563,SSS040-3,180,-120.9404,46.6833
564,SSS041-1,181,-120.8135,46.7239
565,SSS041-2,181,-120.8135,46.7239
566,SSS041-3,181,-120.8135,46.7239
567,SSS042-1,182,-120.8041,46.7298
568,SSS042-2,182,-120.8041,46.7298
569,SSS042-3,182,-120.8041,46.7298
570,SSS043-1,183,-121.2466,46.9006
571,SSS043-2,183,-121.2466,46.9006
572,SSS043-3,183,-121.2466,46.9006
573,SSS044-1,184,-121.158,46.9754
574,SSS044-2,184,-121.158,46.9754
575,SSS044-3,184,-121.158,46.9754
576,SSS045-1,185,-121.1579,46.976
577,SSS045-2,185,-121.1579,46.976
578,SSS045-3,185,-121.1579,46.976
579,SSS046-1,186,-120.8346,47.1683
580,SSS046-2,186,-120.8346,47.1683
581,SSS046-3,186,-120.8346,47.1683
582,SSS047-1,187,-120.9213,47.1857
583,SSS047-2,187,-120.9213,47.1857
584,SSS047-3,187,-120.9213,47.1857
585,SSS048-1,188,-120.7334,47.0822
586,SSS048-2,188,-120.7334,47.0822
587,SSS048-3,188,-120.7334,47.0822
