GL_id,lon,lat
100001,-67.9273612251888,47.1601807341963
100002,-68.00245860840239,46.8479089413589
100003,-67.8319392852936,46.773618705212
100004,-67.2980373631183,45.16871804642201
100005,-67.9355420528657,44.6060839858694
100006,-68.64374978346311,45.256259258665196
100007,-68.69766882392429,44.8272759861709
100008,-69.8848789021545,45.051554560727794
100009,-69.68144838532271,44.472690540832396
100010,-70.97708385752401,44.3895923669568
100011,-70.20643265476,44.0731455037739
100013,-69.97441868956311,43.9185313989811
100014,-70.3019546666636,43.72686082312221
100015,-70.78139538233259,43.8061260976806
100016,-70.8521447671865,43.4072254226754
100017,-70.74350563119759,43.31510446605329
100018,-71.102173613874,43.2522405658519
100019,-70.8894448682727,43.1802865918984
100020,-71.2312026375499,43.081607397733706
100021,-71.05944492033849,43.0980643490954
100022,-71.52717119303841,43.2078545481794
100023,-71.3479227542073,43.2227657814132
100024,-71.50186748794479,43.0229070828768
100025,-71.5141672809625,42.8933420741565
100026,-71.4705561493541,42.7933420568825
100027,-71.78958401075059,42.410425307199795
100028,-71.4022227837002,42.617786470357
100029,-71.3729172202754,42.639592030161204
100030,-71.63114276164109,42.3273972203301
100031,-71.4852783565722,42.426675319544394
100032,-71.4427783440557,42.4594531052564
100033,-71.4646272018635,42.2604393317899
100034,-71.29791719606979,42.6479253678507
100035,-71.0270868186612,42.572925361645204
100036,-71.010417091282,42.4729253423711
100037,-71.1354171316245,42.4645920046816
100038,-71.26055957697879,42.256258627444
100039,-71.1895838111063,42.3645919834075
100040,-71.2020838041406,42.177091946893796
100041,-71.1564535603651,42.160258426500896
100042,-70.99718100218679,42.219325311388204
100043,-70.9727784361677,42.03545482017461
100044,-71.16041711169309,41.9479252379324
100045,-71.8228774785052,42.2403833181305
100046,-71.71090296924051,42.2303806253029
100047,-71.5686511414705,42.022526308104894
100048,-71.514113888958,42.0398117445351
100049,-71.4685430861875,41.9732217250254
100050,-71.8354173025428,41.3827403281688
100051,-72.31039695184279,41.835384226620704
100052,-72.1645840927782,41.6812584888683
100053,-71.95218965820459,42.0230114781451
100054,-71.9019858950507,41.9770770293445
100056,-71.98541736295391,41.5950399657345
100057,-72.20717386030209,41.5732498469316
100058,-72.13152734604309,41.57392425598739
100059,-71.6274981483395,44.75616487428721
100060,-71.7206445840465,44.410068149651
100061,-71.8350039595086,44.514476639289796
100062,-72.0395311954313,44.4351188877237
100063,-72.039262193409,44.36562370097361
100064,-71.6274026293316,44.268683094952706
100065,-71.9851717969335,44.1566503266831
100066,-72.03958419843559,44.156258958650795
100067,-72.0643015914808,44.152248269318896
100068,-72.4181499337583,43.71424500807839
100069,-72.3147646132041,43.64652486547521
100070,-72.36028112497021,43.385577637884296
100071,-72.4395165485262,43.1268930844806
100072,-72.3903664594595,43.131753189882794
100073,-72.4354175961871,43.0812587467048
100074,-72.2938637704748,42.9182575072181
100075,-72.4862005313888,42.785924554268796
100076,-71.98869012522471,42.6553735024669
100077,-72.08157968491041,42.681750360649296
100078,-72.11459908164241,42.685298774943
100079,-72.03944798442441,42.5894439820119
100080,-72.43513385216359,42.597944772715294
100081,-72.7144041142705,42.67259293189171
100082,-72.7142485272576,42.6480155628581
100083,-72.72499321714659,42.6398265461806
100084,-72.6941338755933,42.543871143241205
100085,-72.6516942360818,42.53549570554821
100086,-72.6690703995196,42.7141406703294
100087,-72.66875098349308,42.7020920013325
100088,-72.58087769822251,42.5854816136841
100090,-72.50600388402741,42.3601664020414
100091,-72.6650917081903,42.3189869846342
100092,-72.02673121937221,42.4273082035967
100093,-72.1609134014745,42.3553773466451
100094,-72.51397653468709,42.160657633534
100095,-72.56830826818249,42.0936599709905
100097,-72.6989819599945,42.1067687900752
100098,-72.6062509213219,41.9895918673799
100099,-72.7060986225833,41.9603937169641
100100,-72.54375089615058,41.9187585235192
100101,-72.5644702328649,41.9107459038562
100102,-73.0186971234478,41.9648633753339
100103,-73.0336993036891,41.968812193660604
100105,-72.88676866253199,41.7559409060476
100106,-72.9002260036455,41.6729251311788
100107,-72.7608503061135,41.910369040825
100108,-72.58541756959809,41.7854251624871
100109,-72.7059297715693,41.5201065565345
100110,-72.6112037747317,41.561218382936104
100111,-72.427222820509,41.6142080703205
100112,-72.4480722572341,41.5521817841885
100113,-72.86436374367821,41.531016736437294
100114,-72.83548884328908,41.4474256615209
100115,-72.8394470896166,41.3688163220167
100116,-72.9272546548818,41.469082285312794
100118,-72.9101516654667,41.4270374778339
100119,-72.9021927058082,41.42265934747171
100120,-73.389607416137,42.1939738852906
100121,-73.2349983793446,42.1728605335437
100122,-73.2640012327444,42.1295436029596
100123,-73.2727681734697,42.094338420046704
100124,-73.2855168995246,42.0481767602272
100125,-73.2983984445904,42.043579062846796
100126,-73.3107955946161,42.0484651792511
100127,-73.32595024487009,42.053156127639205
100128,-73.5604178792699,41.6645917734893
100129,-73.4479178379617,41.5937584306285
100130,-73.3986001478811,41.4504455217707
100131,-73.3268764509467,41.5516076801409
100133,-73.2222922822933,41.4851947546459
100134,-73.16851154784351,41.385425065391004
100135,-73.05629248755841,41.6149482873818
100136,-73.0648595042673,41.4433433661831
100137,-73.2270844096898,41.1729250228086
100138,-73.39373800347879,41.2940543198309
100139,-73.3808641474137,41.18188066954961
100140,-73.4192878415928,41.1637157600466
100141,-73.42708447223791,41.1395916760506
100142,-73.44317737256941,41.151215796012394
100143,-73.54813953325409,41.0652767639017
100144,-73.2269509286788,40.848018784925706
100145,-72.6854175528721,40.914591656434
100146,-72.90675292318551,40.831160530530894
100147,-72.99371973538109,40.7670510372265
100148,-73.1434502737699,40.7477270426276
100149,-73.31400926188209,40.7042742850323
100150,-73.33176970135159,40.7065083692171
100151,-73.35202231702729,40.6816288101586
100153,-74.0606641226605,44.04811545770289
100154,-74.0473410065582,44.0160862190528
100155,-74.0891055590138,43.9606475064658
100156,-74.3270343717001,43.9726845154617
100159,-74.1309993244801,43.9640642007485
100161,-74.0147147538586,43.888667751510106
100162,-73.84429075175771,43.318968721373
100163,-73.8354180710236,43.3062587413214
100164,-73.4315026816035,43.10147389437739
100166,-73.2142040396241,42.743912256792704
100167,-73.33936207997981,42.764121158464796
100168,-73.3770845641009,42.9395920219833
100169,-73.38205765951241,42.9523086860355
100170,-73.39066895122491,42.9514753379665
100171,-73.6729179845782,42.785425316227496
100172,-75.1572416943918,43.0939814067575
100173,-74.8606951148554,43.3935899755472
100174,-74.8190399134088,42.977580074126394
100175,-74.7812917572855,43.0145551501857
100176,-74.697457501349,43.1771680276404
100177,-74.72696906979091,43.00619120049371
100178,-74.68942713068459,43.0028206722149
100179,-74.67239945227571,43.0104814978487
100180,-74.6276444405727,42.967858753322
100181,-74.6601453092618,42.9281368130355
100182,-74.6518059705718,42.8481850494202
100183,-74.614523232487,42.7977648142485
100184,-74.6020655764563,42.84796040340171
100185,-74.5813176357396,42.8438774120638
100186,-74.5979182931131,42.8729252994672
