RA_SO,RA_dm,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,pre_mm_cyr,pre_mm_cdi,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,ppd_pk_cav,Temp_water,pH,DO_mgL,DOSAT,RA_ms_av,RA_ms_di
2,0.64154,627,0,109,138,29,12,80,278,974,50,78,35,4,0,0,0,51.661,11.1166666667,7.65,NaN,95.2893333333,0.48145066421828825,1.0189462408783558
4,1.43971,624,0,328,175,51,9,79,276,989,49,98,35,4,0,0,0,31.480999999999998,13.416666666700001,7.983333333330001,NaN,102.56299999999999,0.615913394575815,1.3326108389802656
5,2.85934,592,197,144,46,28,8,87,276,941,38,88,14,3,0,0,0,1196.124,12.565,7.36125,NaN,89.5043333333,0.9465130377511002,1.4208529174026288
4,1.8709200000000001,873,79,31,131,12,13,79,277,1063,42,63,25,7,0,0,0,43.516000000000005,12.854000000000001,7.9,NaN,89.035,0.5081346631610545,1.5419009029949156
3,1.04645,945,0,362,489,44,14,53,275,1278,43,100,0,0,0,0,0,1.237,11.8866666667,6.27666666667,NaN,93.795,0.6826807675785315,1.1305972958489998
2,0.43443699999999996,783,0,260,227,45,106,75,274,1067,41,90,35,8,0,0,0,13.465,15.6625,8.09,NaN,110.6085,0.40530010853799514,1.0877352065460384
5,2.43446,799,69,165,135,32,19,80,275,1049,38,92,32,5,0,0,0,23.784000000000002,20.6,8.14,NaN,NaN,0.5962323812190796,1.6311023989545417
3,0.844102,863,0,43,347,25,34,65,273,1169,39,100,0,1,0,0,0,29.688000000000002,12.6366666667,6.126666666669999,NaN,100.904,0.5402847339985014,1.127341562487676
2,0.339627,804,0,75,251,30,210,72,274,1099,38,74,24,4,0,0,0,16.467,14.653333333299999,7.87,NaN,101.74133333299999,0.47446869391046487,1.1487136799937567
1,0.29467,796,0,101,362,32,223,66,272,1141,37,96,11,2,0,0,0,13.668,13.51,7.85666666667,NaN,105.329333333,0.5267859893410555,1.2615138165798958
1,0.262813,783,0,64,319,34,255,69,272,1119,37,100,11,2,0,0,0,46.093999999999994,15.1366666667,7.88333333333,NaN,107.199666667,0.4564988242925484,1.108408335360415
3,0.833779,746,184,96,156,33,88,79,274,1043,37,90,44,19,0,0,0,19.473,15.84,7.926666666669999,NaN,105.151333333,0.5042290692867818,1.1566345511780978
3,0.656238,730,0,115,177,31,85,78,273,1037,39,64,47,18,0,0,0,133.607,20.305,7.9,NaN,106.95975,0.42377100481735763,1.1645108675036981
2,0.425529,690,0,175,282,32,14,74,270,1046,40,94,44,7,0,0,0,12.068,22.065,7.87,NaN,112.617,0.39829188530573073,1.1397010224549264
1,0.17642,672,0,224,367,46,103,69,268,1062,41,88,27,6,0,0,0,39.661,12.8,7.585,NaN,75.1255,0.19907340379325322,0.5682640799189229
2,0.425529,690,0,175,282,32,14,74,270,1046,40,94,44,7,0,0,0,12.068,20.7733333333,7.7866666666699995,NaN,101.87799999999999,0.39829188530573073,1.1397010224549264
1,0.151702,679,0,212,269,35,0,74,271,1042,39,84,42,11,0,0,0,12.280999999999999,16.455,7.6,NaN,67.7625,0.052992597993912205,0.1475313928150516
3,0.669482,691,0,84,218,20,18,76,272,1033,39,100,46,8,0,0,0,7.849,13.0725,7.78606382979,NaN,94.0825639535,0.40296185354705855,1.1537542849396072
2,0.590133,677,0,103,231,27,151,76,271,1034,38,87,37,13,0,0,0,13.617,25.6766666667,8.13666666667,NaN,110.98833333299999,0.41799913603152555,1.1753700613168994
5,2.75944,687,57,166,143,30,11,79,274,1020,35,45,38,14,0,0,0,176.005,15.49,7.693333333330001,NaN,100.71566666700001,0.6231046274587638,1.687192719123053
2,0.720489,655,0,149,270,46,0,78,267,987,40,100,8,7,0,0,0,51.756,13.7033333333,7.063333333330001,NaN,98.10600000000001,0.35659601611103975,1.167920501168209
2,0.553721,626,0,251,259,64,63,75,268,998,38,100,10,7,0,0,0,175.149,17.44,7.85,NaN,103.223666667,0.3766861674996229,1.074980423334906
3,0.7455930000000001,608,0,258,311,65,44,73,269,1015,38,93,21,3,0,0,0,32.37,18.4075,7.955,NaN,99.6305,0.43131550352273124,1.1870377510603245
3,0.662181,642,0,386,381,71,101,69,267,1031,41,45,21,16,0,0,0,26.671999999999997,15.396666666700002,7.86666666667,NaN,97.60066666670001,0.3867806505421184,1.1629482902418682
5,1.98438,613,106,253,260,50,31,75,272,1020,37,90,13,7,0,0,0,41.711999999999996,11.520740740699999,7.793333333330001,NaN,97.8920833333,0.4674755480936299,1.6486539249946313
2,0.300809,586,0,123,104,17,55,84,277,957,34,93,2,2,0,0,0,614.754,12.1184246575,7.864794520549999,NaN,99.05834265729999,0.3897784247129225,0.9666289287832229
2,0.300809,586,0,123,104,17,55,84,277,957,34,93,2,2,0,0,0,614.754,23.0,8.49,NaN,99.955,0.3897784247129225,0.9666289287832229
6,3.2444,589,82,137,66,20,56,86,276,947,38,29,12,3,0,0,0,848.885,13.3981818182,7.56534161491,NaN,95.95322516559999,0.6151578492962386,1.7962045735967374
6,3.84865,595,144,112,34,22,5,88,276,936,37,57,13,3,0,0,0,2609.945,13.035971222999999,7.44130434783,NaN,98.703125,0.8749037111090803,1.6980865322383603
2,0.349581,595,0,155,74,22,109,86,275,948,35,45,5,1,0,0,0,1255.5430000000001,16.48,7.9425,NaN,89.3695,0.38991845811712383,0.967136150234742
2,0.5220819999999999,620,0,47,48,9,37,88,274,955,37,76,10,5,1,0,0,89.682,12.13,7.733333333330001,NaN,99.0216666667,0.4013276306266577,1.0573358344217574
3,0.8004720000000001,697,0,328,242,53,29,78,267,1032,36,100,5,5,0,0,0,31.026,16.25,7.608,NaN,98.28425,0.5496860114387434,1.086268563234494
3,1.2338200000000001,674,0,124,69,21,44,88,271,994,36,97,21,7,1,0,0,91.77,20.0,8.32,NaN,101.088,0.5944189069972605,1.2625404342913744
3,0.6467609999999999,704,0,94,69,22,30,88,269,1024,36,100,13,2,1,0,0,72.744,10.104,7.574,NaN,100.21533333299999,0.4822995799900336,1.0865088324129726
3,0.9111819999999999,658,0,77,218,43,53,79,268,1008,38,94,10,4,0,0,0,49.505,18.795,7.6775,NaN,106.65,0.3820066403351645,1.3052080913158506
1,0.29872,634,0,298,461,50,192,66,266,1058,39,97,11,3,0,0,0,12.225999999999999,15.423333333299999,7.52666666667,NaN,97.5606666667,0.45136194663786067,1.3677788427891127
3,0.7609,705,0,982,457,153,73,70,261,1154,41,88,0,0,0,0,0,31.932,9.3201754386,6.898464912280001,NaN,100.96202531600001,0.3818528566440141,1.2221655161298988
3,0.808423,706,0,827,435,138,44,71,262,1149,40,78,0,0,0,0,0,21.489,9.32272727273,7.078909090910001,NaN,97.9593148148,0.38468310674933043,1.2455169729489284
2,0.591571,652,0,348,168,51,12,92,258,1166,38,100,9,1,1,0,0,131.191,20.5,8.0,NaN,NaN,0.6661978889759114,0.8634275271595693
4,1.48035,768,0,118,88,20,12,95,262,1110,36,100,15,6,2,0,0,79.189,12.5303571429,7.9328571428600005,NaN,107.508923077,0.824770404889882,1.1238499876775305
6,4.3406400000000005,759,147,265,53,31,0,96,262,1082,34,58,4,3,0,0,0,463.599,14.410447761199999,7.38125,NaN,86.829787234,0.885661794433008,1.7790408676437646
2,0.45714,761,0,194,60,17,87,95,260,1081,33,55,7,7,0,0,0,2283.45,17.1,7.32,NaN,NaN,0.5165365203466165,0.9598757243817384
2,0.45714,761,0,194,60,17,87,95,260,1081,33,55,7,7,0,0,0,2283.45,11.8429166667,7.74958333333,NaN,99.1253333333,0.5165365203466165,0.9598757243817384
3,0.809756,760,0,59,92,21,58,92,262,1076,32,100,8,3,0,0,0,132.715,16.6766666667,8.09,NaN,104.19266666700001,0.5672807721675117,1.0368659083344753
3,1.02793,763,0,90,62,27,15,96,260,1082,32,100,8,7,0,0,0,490.12800000000004,17.2,7.76,NaN,NaN,0.6091681212482439,1.117437949678573
3,0.630356,774,0,69,100,23,31,96,259,1105,28,100,10,11,0,0,0,238.985,16.23,7.76333333333,NaN,91.4766666667,0.6112792350938522,0.9419472235628659
3,0.682751,769,0,45,85,19,12,97,260,1102,29,100,8,7,0,0,0,282.082,15.2,7.63,NaN,88.726,0.622663454819526,0.956079462638494
2,0.30456500000000003,748,0,349,221,71,105,95,259,1181,31,100,4,0,0,0,0,293.034,12.653333333299999,7.67,NaN,97.2883333333,0.5461010922021844,0.7231543874852456
3,0.5646899999999999,764,0,258,75,65,49,104,258,1174,29,87,0,0,1,0,0,934.8969999999999,13.736666666700001,7.56666666667,NaN,95.3046666667,0.6615182742856188,0.8662838803500238
2,0.328059,828,0,446,241,90,58,89,255,1201,27,100,3,0,1,0,0,64.34899999999999,12.6933333333,7.14333333333,NaN,92.0073333333,0.5860323184686872,0.7892364241625632
2,0.368726,757,0,279,97,51,30,109,253,1213,28,56,1,1,0,0,0,1756.781,10.4942857143,7.70714285714,NaN,88.9425,0.9487222315015867,0.9938199432102889
2,0.368726,757,0,279,97,51,30,109,253,1213,28,56,1,1,0,0,0,1756.781,13.1346153846,7.72923076923,NaN,89.21084615379999,0.9487222315015867,0.9938199432102889
3,0.515318,687,0,99,88,23,31,104,251,1231,47,100,5,0,0,0,0,429.529,21.05,7.055,NaN,54.876999999999995,0.7509166230179516,0.7932955573544117
3,0.5766060000000001,687,0,210,97,27,8,105,252,1241,46,76,1,0,0,0,0,730.693,20.4,7.44,NaN,82.38799999999999,0.8578715511245073,0.8803044856835724
2,0.321208,680,0,402,292,73,21,88,252,1267,39,88,1,0,0,0,0,120.37899999999999,20.0,7.1,NaN,68.436,0.7997811673678863,0.9697672298133407
3,0.735266,695,58,283,176,44,120,97,253,1273,39,18,0,0,1,0,0,738.095,22.1,8.0,NaN,96.79299999999999,0.761022831878905,0.8748061325975426
1,0.20438900000000002,694,0,276,193,48,89,96,252,1275,42,77,0,0,0,0,0,322.64799999999997,17.9,7.8,NaN,100.759,0.807581106205925,0.8968573136871076
2,0.39371799999999996,694,0,126,108,23,49,102,252,1258,42,50,0,0,0,0,0,1093.855,21.3,7.9,NaN,120.913,0.7540009068162354,0.8169742564946514
3,0.563746,698,0,36,59,10,15,106,253,1240,40,100,0,0,1,0,0,485.065,20.5,7.5,NaN,77.403,0.7408709948052169,0.7908697236510936
4,1.07348,703,75,97,66,18,4,106,255,1239,38,98,0,0,2,0,0,370.111,12.827586206900001,7.340344827589999,NaN,73.6448965517,0.8934123546842946,0.9334852974697972
3,0.603453,704,303,217,144,51,89,100,254,1253,36,35,0,0,1,0,0,967.273,16.0,7.7,NaN,95.676,0.7696166072247336,0.7833103053540823
2,0.399742,712,271,440,257,68,131,92,256,1244,35,100,0,0,0,0,0,24.311,21.7,7.7,NaN,88.274,0.6391286546008941,0.7423213019583299
3,0.729312,709,479,73,78,30,14,104,255,1228,37,0,0,0,1,0,0,1579.013,17.1,7.22,NaN,86.45,0.7868455972762725,0.8025365185903599
4,0.8898719999999999,708,395,68,69,12,23,105,255,1228,37,14,0,0,1,0,0,1192.423,17.6,7.4,NaN,95.788,0.844422016924152,0.8581631860880369
5,1.4212200000000001,709,148,167,73,22,30,108,256,1239,38,90,0,0,0,0,0,1318.779,14.025641025599999,7.7497435897399995,NaN,96.7565789474,0.9755419677598665,0.9733465370584031
2,0.306935,731,0,192,89,27,37,107,255,1228,37,0,0,0,1,0,0,556.429,17.4,7.3,NaN,94.443,0.716685188927056,0.7368912911699332
2,0.306935,731,0,192,89,27,37,107,255,1228,37,0,0,0,1,0,0,556.429,11.6935483871,7.96451612903,NaN,106.39810344799999,0.716685188927056,0.7368912911699332
1,0.217533,725,0,169,112,21,80,105,255,1242,38,0,0,0,2,0,0,921.443,19.8,7.9,NaN,105.943,0.6789364827193428,0.7044153352717245
3,0.5580350000000001,723,0,72,19,12,14,116,255,1178,33,17,0,0,0,0,0,3205.268,16.8,7.5,NaN,74.685,0.7772379430989909,0.7879841204563818
2,0.32708000000000004,695,0,32,14,8,16,117,253,1187,38,11,0,0,3,0,0,4656.594,18.6,7.6,NaN,80.306,0.7752257638860253,0.7404702015233541
2,0.359664,692,0,63,38,12,17,112,253,1220,42,31,0,0,1,0,0,1333.5339999999999,16.8,7.38,NaN,65.98899999999999,0.7071733928785465,0.6951874031687405
2,0.512126,675,0,341,201,55,61,95,251,1243,42,100,14,0,1,0,0,179.97400000000002,17.2,7.8,NaN,93.788,0.7500071100349002,0.9167882144061497
1,0.24563200000000002,671,0,290,242,43,119,93,251,1245,40,100,18,0,3,0,0,117.402,14.6,7.5,NaN,94.79899999999999,0.8448147683276531,1.152810095295106
2,0.289707,661,0,222,126,34,21,101,251,1205,41,85,34,2,1,0,0,82.93799999999999,16.4,7.7,NaN,97.515,0.5354045697911168,0.7948118543096298
3,0.774774,651,1041,120,61,21,23,107,252,1188,45,93,44,1,1,0,0,105.76799999999999,18.7,8.08,NaN,117.698,0.7178959925910811,0.9524071138179478
2,0.35018,633,0,83,55,15,21,109,251,1175,48,77,42,3,2,0,0,276.223,12.325,7.8078571428600005,NaN,108.175307692,0.6058079442341207,0.8732197584279792
4,0.969835,650,667,107,39,15,9,109,251,1178,50,31,41,4,2,0,0,161.58,18.9,7.15,NaN,94.97399999999999,0.7651239828900397,1.017753192036793
2,0.34275,689,0,263,238,34,44,92,251,1271,41,98,6,0,1,0,0,238.50900000000001,18.4,7.45,NaN,99.5965,0.9518899359359932,1.1175397893812238
2,0.31698899999999997,679,0,265,126,50,106,100,251,1231,44,98,23,2,1,0,0,76.541,15.6,7.27,NaN,100.065,0.6437423634142084,0.8231803106999477
3,0.648221,676,0,89,45,16,17,106,252,1196,48,97,28,2,1,0,0,59.151,24.2,8.1,NaN,131.07299999999998,0.7308572882218266,0.8825998473670824
4,0.878927,665,0,109,38,17,19,107,252,1185,50,80,25,2,2,0,0,911.465,20.1,7.39,NaN,100.36399999999999,0.7948409873027175,0.9374629168149995
2,0.481353,613,0,19,27,6,7,114,246,1154,50,33,23,0,5,0,0,164.326,20.0,6.45,NaN,79.107,0.6998928832111022,0.8079576082938096
2,0.45363400000000004,606,0,157,62,21,21,111,249,1169,52,69,9,0,1,0,0,315.133,13.2620689655,7.77034482759,NaN,108.273178571,0.6739065520438794,0.9281931194895411
1,0.162415,622,0,119,44,14,23,112,248,1170,52,95,16,0,2,0,0,438.4,17.5,6.4,NaN,88.302,0.4280977223749991,0.5260522859692787
2,0.44323,622,0,49,32,15,16,111,250,1166,52,95,20,2,2,0,0,185.269,19.8,7.41,NaN,120.109,0.6206134773713319,0.8157176531321051
5,1.46957,666,222,81,25,12,16,110,251,1176,51,46,6,1,2,0,0,982.258,14.2026865672,7.44925373134,NaN,99.180984127,0.8878999832033495,1.1020883835608484
2,0.318457,675,0,17,24,5,11,111,251,1195,47,44,0,0,0,0,0,1912.105,16.95,7.15,NaN,76.215,0.6927542845553188,0.6826133252205658
1,0.142544,687,0,403,114,47,140,105,251,1252,44,27,0,0,1,0,0,476.17699999999996,10.146,7.364,NaN,97.5156,0.31616,0.31744000000000006
2,0.322948,678,0,171,49,29,19,109,251,1207,48,0,0,0,0,0,0,1670.898,16.14,7.155,NaN,91.9715,0.6982448519011014,0.6961257476464696
3,0.43333299999999997,674,0,178,44,27,7,109,251,1198,48,10,0,0,0,0,0,1179.888,6.55,7.105,NaN,96.5655,0.7346553192925042,0.7248149304003352
3,0.43333299999999997,674,0,178,44,27,7,109,251,1198,48,10,0,0,0,0,0,1179.888,14.1448,7.371760000000001,NaN,90.9315614035,0.7346553192925042,0.7248149304003352
5,1.55295,666,205,33,17,9,17,111,250,1178,50,61,3,1,2,0,0,899.65,13.215053763399998,7.2826086956500005,NaN,89.0,0.9092489806603875,1.1089555358883738
2,0.32109,642,0,64,34,12,14,114,246,1165,41,70,29,1,5,0,0,109.999,18.2,6.29,NaN,88.182,0.6294748531517578,0.6721412081007627
3,0.537546,654,252,4,19,6,26,115,242,1173,35,100,14,2,2,0,0,143.774,15.0,6.5,NaN,89.86200000000001,0.7481316273428025,0.7507401755552948
4,0.650885,639,0,31,18,7,14,115,241,1163,34,12,0,0,1,0,0,731.923,12.668484848499999,5.016564417180001,NaN,89.91904411760001,0.7950166169193529,0.7827443589931669
2,0.39662,636,0,21,13,6,19,116,240,1159,34,22,0,0,1,0,0,873.27,18.7,4.8,NaN,79.297,0.6736900940879564,0.7439808267206407
1,0.150394,640,0,36,19,8,35,115,239,1167,36,8,0,0,1,0,0,878.74,18.9,6.5,NaN,62.338,0.4779017302853823,0.5458387409632063
2,0.31964499999999996,627,0,21,24,5,6,118,239,1127,40,100,12,0,2,0,0,19.279,19.5,4.3,NaN,76.747,0.5984354268870021,0.754708887057187
3,0.508262,624,0,37,24,6,8,118,238,1122,38,100,0,0,1,0,0,1.008,18.1,4.3,NaN,63.592,0.7233047339999212,0.8260083126393287
2,0.24529499999999999,622,0,24,17,7,10,118,237,1118,38,100,1,0,1,0,0,2.835,16.7,4.6,NaN,39.065,0.617796191324616,0.7657621927035981
3,0.5919949999999999,620,0,30,18,4,12,119,237,1114,38,100,1,0,1,0,0,1.3359999999999999,12.6541666667,4.2813559322,NaN,83.6507936508,0.7605671088188009,0.8469749090189814
1,0.18775799999999998,631,0,35,49,4,10,120,244,1133,37,86,6,0,3,0,0,657.1010000000001,12.9567307692,5.8934615384599995,NaN,74.1458163265,0.5148821438390192,0.7488098625855525
1,0.176972,628,0,21,46,5,13,121,245,1127,36,79,9,0,4,0,0,871.6460000000001,18.04,5.66,NaN,53.08,0.3628841712955945,0.5296147364854622
2,0.361272,626,0,14,39,4,6,120,243,1126,35,88,11,0,4,0,0,186.143,17.62,5.64,NaN,82.786,0.6305963484433124,0.8627986984242857
1,0.184997,625,0,22,42,4,14,120,244,1124,35,100,10,0,3,0,0,544.049,14.81,5.92,NaN,83.10600000000001,0.46780849177145806,0.6668016561817052
2,0.46762600000000004,621,0,9,32,3,14,121,243,1119,35,100,11,0,5,0,0,21.151999999999997,15.3,5.44,NaN,89.852,0.6255032285565431,0.8345305568273313
3,0.569569,616,0,18,27,3,12,121,242,1115,34,92,14,0,4,0,0,57.788999999999994,14.905,5.86,NaN,88.1965,0.6948265492840598,0.8789477650243621
1,0.156662,622,0,20,43,5,15,121,245,1120,34,97,12,0,3,0,0,138.002,18.29,5.66,NaN,79.381,0.32049366889201536,0.46851828715146315
2,0.311131,616,0,19,31,5,20,121,242,1115,33,100,10,0,6,0,0,72.461,20.18,5.29,NaN,84.024,0.5915473376894202,0.788266370082024
3,0.666941,611,0,23,20,4,5,121,240,1110,34,95,4,0,1,0,0,46.599,20.714000000000002,5.348,NaN,80.6978,0.7404963169285417,0.8918953017789382
3,0.677822,603,0,16,25,6,8,123,244,1098,33,35,22,1,11,0,0,137.036,14.1087248322,6.176174496640001,NaN,84.4790641026,0.6433732554686727,0.9470871080502404
1,0.162192,619,0,18,41,5,18,123,247,1107,32,62,46,1,11,0,0,22.607,17.6,6.07,NaN,81.473,0.3140939597315436,0.49530201342281877
1,0.188918,599,0,23,27,7,16,123,242,1099,33,7,24,1,10,0,0,829.836,17.9,6.58,NaN,54.078,0.5963894476342109,0.8080544524865315
2,0.459129,598,0,19,22,11,20,124,244,1087,31,77,48,1,12,0,0,41.9,20.5,6.7,NaN,78.344,0.5623227828217151,0.8426888096175489
3,1.13873,650,0,493,458,115,40,68,260,1132,43,100,3,0,0,0,0,20.312,20.45,8.0,NaN,103.802,0.545453792543698,1.2130259599895648
4,1.41478,653,0,541,458,106,23,70,259,1092,41,92,7,9,0,0,0,109.876,18.2,7.65,NaN,107.2725,0.43182075151697885,1.4357592432065729
4,1.47445,622,711,541,435,94,48,71,258,1089,36,96,3,5,0,0,0,6.968999999999999,10.9,7.15,NaN,73.4695,0.45297755709593435,1.4725569677728831
2,0.68582,613,0,505,373,109,51,75,258,1093,37,100,1,2,0,0,0,18.096,18.3,7.425,NaN,113.4775,0.4212895499992786,1.101845305939894
3,0.868193,631,0,554,335,97,87,77,259,1092,40,100,20,15,0,0,0,53.077,17.9,9.0,NaN,132.9185,0.49664574767366376,1.1364506517070898
3,0.596032,621,0,370,294,73,151,80,259,1068,38,100,1,4,0,0,0,20.843000000000004,19.0,8.05,NaN,109.5815,0.436207909347583,1.0401152104295757
3,0.5145930000000001,578,0,297,432,50,48,72,257,1098,39,100,19,4,0,0,0,13.82,17.51,8.065,NaN,117.50299999999999,0.41149320058743866,1.0444679674238522
3,0.651517,601,0,338,384,47,85,75,254,1068,37,100,5,1,0,0,0,41.006,19.1,7.815,NaN,115.3455,0.49002321723139847,1.0766073968537222
4,1.15028,606,0,370,345,64,0,78,255,1051,35,100,1,0,0,0,0,319.236,22.0,9.05,NaN,138.35299999999998,0.5303153277286815,1.2422847953370908
3,0.56952,591,0,287,455,46,43,74,254,1114,38,100,4,1,0,0,0,23.574,16.8,7.64,NaN,112.9275,0.5393173559479197,1.0113927529134343
4,1.00476,605,973,287,381,34,171,76,255,1066,37,100,1,0,0,0,0,68.639,16.74,6.895,NaN,58.5705,0.5967080451681712,1.146741580446184
2,0.329959,626,0,350,355,46,196,79,260,1109,41,100,2,3,0,0,0,28.24,17.75,7.3,NaN,102.42399999999999,0.4606688413556114,0.9174246655259629
2,0.622595,614,246,402,340,57,108,80,258,1095,39,100,0,0,0,0,0,16.98,19.505,7.1,NaN,87.985,0.5644059959568153,1.0390231837928512
3,0.971635,630,301,423,309,63,99,83,261,1114,41,100,0,1,0,0,0,20.721999999999998,14.495,7.1,NaN,103.4935,0.603989212571093,1.115270620277162
6,2.75907,629,356,370,238,58,10,88,261,1107,40,72,4,0,0,0,0,306.257,11.092903225799999,7.2603225806500005,NaN,103.564321429,0.6740292974893939,1.6009641135511516
1,0.330899,714,0,557,778,110,146,53,254,1353,40,100,0,1,0,0,0,2.781,14.59,5.825,NaN,91.75,0.6066508974537359,1.451430161601304
1,0.178215,707,0,518,864,134,255,46,253,1388,40,100,0,0,0,0,0,1.6569999999999998,4.965697674419999,5.939709302330001,NaN,101.193333333,0.20693944189521676,0.5652714228611447
2,0.535936,698,0,521,650,101,89,60,257,1272,42,90,0,1,0,0,0,0.536,14.665,6.85,NaN,88.85,0.41897266148544454,1.0241797677882412
2,0.647692,695,0,459,600,83,62,64,259,1255,42,100,1,1,0,0,0,3.105,9.33772727273,6.44714285714,NaN,101.735954545,0.4870424200912702,1.1034888116520454
4,1.03627,657,329,399,257,60,27,88,263,1122,42,100,7,1,0,0,0,42.402,17.8,7.55,NaN,119.0795,0.6691149059701611,1.1171744251528826
1,0.16547,615,0,352,326,47,355,82,260,1119,42,100,1,0,0,0,0,79.032,13.64,7.4,NaN,116.0265,0.27337271636148724,0.47775136621269443
2,0.350966,611,0,226,271,49,276,85,260,1106,40,82,3,0,0,0,0,108.641,13.57,6.95,NaN,102.00299999999999,0.5084610755124438,0.8952278118030232
1,0.168297,617,0,337,264,34,180,86,261,1120,41,100,5,0,0,0,0,118.986,17.38,8.25,NaN,97.7845,0.3391283638961658,0.5534651107406526
2,0.34879299999999996,608,0,194,311,44,259,83,260,1114,40,100,1,0,0,0,0,87.62,20.41,7.1,NaN,98.48,0.5158340344741005,0.8924677658791864
1,0.24020999999999998,608,0,177,355,35,255,80,257,1129,40,100,1,0,0,0,0,83.399,17.37,7.165,NaN,96.398,0.5678636085387931,0.9384076375050469
1,0.194186,613,0,272,317,47,269,83,256,1140,38,100,0,0,0,0,0,99.241,14.55,6.865,NaN,104.0615,0.51211795022344,0.811125246001457
2,0.395014,618,0,362,303,51,163,84,255,1144,37,100,0,0,0,0,0,191.222,16.8,7.0,NaN,103.8875,0.5797396257119609,0.9469807044054401
2,0.48078999999999994,620,0,222,230,62,285,88,257,1138,35,100,1,0,0,0,0,57.138000000000005,16.715,6.9,NaN,109.971,0.5458748697116285,0.8869631450944757
2,0.51436,615,0,431,235,73,28,88,258,1134,38,100,2,0,0,0,0,2.8310000000000004,16.655,8.05,NaN,111.6672,0.6736423977714345,1.0083141314440969
2,0.51436,615,0,431,235,73,28,88,258,1134,38,100,2,0,0,0,0,2.8310000000000004,20.4,8.1,NaN,103.322,0.6736423977714345,1.0083141314440969
2,0.510525,611,0,264,322,47,64,83,255,1133,35,100,0,0,0,0,0,46.946000000000005,13.83,7.12,NaN,102.74600000000001,0.5448467532586556,0.963219407358868
4,1.0595700000000001,623,0,394,169,63,65,94,255,1160,35,100,3,0,0,0,0,559.956,17.1,7.6,NaN,92.568,0.6743524717489591,1.1188752189858906
2,0.28775100000000003,620,0,303,268,45,159,87,255,1154,35,100,1,0,0,0,0,121.72,14.485,7.225,NaN,97.866,0.5366655287663837,0.8693028905313467
3,0.44120699999999996,640,0,136,186,29,59,91,258,1171,38,100,47,1,1,0,0,64.433,19.2,7.9,NaN,92.63799999999999,0.5973236062812788,0.7949770713254127
3,0.686403,641,0,237,177,38,31,92,255,1168,38,100,16,0,1,0,0,50.592,15.2,8.02,NaN,99.221,0.7050314309755977,0.9669562276229602
6,3.03025,635,261,315,119,73,11,102,253,1163,39,66,17,0,2,0,0,1001.095,22.05,7.9,NaN,102.09899999999999,0.8224077848642252,1.5544466399742531
1,0.152422,562,0,214,579,24,0,68,253,1169,41,100,3,0,0,0,0,47.295,17.8,7.07,NaN,103.7415,0.11796606837116713,0.23920897197486665
2,0.322349,584,0,125,583,19,65,69,252,1205,40,100,1,1,0,0,0,33.327,16.35,7.195,NaN,104.4085,0.5345701819897016,0.990527101922094
3,1.4029,623,0,220,186,51,22,98,256,1144,39,55,9,0,0,0,0,653.673,17.05,7.02,NaN,105.367,0.6739530026368731,1.2607874898605655
2,0.525443,632,0,455,238,70,38,95,256,1172,40,77,8,0,0,0,0,54.623999999999995,16.2,7.51,NaN,109.0,0.48284237621652215,1.0742691680890428
2,0.602155,627,0,642,230,92,17,96,256,1164,38,76,31,0,0,0,0,46.997,14.5,7.4,NaN,118.291,0.5609154521731429,1.0301902990413507
3,0.51699,636,0,182,136,36,112,103,256,1141,36,39,43,1,1,0,0,294.676,12.4,7.7,NaN,108.012,0.5160090081268971,0.9962792519338098
3,0.572679,649,0,84,125,15,12,105,256,1137,37,43,22,1,1,0,0,923.803,15.2,8.5,NaN,125.772,0.48454625146170627,1.0525948092171908
2,0.314571,645,0,76,112,18,25,105,256,1131,36,57,10,0,1,0,0,1948.4360000000001,15.1,8.3,NaN,118.45700000000001,0.4266072234979871,0.8863629812542638
3,0.613207,645,0,228,175,51,22,101,256,1156,38,27,40,1,1,0,0,156.627,12.373888888900002,7.90777777778,NaN,113.152724138,0.5040240899702844,1.0943672662150072
3,0.47205,635,0,71,113,17,31,104,255,1139,37,5,23,1,1,0,0,710.4789999999999,12.5,8.0,NaN,102.945,0.5510375971334623,1.024987033009912
