Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
CM_004-3,-73.19778,42.72306,14.89,6.5,11.49,,-9.84,-73.19778,42.72306,-63.079000677338925,75.57535427449815,934.7162724146444,0.6306796380736654,0.1772708325249612,0.0445236819779818,0.0078927501713134,0.0,0.0,24.198764962966266,17.484584217122347,210.35134678735335,0.0,0.0568117463387432,0.0,0.0025294681265999
CM_005-1,-122.58061,48.81862,5.31,6.3,11.39,,-1.16,-122.58061,48.81862,-83.56941410216623,75.00372220417418,934.6710367981972,2.2960114989572014,0.1759467340072614,0.1620900368840184,0.0285192126048595,0.0,0.0,45.42682497105437,17.684337961380784,210.364049144708,0.0,0.0572758773297544,0.0,0.0092838490689444
CM_005-2,-122.58061,48.81862,5.31,6.3,11.39,,-1.8,-122.58061,48.81862,-83.56941410216623,75.00372220417418,934.6710367981972,2.2960114989572014,0.1759467340072614,0.1620900368840184,0.0285192126048595,0.0,0.0,45.42682497105437,17.684337961380784,210.364049144708,0.0,0.0572758773297544,0.0,0.0092838490689444
CM_005-3,-122.58061,48.81862,5.31,6.3,11.39,,-2.56,-122.58061,48.81862,-83.56941410216623,75.00372220417418,934.6710367981972,2.2960114989572014,0.1759467340072614,0.1620900368840184,0.0285192126048595,0.0,0.0,45.42682497105437,17.684337961380784,210.364049144708,0.0,0.0572758773297544,0.0,0.0092838490689444
CM_006-1,-119.8217832,38.9745676,17.8,7.5,7.75,,-3657.26,-119.8217832,38.9745676,-2799.954230016036,235.5057692457792,962.0436530187802,5.300289259968263,0.5609848314254658,0.3741810883936852,0.2099099147951288,0.0,0.0,402.0334083436354,46.07196673485077,209.167654322452,0.0,0.17628103215964,0.0,0.0659610284766563
CM_006-2,-119.8217832,38.9745676,17.8,7.5,7.75,,-2199.18,-119.8217832,38.9745676,-2799.954230016036,235.5057692457792,962.0436530187802,5.300289259968263,0.5609848314254658,0.3741810883936852,0.2099099147951288,0.0,0.0,402.0334083436354,46.07196673485077,209.167654322452,0.0,0.17628103215964,0.0,0.0659610284766563
CM_006-3,-119.8217832,38.9745676,17.8,7.5,7.75,,-2196.81,-119.8217832,38.9745676,-2799.954230016036,235.5057692457792,962.0436530187802,5.300289259968263,0.5609848314254658,0.3741810883936852,0.2099099147951288,0.0,0.0,402.0334083436354,46.07196673485077,209.167654322452,0.0,0.17628103215964,0.0,0.0659610284766563
CM_007-1,-121.580361,39.007299,13.15,6.5,10.71,,-2.13,-121.580361,39.007299,-70.4584352102422,75.4492574684173,934.7064734682826,4.695430474260951,0.1766442212275452,0.3314802644085052,0.0585540731587411,0.0,0.0,39.500529071520496,17.734643921504027,210.3703640317374,0.0,0.0556715047275125,0.0,0.0184540051070952
CM_007-2,-121.580361,39.007299,13.15,6.5,10.71,,-1.78,-121.580361,39.007299,-70.4584352102422,75.4492574684173,934.7064734682826,4.695430474260951,0.1766442212275452,0.3314802644085052,0.0585540731587411,0.0,0.0,39.500529071520496,17.734643921504027,210.3703640317374,0.0,0.0556715047275125,0.0,0.0184540051070952
CM_007-3,-121.580361,39.007299,13.15,6.5,10.71,,-6.94,-121.580361,39.007299,-70.4584352102422,75.4492574684173,934.7064734682826,4.695430474260951,0.1766442212275452,0.3314802644085052,0.0585540731587411,0.0,0.0,39.500529071520496,17.734643921504027,210.3703640317374,0.0,0.0556715047275125,0.0,0.0184540051070952
CM_008-1,-117.611779,33.94849,29.98,9.5,19.48,,-2719.07,-117.611779,33.94849,-3438.119739140937,297.6310507586365,979.9779766551756,4.021937970883145,0.6838089781165634,0.2839341503044602,0.1941567211720876,0.0,0.0,456.5076578128122,81.99608229374695,215.5331521777449,0.0,0.1895911760651382,0.0,0.0538314094812783
CM_008-2,-117.611779,33.94849,29.98,9.5,19.48,,-3664.98,-117.611779,33.94849,-3438.119739140937,297.6310507586365,979.9779766551756,4.021937970883145,0.6838089781165634,0.2839341503044602,0.1941567211720876,0.0,0.0,456.5076578128122,81.99608229374695,215.5331521777449,0.0,0.1895911760651382,0.0,0.0538314094812783
CM_008-3,-117.611779,33.94849,29.98,9.5,19.48,,-2756.74,-117.611779,33.94849,-3438.119739140937,297.6310507586365,979.9779766551756,4.021937970883145,0.6838089781165634,0.2839341503044602,0.1941567211720876,0.0,0.0,456.5076578128122,81.99608229374695,215.5331521777449,0.0,0.1895911760651382,0.0,0.0538314094812783
CM_009-1,-121.10824,37.7323106,16.62,6.25,9.51,,-16.93,-121.10824,37.7323106,-89.29628168841421,74.8794337180126,934.6604280716527,5.014339049851456,0.1752404792278973,0.3539940465927721,0.0620340863687399,0.0,0.0,39.5932280467112,17.646994308559524,210.36408879785571,0.0,0.0551992770640189,0.0,0.0195402154568876
CM_009-2,-121.10824,37.7323106,16.62,6.25,9.51,,-15.64,-121.10824,37.7323106,-89.29628168841421,74.8794337180126,934.6604280716527,5.014339049851456,0.1752404792278973,0.3539940465927721,0.0620340863687399,0.0,0.0,39.5932280467112,17.646994308559524,210.36408879785571,0.0,0.0551992770640189,0.0,0.0195402154568876
CM_009-3,-121.10824,37.7323106,16.62,6.25,9.51,,-13.12,-121.10824,37.7323106,-89.29628168841421,74.8794337180126,934.6604280716527,5.014339049851456,0.1752404792278973,0.3539940465927721,0.0620340863687399,0.0,0.0,39.5932280467112,17.646994308559524,210.36408879785571,0.0,0.0551992770640189,0.0,0.0195402154568876
CM_010-1,-79.8466751,33.666607,25.62,6.5,6.56,,-6.64,-79.8466751,33.666607,-82.52160364892708,75.01556823519141,934.6715292658308,3.1062137589602195,0.1761391296331434,0.219287361142651,0.0386250849312153,0.0,0.0,21.573633684409373,17.549159971217737,210.35499065380523,0.0,0.0574947929342477,0.0,0.0126078814219943
CM_010-2,-79.8466751,33.666607,25.62,6.5,6.56,,-4.16,-79.8466751,33.666607,-82.52160364892708,75.01556823519141,934.6715292658308,3.1062137589602195,0.1761391296331434,0.219287361142651,0.0386250849312153,0.0,0.0,21.573633684409373,17.549159971217737,210.35499065380523,0.0,0.0574947929342477,0.0,0.0126078814219943
CM_010-3,-79.8466751,33.666607,25.62,6.5,6.56,,-5.69,-79.8466751,33.666607,-82.52160364892708,75.01556823519141,934.6715292658308,3.1062137589602195,0.1761391296331434,0.219287361142651,0.0386250849312153,0.0,0.0,21.573633684409373,17.549159971217737,210.35499065380523,0.0,0.0574947929342477,0.0,0.0126078814219943
CM_011-1,-73.506215,42.505483,24.95,6.5,8.76,,-93.9,-73.506215,42.505483,-142.87081217098643,73.38849655298137,934.541617390971,0.4335405888053988,0.1722139153856717,0.030606384184967,0.0052708452562912,0.0,0.0,23.356675499347265,16.950462621646444,210.30950595986036,0.0,0.0554128602500446,0.0,0.0016959872896007
CM_011-2,-73.506215,42.505483,24.95,6.5,8.76,,-82.29,-73.506215,42.505483,-142.87081217098643,73.38849655298137,934.541617390971,0.4335405888053988,0.1722139153856717,0.030606384184967,0.0052708452562912,0.0,0.0,23.356675499347265,16.950462621646444,210.30950595986036,0.0,0.0554128602500446,0.0,0.0016959872896007
CM_011-3,-73.506215,42.505483,24.95,6.5,8.76,,-105.08,-73.506215,42.505483,-142.87081217098643,73.38849655298137,934.541617390971,0.4335405888053988,0.1722139153856717,0.030606384184967,0.0052708452562912,0.0,0.0,23.356675499347265,16.950462621646444,210.30950595986036,0.0,0.0554128602500446,0.0,0.0016959872896007
CM_012-1,-73.33724,42.763802,22.49,6.5,10.4,,-38.69,-73.33724,42.763802,-89.78132153835094,74.77585073629156,934.6518438181472,1.0683314134529762,0.1754503899333285,0.0754203009390835,0.0132325212086511,0.0,0.0,23.810261285398894,17.28311797521617,210.33531579346544,0.0,0.0563822953731587,0.0,0.0042523696846799
CM_012-2,-73.33724,42.763802,22.49,6.5,10.4,,-33.77,-73.33724,42.763802,-89.78132153835094,74.77585073629156,934.6518438181472,1.0683314134529762,0.1754503899333285,0.0754203009390835,0.0132325212086511,0.0,0.0,23.810261285398894,17.28311797521617,210.33531579346544,0.0,0.0563822953731587,0.0,0.0042523696846799
CM_012-3,-73.33724,42.763802,22.49,6.5,10.4,,-28.09,-73.33724,42.763802,-89.78132153835094,74.77585073629156,934.6518438181472,1.0683314134529762,0.1754503899333285,0.0754203009390835,0.0132325212086511,0.0,0.0,23.810261285398894,17.28311797521617,210.33531579346544,0.0,0.0563822953731587,0.0,0.0042523696846799
CM_013-1,-83.1577589,41.309341,24.56,7.0,8.83,,-38.07,-83.1577589,41.309341,-177.10942242844277,72.88512725109192,934.5027365029988,3.122428240347575,0.1707629990325904,0.2204320443845796,0.0376416369819958,0.0,0.0,51.259701232295626,17.213630884506813,210.32834577879,0.0,0.0542969043337847,0.0,0.0119687776260501
CM_013-2,-83.1577589,41.309341,24.56,7.0,8.83,,-35.25,-83.1577589,41.309341,-177.10942242844277,72.88512725109192,934.5027365029988,3.122428240347575,0.1707629990325904,0.2204320443845796,0.0376416369819958,0.0,0.0,51.259701232295626,17.213630884506813,210.32834577879,0.0,0.0542969043337847,0.0,0.0119687776260501
CM_013-3,-83.1577589,41.309341,24.56,7.0,8.83,,-39.92,-83.1577589,41.309341,-177.10942242844277,72.88512725109192,934.5027365029988,3.122428240347575,0.1707629990325904,0.2204320443845796,0.0376416369819958,0.0,0.0,51.259701232295626,17.213630884506813,210.32834577879,0.0,0.0542969043337847,0.0,0.0119687776260501
CM_014-1,-77.4402867,35.3667814,27.92,6.5,5.24,,-46.59,-77.4402867,35.3667814,-122.6532071735424,73.9153343994972,934.5835609119638,2.993174263659772,0.1735539552866504,0.211307185097835,0.0366731977542175,0.0,0.0,21.13246912289788,17.23672564065366,210.3306784942113,0.0,0.0565904818125509,0.0,0.0119579754151403
CM_014-2,-77.4402867,35.3667814,27.92,6.5,5.24,,-56.28,-77.4402867,35.3667814,-122.6532071735424,73.9153343994972,934.5835609119638,2.993174263659772,0.1735539552866504,0.211307185097835,0.0366731977542175,0.0,0.0,21.13246912289788,17.23672564065366,210.3306784942113,0.0,0.0565904818125509,0.0,0.0119579754151403
CM_014-3,-77.4402867,35.3667814,27.92,6.5,5.24,,-32.54,-77.4402867,35.3667814,-122.6532071735424,73.9153343994972,934.5835609119638,2.993174263659772,0.1735539552866504,0.211307185097835,0.0366731977542175,0.0,0.0,21.13246912289788,17.23672564065366,210.3306784942113,0.0,0.0565904818125509,0.0,0.0119579754151403
CM_015-1,-106.046835,39.480297,11.05,6.5,7.99,,-40.73,-106.04683500000002,39.480297,-82.21057837906034,74.95141933345458,934.6663251843886,3.870625559134647,0.176067086531997,0.2732520459628821,0.0481106916215919,0.0,0.0,37.18668517474381,17.275814005709528,210.33264794667124,0.0,0.0575486148381845,0.0,0.0157252767468637
CM_015-2,-106.046835,39.480297,11.05,6.5,7.99,,-33.1,-106.04683500000002,39.480297,-82.21057837906034,74.95141933345458,934.6663251843886,3.870625559134647,0.176067086531997,0.2732520459628821,0.0481106916215919,0.0,0.0,37.18668517474381,17.275814005709528,210.33264794667124,0.0,0.0575486148381845,0.0,0.0157252767468637
CM_015-3,-106.046835,39.480297,11.05,6.5,7.99,,-22.8,-106.04683500000002,39.480297,-82.21057837906034,74.95141933345458,934.6663251843886,3.870625559134647,0.176067086531997,0.2732520459628821,0.0481106916215919,0.0,0.0,37.18668517474381,17.275814005709528,210.33264794667124,0.0,0.0575486148381845,0.0,0.0157252767468637
CM_016-1,-83.96496,43.40991,26.1,7.2,11.71,,-3860.77,-83.96496,43.40991,-3598.891186698568,311.1730731877675,983.4593181687252,3.167151560392465,0.7274400804991661,0.223589347646756,0.1626478530509121,0.0,0.0,206.553120643583,70.32116855742879,215.0391885959357,0.0,0.2148269218857884,0.0,0.048033011321404
CM_016-2,-83.96496,43.40991,26.1,7.2,11.71,,-3462.55,-83.96496,43.40991,-3598.891186698568,311.1730731877675,983.4593181687252,3.167151560392465,0.7274400804991661,0.223589347646756,0.1626478530509121,0.0,0.0,206.553120643583,70.32116855742879,215.0391885959357,0.0,0.2148269218857884,0.0,0.048033011321404
CM_016-3,-83.96496,43.40991,26.1,7.2,11.71,,-3840.88,-83.96496,43.40991,-3598.891186698568,311.1730731877675,983.4593181687252,3.167151560392465,0.7274400804991661,0.223589347646756,0.1626478530509121,0.0,0.0,206.553120643583,70.32116855742879,215.0391885959357,0.0,0.2148269218857884,0.0,0.048033011321404
CM_017-1,-110.5660089,45.597409,0.38,6.0,12.06,,-2.54,-110.5660089,45.597409,-181.42830532892,82.19531983394123,935.4289745623726,1.223132056168441,0.1908113815438374,0.0863486616632417,0.0164763074264244,0.0,0.0,416.9692790144826,30.664293228125807,211.0966852076004,0.0,0.0720556371699559,0.0,0.0062219078349178
CM_017-2,-110.5660089,45.597409,0.38,6.0,12.06,,-2.85,-110.5660089,45.597409,-181.42830532892,82.19531983394123,935.4289745623726,1.223132056168441,0.1908113815438374,0.0863486616632417,0.0164763074264244,0.0,0.0,416.9692790144826,30.664293228125807,211.0966852076004,0.0,0.0720556371699559,0.0,0.0062219078349178
CM_017-3,-110.5660089,45.597409,0.38,6.0,12.06,,-2.5,-110.5660089,45.597409,-181.42830532892,82.19531983394123,935.4289745623726,1.223132056168441,0.1908113815438374,0.0863486616632417,0.0164763074264244,0.0,0.0,416.9692790144826,30.664293228125807,211.0966852076004,0.0,0.0720556371699559,0.0,0.0062219078349178
CM_018-1,-102.126046,41.316592,20.47,8.0,8.4,,-1.78,-102.126046,41.316592,-225.49273482897675,73.28013430626638,934.53527274598,3.584167987685298,0.171720579893995,0.2530291863025453,0.0434503186019787,0.0,0.0,190.4897616589301,17.521209368189535,210.34562005716745,0.0,0.0551341963077445,0.0,0.0139505608291934
CM_018-2,-102.126046,41.316592,20.47,8.0,8.4,,-1.64,-102.126046,41.316592,-225.49273482897675,73.28013430626638,934.53527274598,3.584167987685298,0.171720579893995,0.2530291863025453,0.0434503186019787,0.0,0.0,190.4897616589301,17.521209368189535,210.34562005716745,0.0,0.0551341963077445,0.0,0.0139505608291934
CM_018-3,-102.126046,41.316592,20.47,8.0,8.4,,-0.86,-102.126046,41.316592,-225.49273482897675,73.28013430626638,934.53527274598,3.584167987685298,0.171720579893995,0.2530291863025453,0.0434503186019787,0.0,0.0,190.4897616589301,17.521209368189535,210.34562005716745,0.0,0.0551341963077445,0.0,0.0139505608291934
CM_020-1,-79.04489,33.82767,30.16,6.5,4.44,,-18.49,-79.04489,33.82767,-87.26751930627557,74.79231111274123,934.652752976684,1.8240004878251248,0.175388430118279,0.1287677812076816,0.0225843789958292,0.0,0.0,25.637781506562693,17.231612409487052,210.3331037672204,0.0,0.0560423400476076,0.0,0.0072164477816168
CM_020-2,-79.04489,33.82767,30.16,6.5,4.44,,-21.45,-79.04489,33.82767,-87.26751930627557,74.79231111274123,934.652752976684,1.8240004878251248,0.175388430118279,0.1287677812076816,0.0225843789958292,0.0,0.0,25.637781506562693,17.231612409487052,210.3331037672204,0.0,0.0560423400476076,0.0,0.0072164477816168
CM_020-3,-79.04489,33.82767,30.16,6.5,4.44,,-15.72,-79.04489,33.82767,-87.26751930627557,74.79231111274123,934.652752976684,1.8240004878251248,0.175388430118279,0.1287677812076816,0.0225843789958292,0.0,0.0,25.637781506562693,17.231612409487052,210.3331037672204,0.0,0.0560423400476076,0.0,0.0072164477816168
CM_021-1,-111.0953268,32.3504894,32.44,7.0,4.9,,-5.78,-111.0953268,32.3504894,-192.6317437780288,73.35738742046408,934.5416460496388,3.0365355096592297,0.1715828060624698,0.2143683309007115,0.0367819197468721,0.0,0.0,148.6310707284921,17.65219057790984,210.3550285931572,0.0,0.053785624271933,0.0,0.011529934501627
CM_021-2,-111.0953268,32.3504894,32.44,7.0,4.9,,-4.15,-111.0953268,32.3504894,-192.6317437780288,73.35738742046408,934.5416460496388,3.0365355096592297,0.1715828060624698,0.2143683309007115,0.0367819197468721,0.0,0.0,148.6310707284921,17.65219057790984,210.3550285931572,0.0,0.053785624271933,0.0,0.011529934501627
CM_021-3,-111.0953268,32.3504894,32.44,7.0,4.9,,-5.71,-111.0953268,32.3504894,-192.6317437780288,73.35738742046408,934.5416460496388,3.0365355096592297,0.1715828060624698,0.2143683309007115,0.0367819197468721,0.0,0.0,148.6310707284921,17.65219057790984,210.3550285931572,0.0,0.053785624271933,0.0,0.011529934501627
CM_022-1,-123.2497244,44.550507,15.67,6.25,9.59,,-6.39,-123.24972440000002,44.550507,-74.2889678841351,75.28824123981153,934.693362264294,4.002614348709921,0.1764759374962139,0.2825699730639658,0.0498668009047432,0.0,0.0,29.621815897623435,17.63024518572972,210.3622196510096,0.0,0.0564180770766052,0.0,0.015942054519857
CM_022-2,-123.2497244,44.550507,15.67,6.25,9.59,,-4.79,-123.24972440000002,44.550507,-74.2889678841351,75.28824123981153,934.693362264294,4.002614348709921,0.1764759374962139,0.2825699730639658,0.0498668009047432,0.0,0.0,29.621815897623435,17.63024518572972,210.3622196510096,0.0,0.0564180770766052,0.0,0.015942054519857
CM_022-3,-123.2497244,44.550507,15.67,6.25,9.59,,-9.54,-123.24972440000002,44.550507,-74.2889678841351,75.28824123981153,934.693362264294,4.002614348709921,0.1764759374962139,0.2825699730639658,0.0498668009047432,0.0,0.0,29.621815897623435,17.63024518572972,210.3622196510096,0.0,0.0564180770766052,0.0,0.015942054519857
CM_023-1,-123.27687,44.55596,19.14,6.25,8.57,,-2228.76,-123.27687,44.55596,-2430.59576443102,205.97453313603856,954.8118593547558,2.047908313925596,0.4660138542753722,0.1445748570031335,0.067373886343341,0.0,0.0,644.173756196027,60.11315476190617,214.8454485490736,0.0,0.1100601319725263,0.0,0.015911927841674
CM_023-2,-123.27687,44.55596,19.14,6.25,8.57,,-2718.25,-123.27687,44.55596,-2430.59576443102,205.97453313603856,954.8118593547558,2.047908313925596,0.4660138542753722,0.1445748570031335,0.067373886343341,0.0,0.0,644.173756196027,60.11315476190617,214.8454485490736,0.0,0.1100601319725263,0.0,0.015911927841674
CM_023-3,-123.27687,44.55596,19.14,6.25,8.57,,-2289.87,-123.27687,44.55596,-2430.59576443102,205.97453313603856,954.8118593547558,2.047908313925596,0.4660138542753722,0.1445748570031335,0.067373886343341,0.0,0.0,644.173756196027,60.11315476190617,214.8454485490736,0.0,0.1100601319725263,0.0,0.015911927841674
CM_024-1,-84.41527,33.68401,23.66,6.0,7.5,,-4.93,-84.41527,33.68401,-67.11514125303866,75.44359284330855,934.705787865663,0.7037199613831671,0.1769098261710884,0.0496800623814052,0.0087888912000631,0.0,0.0,27.75024757544305,17.654147555676538,210.36472078770848,0.0,0.0568356762515385,0.0,0.0028235999416657
CM_024-2,-84.41527,33.68401,23.66,6.0,7.5,,-5.02,-84.41527,33.68401,-67.11514125303866,75.44359284330855,934.705787865663,0.7037199613831671,0.1769098261710884,0.0496800623814052,0.0087888912000631,0.0,0.0,27.75024757544305,17.654147555676538,210.36472078770848,0.0,0.0568356762515385,0.0,0.0028235999416657
CM_024-3,-84.41527,33.68401,23.66,6.0,7.5,,-5.3,-84.41527,33.68401,-68.162393635405,75.41438791496759,934.7034237832952,0.7037199613831671,0.1768394047671614,0.0496800623814052,0.008785392660323,0.0,0.0,27.15591627387404,17.661656340096684,210.3653870943009,0.0,0.0568693551772228,0.0,0.0028252731127947
CM_027-1,-95.28318,29.33381,32.93,7.5,11.14,,-3293.85,-95.28318,29.33381,-2708.94399039695,234.88655131476767,962.2855547524192,2.6436434583283583,0.544639791160851,0.1866315851916494,0.1016469875827984,0.0,0.0,315.04774593817547,67.68240610582353,212.99889593359688,0.0,0.1739280876556847,0.0,0.0324604747085326
CM_027-2,-95.28318,29.33381,32.93,7.5,11.14,,-2717.18,-95.28318,29.33381,-2551.8167920918045,222.8402535852989,959.467712388973,2.6436434583283583,0.5126041117770506,0.1866315851916494,0.0956681179567083,0.0,0.0,404.4556165977642,71.29745895095067,213.91882858438973,0.0,0.1690107052210569,0.0,0.0315427358297644
CM_027-3,-95.28318,29.33381,32.93,7.5,11.14,,-1941.4,-95.28318,29.33381,-2547.7999678893584,225.92800339395663,960.848733101866,2.6436434583283583,0.512536069860584,0.1866315851916494,0.0956554191859787,0.0,0.0,676.5578693657893,88.5073222204194,217.03564122077933,0.0,0.193789612523876,0.0,0.0361672625790064
CM_028-1,-96.57826799,28.83182444,33.25,8.0,8.36,,-42.78,-96.57826799,28.83182444,-174.441018407608,72.93287487757304,934.5063507668614,3.775203894407652,0.1709909110716396,0.2665156244936701,0.0455717494469996,0.0,0.0,57.17104328467628,16.9863792953965,210.310416870292,0.0,0.0545115588702807,0.0,0.0145281821544363
CM_028-2,-96.57826799,28.83182444,33.25,8.0,8.36,,-30.01,-96.57826799,28.83182444,-174.37202612023046,72.9341154665253,934.5064477892778,3.775203894407652,0.1709964893076196,0.2665156244936701,0.0455732361340453,0.0,0.0,57.29553726918402,16.984894627647382,210.3102959706329,0.0,0.0545153620075629,0.0,0.0145291957499441
CM_028-3,-96.57826799,28.83182444,33.25,8.0,8.36,,-41.12,-96.57826799,28.83182444,-175.65927970723942,72.9019639204013,934.5039576110794,3.775203894407652,0.170951726559904,0.2665156244936701,0.0455613061623839,0.0,0.0,56.43126961464442,16.98849406285222,210.3104950679964,0.0,0.0545596233936442,0.0,0.0145409921008965
CM_032-1,-96.798,46.804,15.02,7.6,9.44,,-4001.81,-96.798,46.804,-3820.783778767144,326.1816200268449,990.1221095762209,4.166991666706777,0.7388527786786373,0.2941744121310644,0.2173515818191915,0.0,0.0,1364.1229419070405,116.27077313846644,225.46326899983973,0.0,0.2101027515772895,0.0,0.0618068534323682
CM_032-2,-96.798,46.804,15.02,7.6,9.44,,-3971.85,-96.798,46.804,-3553.017988287048,304.237102664542,985.28203884841,4.166991666706777,0.6759136480419875,0.2941744121310644,0.1988365000641148,0.0,0.0,1511.658960084419,132.59054867534422,223.9355143058422,0.0,0.2323871018685045,0.0,0.0683623390790091
CM_032-3,-96.798,46.804,15.02,7.6,9.44,,-4007.87,-96.798,46.804,-3563.0857248897737,309.0350678944945,989.5420848249807,4.166991666706777,0.6528309873805759,0.2941744121310644,0.1920461719336232,0.0,0.0,2113.07312684263,172.6865976379675,237.2958462065712,0.0,0.2331154596764932,0.0,0.0685766033089952
CM_033-1,-111.3042085,32.4712725,28.8,7.5,6.37,,-4.36,-111.3042085,32.4712725,-193.90410619615463,73.2690097709241,934.5345576217404,3.504736126500533,0.1714300044669546,0.247421586638932,0.042415483702733,0.0,0.0,143.40653191741416,17.592084944603815,210.3507600361216,0.0,0.0538111353382826,0.0,0.0133140364842401
CM_033-2,-111.3042085,32.4712725,28.8,7.5,6.37,,-2.98,-111.3042085,32.4712725,-193.90410619615463,73.2690097709241,934.5345576217404,3.504736126500533,0.1714300044669546,0.247421586638932,0.042415483702733,0.0,0.0,143.40653191741416,17.592084944603815,210.3507600361216,0.0,0.0538111353382826,0.0,0.0133140364842401
CM_033-3,-111.3042085,32.4712725,28.8,7.5,6.37,,-2.16,-111.3042085,32.4712725,-175.9625606971302,73.34423846385464,934.5400638919224,3.504736126500533,0.17173949142213,0.247421586638932,0.0424920574562266,0.0,0.0,118.22525471527132,17.470784283976762,210.3425990613368,0.0,0.0539698227002572,0.0,0.0133532991631194
