Sample_ID GL_lon GL_lat RA_cms_cyr RA_cms_cmn RA_cms_cmx RA_SO RA_dm RA_lm my_lm RA_xam2 run_mm_cyr dor_pc_pva gwt_cm_cav ele_mt_cav slp_dg_cav sgr_dk_rav tmp_dc_cyr tmp_dc_cdi tmp_dc_uyr pre_mm_cyr pre_mm_cdi pre_mm_uyr aet_mm_cyr aet_mm_cdi aet_mm_uyr cmi_ix_cyr cmi_ix_cdi cmi_ix_uyr snw_pc_cyr snw_pc_cmx snw_pc_uyr for_pc_cse for_pc_use crp_pc_cse crp_pc_use pst_pc_cse pst_pc_use ire_pc_cse ire_pc_use gla_pc_cse gla_pc_use prm_pc_cse prm_pc_use pac_pc_cse pac_pc_use cly_pc_cav cly_pc_uav slt_pc_cav slt_pc_uav snd_pc_cav snd_pc_uav soc_th_cav soc_th_uav swc_pc_cyr swc_pc_cdi swc_pc_uyr kar_pc_cse kar_pc_use ero_kh_cav ero_kh_uav pop_ct_csu pop_ct_usu ppd_pk_cav ppd_pk_uav urb_pc_cse urb_pc_use nli_ix_cav nli_ix_uav rdd_mk_cav rdd_mk_uav hft_ix_c09 hft_ix_u09 gdp_md_cav gdp_md_usu hdi_ix_cav dist_m RA_lon RA_lat
SP-52 -122.712661 42.20135 0.717 0.189 1.398 2 0.311477 7.40 7396.3537325 1.23959 351 0 355 949 153 488 91 174 66 640 101 812 519 80 544 -43 176 -16 13 42 23 93 98 13 3 52 15 10 2 0 0 0 0 2 8 12 11 29 29 60 60 57 62 55 69 65 0 0 197 627 4.540 4.541 271.297 68.420 24 6 2910 1300 1549 390 189 74 0.047639 196.488 928 159.143518731 -122.714583333 42.201350016
SP-14 -84.379571 46.496146 0.159 0.066 0.447 1 0.160197 2.33 2334.3658296 0.839485 527 0 89 206 9 58 42 281 42 877 53 877 599 101 599 12 141 12 29 100 29 0 0 30 30 4 4 0 0 0 0 0 0 0 0 13 12 38 37 50 50 63 62 86 38 86 59 59 311 311 1.157 1.157 127.073 127.067 4 4 6179 6200 2432 2432 304 304 0.045537 64.3552 944 523.118045078 -84.3854166667 46.49375
SP-75 -73.66748 42.70242 1.767 0.920 5.064 2 0.4106 15.93 15025.9209783 3.37991 615 0 152 154 32 110 82 273 79 979 38 1003 744 107 747 0 125 4 10 39 14 79 88 17 11 3 4 0 0 0 0 0 0 0 0 17 16 39 38 44 46 46 54 83 38 84 0 0 845 556 18.271 22.168 373.657 258.041 24 13 4723 3600 2872 2062 320 266 0.063747 1963.58 952 169.083205057 -73.6658217837 42.7033219635
SP-49 -94.526757 37.092542 0.150 0.055 0.243 1 0.115808 1.75 1749.42289678 0.732571 302 0 91 314 10 33 139 255 139 1092 89 1092 923 107 923 -10 108 -10 1 9 1 55 55 24 24 11 11 1 1 0 0 0 0 0 0 24 24 37 37 39 39 16 16 81 36 80 100 100 567 567 16.450 16.450 1041.723 1041.733 92 92 6300 6300 3949 3949 406 406 0.048272 772.71 906 1455.19605319 -94.5104166667 37.0925431209
SP-25 -84.358018 33.679069 1.261 0.394 2.790 2 0.354052 3.30 3304.94247079 2.44939 523 0 144 272 27 18 161 206 160 1279 65 1283 977 98 977 -1 111 -1 0 1 0 18 14 0 0 0 0 0 0 0 0 0 0 0 0 20 20 35 35 45 45 25 24 79 40 79 0 0 799 305 3.900 65.086 325.932 848.853 82 97 6300 6300 8579 8457 420 398 0.04558 3249.34 921 241.489565214 -84.3580183063 33.6812502585
SP-67 -92.205328 38.752916 0.473 0.189 1.173 1 0.191894 8.53 8522.21004495 1.01571 388 0 179 248 20 87 124 276 124 978 83 978 827 105 827 -14 104 -14 2 14 2 79 79 27 27 17 17 1 1 0 0 0 0 0 0 25 25 47 47 28 28 28 28 77 32 77 100 100 2707 2706 2.359 2.359 61.334 61.327 0 0 1964 2000 199 198 124 124 0.048272 204.854 906 1168.98097365 -92.21875 38.7529167674
SP-74 -123.448227 40.605435 26.647 2.667 67.178 4 1.37376 5.22 5224.3721745 41.3969 1007 0 552 634 165 101 117 162 90 1227 218 1272 638 92 621 -3 187 11 15 47 19 100 100 0 0 4 2 0 0 0 0 0 0 24 7 15 15 35 33 51 52 54 54 64 82 67 45 21 752 1309 0.022 0.265 1.848 0.302 0 0 0 0 0 54 10 14 0.055768 16.5585 951 26.3221549029 -123.447916667 40.6054350004
SP-40 -82.3034 29.9264 0.338 0.262 0.453 1 0.154061 7.38 7374.84428087 0.568022 290 0 27 43 0 25 201 151 201 1336 147 1336 1131 84 1131 -11 78 -11 0 0 0 100 100 10 10 10 10 2 2 0 0 0 0 0 0 19 19 29 29 53 53 32 32 76 22 76 100 100 177 177 0.070 0.070 1.884 1.884 0 0 1085 1100 213 213 69 69 0.050123 5.43197 892 763.98183365 -82.3093701272 29.9218705316
SP-26 -76.88405 37.571283 50.521 24.176 100.799 4 1.61503 21.68 21681.7742326 59.9304 407 236 46 11 8 1 143 227 135 1109 43 1088 895 97 882 -8 108 -9 2 9 2 85 94 5 18 0 3 1 1 0 0 0 0 0 0 17 19 35 36 48 45 34 31 79 39 79 0 13 804 847 1.958 120.542 32.005 32.706 0 1 1969 1300 350 321 154 101 0.058068 7827.56 950 306.930725374 -76.88125 37.5729166667
SP-36 -82.1886 29.9435 0.955 0.754 1.270 1 0.174796 15.69 11944.0155255 0.914085 289 0 15 48 0 8 200 150 200 1332 148 1332 1127 84 1127 -11 77 -11 0 0 0 81 81 3 3 7 7 1 1 0 0 0 0 0 0 18 18 29 28 53 52 33 33 77 22 77 100 100 300 300 8.591 8.591 83.764 83.764 0 0 2411 2400 808 807 193 193 0.050123 448.129 892 1122.7509021 -82.1798251332 29.936843261
SP-15 -91.191556 30.445667 21527.178 10904.191 38156.855 9 12.7075 5.25 5234.33483591 12292.3 712 484 20 11 3 0 194 177 101 1517 71 781 1178 88 635 6 87 -31 0 1 10 2 27 4 38 0 27 0 4 0 0 0 0 0 3 22 20 37 41 42 39 24 24 85 27 59 0 25 2306 3119 7.322 77786.797 424.184 24.978 59 2 6300 800 4700 319 430 83 0.048587 3.9164e+06 795 611.489441083 -91.1979166667 30.4456671542
SP-51 -122.717501 42.179225 0.717 0.189 1.398 2 0.311477 7.40 7396.3537325 1.23959 351 0 355 949 153 488 91 174 66 640 101 812 519 80 544 -43 176 -16 13 42 23 93 98 13 3 52 15 10 2 0 0 0 0 2 8 12 11 29 29 60 60 57 62 55 69 65 0 0 197 627 4.540 4.541 271.297 68.420 24 6 2910 1300 1549 390 189 74 0.047639 196.488 928 51.5250807616 -122.717001344 42.1795014289
SP-22 -87.657803 32.854756 4.105 1.101 9.346 3 0.591328 7.07 7067.51089404 7.04993 558 0 147 79 25 8 173 204 172 1397 78 1413 1045 103 1047 0 112 2 0 3 1 100 100 3 2 2 1 0 0 0 0 0 0 0 0 20 19 34 34 46 47 28 33 78 44 79 0 0 449 383 0.096 0.486 3.492 2.082 0 0 77 0 234 177 64 49 0.043949 19.2306 803 217.923841954 -87.6560236737 32.8560236873
SP-16 -68.445497 44.640715 4.052 2.987 6.363 2 0.544346 6.21 6217.98764468 5.12351 863 0 164 55 18 32 66 268 63 1162 50 1156 690 106 686 26 135 27 32 93 30 0 72 1 5 1 1 0 0 0 0 0 0 0 0 8 4 30 28 62 66 79 85 87 36 88 0 0 257 324 0.156 1.698 22.162 16.354 0 0 628 700 612 282 85 84 0.048224 106.14 925 1356.14620272 -68.45625 44.63125
SP-13 -111.307607 32.471459 2.606 0.576 6.634 5 0.672827 22.55 17205.7245132 5.52315 14 0 17 594 1 24 208 206 170 312 48 448 261 19 378 -83 97 -71 0 0 0 0 49 7 1 46 52 31 1 0 0 0 0 0 10 18 19 32 32 49 48 8 16 16 15 27 0 2 846 3721 2.715 1195.143 46.270 130.039 0 9 2144 1400 602 1037 156 113 0.045307 51383.8 932 299.77043733 -111.307607022 32.4687501523
SP-27 -88.655746 33.430906 2.606 0.743 5.508 3 0.497188 2.60 2593.83050635 4.48808 676 0 14 68 5 15 168 209 168 1407 73 1409 1038 108 1038 3 120 4 0 1 0 0 3 48 35 18 24 2 1 0 0 0 0 0 0 34 33 40 39 27 28 34 30 80 44 80 100 100 2478 2724 0.070 6.431 8.693 52.574 0 3 1431 1600 589 658 136 120 0.040758 676.185 793 357.334159451 -88.6586906073 33.4329761248
SP-37 -82.2433 29.9815 0.109 0.085 0.147 1 0.116223 2.33 2334.65649821 0.412017 290 0 29 44 1 15 200 152 200 1340 149 1340 1134 85 1134 -11 78 -11 0 0 0 100 100 4 4 6 6 1 1 0 0 0 0 0 0 19 19 28 28 53 53 31 31 76 22 76 100 100 179 179 0.021 0.021 1.740 1.740 0 0 480 500 190 190 104 104 0.050123 4.29748 892 1988.85038 -82.2625 29.975
SP-9 -123.275026 44.55593 1.612 0.321 3.438 2 0.458276 1.14 1138.61819696 2.9386 1159 0 10 73 8 18 112 146 105 1108 184 1321 601 86 622 8 184 22 6 25 12 100 63 54 23 36 15 9 4 0 0 0 0 0 0 15 19 36 40 49 41 30 51 70 72 73 0 0 351 1457 3.548 14.219 1928.633 337.067 90 23 6192 3500 4447 2277 452 234 0.047639 462.92 928 382.310948966 -123.278932428 44.553932728
SP-35 -82.2837 29.862 0.134 0.104 0.179 1 0.112211 2.15 2144.719955 0.474419 289 0 20 42 0 27 201 150 201 1331 146 1331 1125 84 1125 -12 79 -12 0 0 0 100 100 14 14 21 21 2 2 0 0 0 0 0 0 18 18 27 27 55 55 29 29 76 23 76 100 100 108 108 0.015 0.015 0.989 0.989 0 0 478 500 170 170 59 59 0.050123 1.8265 892 293.525421025 -82.2814084262 29.8602589627
SP-76 -73.6675 42.7025 1.767 0.920 5.064 2 0.4106 15.93 15025.9209783 3.37991 615 0 152 154 32 110 82 273 79 979 38 1003 744 107 747 0 125 4 10 39 14 79 88 17 11 3 4 0 0 0 0 0 0 0 0 17 16 39 38 44 46 46 54 83 38 84 0 0 845 556 18.271 22.168 373.657 258.041 24 13 4723 3600 2872 2062 320 266 0.063747 1963.58 952 165.120939977 -73.6658806408 42.7033808275
SP-68 -92.327163 38.92475 2.176 0.922 5.346 3 0.477761 9.38 9390.46829423 4.14552 344 0 140 215 21 20 124 280 122 978 85 978 827 107 827 -14 105 -13 1 8 2 9 9 39 49 11 13 0 1 0 0 0 0 1 0 25 24 48 48 28 28 22 22 77 32 77 100 99 3244 3481 35.635 70.112 1046.004 331.625 86 30 6280 3900 5351 2428 378 232 0.048272 4375.8 906 258.846032678 -92.3271629346 38.9270834828
SP-41 -82.3193 29.8933 6.634 5.241 8.734 3 0.568702 7.08 7085.38020514 6.6702 298 0 26 34 0 11 202 151 201 1332 147 1326 1126 85 1121 -12 79 -11 0 0 0 85 85 18 8 41 18 4 1 0 0 0 0 0 0 19 18 30 28 51 53 25 30 75 22 76 100 100 380 281 0.779 20.908 19.263 31.089 0 0 960 1300 317 616 89 113 0.050123 1038 892 2353.12539081 -82.3376769948 29.8793440497
SP-46 -82.9548 29.6404 249.002 165.839 403.227 6 2.62257 5.17 5167.81395882 207.244 396 0 4 7 0 0 202 150 195 878 97 1284 740 54 1085 -43 80 -14 0 0 0 56 62 8 19 3 6 5 6 0 0 0 0 37 7 21 18 31 30 48 52 41 42 49 19 74 100 100 273 2044 0.402 557.649 19.108 22.230 0 1 752 900 297 345 84 92 0.050123 27733.3 892 140.515962266 -82.95625 29.6404000079
SP-12 -107.023765 38.907533 0.549 0.101 2.157 2 0.367603 6.14 6141.97429499 1.83322 202 0 677 2905 154 42 5 245 -7 549 27 609 461 73 485 -34 157 -18 46 99 55 100 92 1 1 22 26 1 0 0 0 1 10 10 27 11 11 37 38 52 51 59 49 60 42 71 0 0 1956 5763 0.046 0.063 3.372 0.727 0 0 1300 300 134 69 54 29 0.055481 2.25974 951 29.716149284 -107.024034709 38.9073683379
SP-10 -111.093889 32.351111 2.734 0.596 7.931 5 0.706993 1.00 998.040682806 6.066 15 0 31 654 6 20 206 204 169 309 50 451 260 19 381 -82 98 -70 0 0 0 0 50 1 1 57 52 7 1 0 0 0 0 0 10 18 19 30 32 52 48 7 16 16 15 28 0 2 1249 3740 0.294 1157.894 251.050 129.598 4 9 6300 1300 2438 1030 321 110 0.045307 49952.5 932 108.391634182 -111.09375 32.3520833333
SP-70 -111.580553 41.9502 0.217 0.038 1.063 2 0.21507 6.93 6933.16609206 1.06883 81 0 794 2441 130 335 20 233 16 518 21 537 441 74 456 -38 157 -34 50 100 53 100 96 8 6 16 19 0 0 0 0 0 0 33 36 22 21 42 41 36 38 34 34 57 45 60 100 100 1564 1667 0.000 0.000 0.000 0.005 0 0 272 100 70 28 17 21 0.042588 0.023142 922 57.9282747843 -111.58125 41.9502000021
