Sample_ID,Sample_Longitude,Sample_Latitude,Respiration_Rate_mg_DO_per_L_per_H,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric
100001,0.0,0.0,3.748415957912253,22.11612077468642,69.913207677193,0.0,0.1476015813875113,0.0,0.012564531762115283
100002,0.0,0.0,10.837815527895826,18.996304079649775,68.64761902185734,0.0,0.13734725620417784,0.0,0.019865050491479637
100003,0.0,0.0,10.019270730882347,18.382851722242247,68.5947400413281,0.0,0.1294184140902768,0.0,0.01984273072487476
100004,0.0,0.0,9.298080169395226,25.14243161866475,70.36191840018739,0.0,0.18934009867195092,0.0,0.022469886823822685
100005,0.0,0.0,9.543022940645729,27.964719515220963,71.08602579821924,0.0,0.20741019855935747,0.0,0.016360163003342462
100006,0.0,0.0,14.416085475613734,30.80720535177924,71.31006776343497,0.0,0.21424656159722474,0.0,0.027942336804675394
100007,0.0,0.0,13.718992717488248,32.64536981000132,71.9332743465704,0.0,0.20718366697461088,0.0,0.02654235610630856
100008,0.0,0.0,14.00521902249677,33.854758333126036,72.49407050255469,0.0,0.2502333494114654,0.0,0.015122129869035474
100009,0.0,0.0,8.412604748928855,31.98957563116724,72.14192268971787,0.0,0.2031108393761388,0.0,0.02305879408841702
100010,0.0,0.0,4.4748458670806786,41.42421237332609,75.26597896647947,0.0,0.288529287495274,0.0,0.025822283883200122
100011,0.0,0.0,10.54263183417259,28.819649266545486,71.28973644838322,0.0,0.19294288034377913,0.0,0.03365023263003647
100013,0.0,0.0,6.90799591423908,29.720814155876532,71.5913532692335,0.0,0.18455667004367432,0.0,0.03075545571063042
100014,0.0,0.0,5.1574197475850285,25.925696420750736,70.6990426584586,0.0,0.17278113470558595,0.0,0.016095538248407804
100015,0.0,0.0,5.213458503449276,37.918167182853786,74.02827919635772,0.0,0.2542421285381182,0.0,0.025029001460042694
100016,0.0,0.0,4.0575640670541695,33.185987848123865,72.56118626142148,0.0,0.20921213228995097,0.0,0.003873296328990612
100017,0.0,0.0,4.301291022018856,30.226807479968805,71.64198171279689,0.0,0.18038771463665781,0.0,0.005824235944598264
100018,0.0,0.0,5.550952308811173,33.51682409608088,72.71137287421972,0.0,0.23261614715864695,0.0,0.0017712486799809628
