,target,predicted
0,-37.2,-166.7190507490697
1,-3.43,-107.59855764142904
2,-7.46,-72.10147827515821
3,-26.77,-131.23531183821677
4,-16.39,-59.90402753535857
5,-19.2,-119.85791034282434
6,-12.27,-133.18941138897864
7,-132.3,-185.54705607366202
8,-6.06,-27.931495837125016
9,-0.71,-16.91234822103014
10,-5.59,-48.30693520301797
11,-54.61,-91.86203305220408
12,-11.78,-52.05455985802667
13,-3.16,-76.3552052325643
14,-5.13,-45.69351879508761
15,-79.25,-146.5148152141844
16,-3049.36,-3169.780251638032
17,-115.73,-79.09775407368332
18,-5.28,-46.71401512671201
19,-6.74,-46.34153619530436
20,-5.02,-46.34153619530436
21,-0.37,-20.51294822777422
22,-2.28,-107.59855764142904
23,-42.8,-117.7330508142714
24,-9.6,-42.15216218374378
25,-0.75,-39.099776623931845
26,-75.22,-122.9162006506903
27,-18.67,-82.01977502314716
28,-16.87,-129.50773943772901
29,-25.16,-64.68270722843135
30,-3.3,-51.73888441876587
31,-74.17,-128.06693240893603
32,-41.12,-173.5814605623515
33,-30.01,-173.5814605623515
34,-11.39,-39.751684523063695
35,-2.21,-38.000768345217956
36,-21.29,-91.28649152557355
37,-0.73,-24.4255753183458
38,-1.27,-59.971345195431184
39,-2610.28,-160.4036037111831
40,-35.25,-150.6502223010685
41,-8.09,-55.4767336449794
42,-53.32,-156.88179118784944
43,-19.87,-151.41843637180807
44,-15.99,-90.12527694983979
45,-8.15,-48.30693520301797
46,-1.77,-36.76300656551848
47,-9.11,-59.90402753535857
48,-6.86,-49.82935858737163
49,-4.7,-78.52786752470301
50,-8.56,-114.53805335522793
51,-3.94,-36.76300656551848
52,-1175.43,-1076.7468649468797
53,-1.55,-59.971345195431184
54,-2.26,-39.84200151082056
55,-17.66,-88.64646428999885
56,-1.45,-31.68729654637904
57,-4.93,-53.34835787985046
58,-48.64,-73.81217428615184
59,-12.45,-129.50773943772901
60,-95.54,-141.31928542786048
61,-35.52,-181.42794906321922
62,-3855.6,-3208.736412291201
63,-1740.84,-1820.7691349660342
64,-2.02,-41.564929282583265
65,-37.43,-332.0448550068127
66,-32.54,-131.53804357122092
67,-8.08,-48.928152531250305
68,-2.74,-27.931495837125016
69,-76.63,-139.42111360691592
70,-1918.37,-1753.5550650658552
71,-47.31,-131.26072351301434
72,-23.78,-240.85615917033743
73,-55.84,-151.3010825221242
74,-58.67,-251.0446163660949
75,-13.59,-208.83727166304823
76,-3685.4,-3869.408633619342
77,-10.47,-42.15216218374378
78,-12.07,-39.751684523063695
79,-1575.97,-161.25890189754477
80,-1.94,-128.79224312466044
81,-2.76,-31.640598659243636
82,-21.96,-52.67965877868545
83,-35.91,-126.42052081242716
84,-669.87,-644.851269908827
85,-1.11,-14.60247046417965
86,-7.29,-59.92932803903533
87,-3.79,-76.19641080642623
88,-3.99,-39.099776623931845
89,-35.81,-171.5669956366669
90,-1011.81,-1552.6183611322638
91,-4.86,-46.71401512671201
92,-4.29,-69.30613234683025
93,-1531.16,-251.0446163660949
94,-2.37,-44.23850363415929
95,-10.54,-133.18941138897864
96,-4007.87,-3801.4700155166684
97,-3.19,-128.79224312466044
98,-655.72,-644.851269908827
99,-203.87,-270.5667283614171
100,-10.78,-82.01977502314716
101,-34.83,-143.15437365346577
102,-5.57,-69.30613234683025
103,-24.54,-128.06693240893603
104,-2756.74,-3058.890407000672
105,-29.33,-129.35061333313217
106,-5.01,-51.64347781246191
107,-49.18,-143.7977298933418
108,-5.88,-46.0666872157705
109,-7.37,-59.92932803903533
110,-16.41,-54.43604832041182
111,-1941.4,-2617.5037562478524
112,-97.9,-700.877431812118
113,-39.92,-150.6502223010685
114,-38.08,-181.42794906321922
115,-3.26,-65.49213548801683
116,-14.69,-49.35758175373746
117,-4.28,-52.4793722919519
118,-11.18,-54.41041580579976
119,-16.93,-58.50966301638287
120,-9.91,-48.928152531250305
121,-42.31,-219.27295423838677
122,-1622.5,-1466.5527780935709
123,-15.42,-73.06664157392579
124,-3235.01,-2600.395033464235
125,-46.77,-106.13283003467647
126,-25.26,-131.23531183821677
127,-19.26,-112.29314509247132
128,-50.95,-68.2521762152675
129,-73.45,-158.2389681280096
130,-4.99,-51.73888441876587
131,-2718.25,-2312.434092980738
132,-5.77,-113.01345171834231
133,-3.65,-44.637082308563244
134,-1.31,-41.95421963158135
