,target,predicted
0,-3.28,-26.1440183631484
1,-47.48,-26.1440183631484
2,-10.36,-16.07595188335946
3,-16.41,-16.07595188335946
4,-7.46,-21.618436843084552
5,-10.64,-21.618436843084552
6,-15.32,-21.618436843084552
7,-1.72,-13.376376844755134
8,-3.09,-13.376376844755134
9,-21.96,-13.376376844755134
10,-41.92,-26.244935123447164
11,-12.16,-20.25574607908686
12,-9.4,-20.25574607908686
13,-9.12,-28.19630045797195
14,-20.06,-28.19630045797195
15,-42.8,-24.86528182680097
16,-3.18,-24.86528182680097
17,-13.09,-24.86528182680097
18,-4.6,-16.89704730432642
19,-36.16,-16.89704730432642
20,-11.18,-16.89704730432642
21,-4.81,-15.01909019732804
22,-12.94,-15.01909019732804
23,-23.78,-19.32012467713164
24,-35.1,-19.32012467713164
25,-33.5,-32.35635776711534
26,-22.89,-32.35635776711534
27,-79.59,-32.35635776711534
28,-47.08,-31.142741712007243
29,-61.3,-31.142741712007243
30,-24.29,-31.142741712007243
31,-1.25,-13.129904881836636
32,-2.74,-13.129904881836636
33,-6.06,-13.129904881836636
34,-9.45,-21.209994820820917
35,-33.33,-21.209994820820917
36,-16.54,-21.209994820820917
37,-79.25,-26.340862919889858
38,-110.45,-26.340862919889858
39,-10.71,-26.340862919889858
40,-15.13,-20.36340811341596
41,-3.73,-17.730321413608905
42,-46.77,-17.730321413608905
43,-115.73,-23.686931587962295
44,-8.0,-23.686931587962295
45,-27.46,-23.686931587962295
46,-12.66,-17.27674975286159
47,-7.65,-17.27674975286159
48,-11.52,-18.27063128726805
49,-41.22,-16.59229768022802
50,-4.84,-16.59229768022802
51,-16.74,-16.59229768022802
52,-7.5,-18.96612095378322
53,-14.69,-18.96612095378322
54,-14.12,-18.96612095378322
55,-7.06,-18.848163144305655
56,-3.59,-18.848163144305655
57,-10.78,-18.848163144305655
58,-26.93,-24.5086617047067
59,-60.88,-24.5086617047067
60,-4.81,-25.917450869933536
61,-88.82,-25.917450869933536
62,-48.64,-25.917450869933536
63,-19.26,-28.32544880397101
64,-31.19,-28.32544880397101
65,-50.32,-28.32544880397101
66,-19.4,-25.70315203705272
67,-29.33,-25.70315203705272
68,-33.64,-20.605511586792893
69,-2.85,-15.17291440939365
70,-8.26,-15.17291440939365
71,-5.69,-16.03620879726069
72,-15.34,-16.288045444520858
73,-50.95,-16.288045444520858
74,-15.94,-16.288045444520858
75,-18.6,-16.6377565332053
76,-43.06,-17.28871830540692
77,-15.66,-17.28871830540692
78,-33.71,-30.436886535660896
79,-42.76,-22.052780222134636
80,-19.87,-22.052780222134636
81,-16.99,-16.39292194045051
82,-5.77,-16.39292194045051
83,-3.65,-16.39292194045051
84,-1.29,-11.853166315916793
85,-2.02,-11.853166315916793
86,-1.67,-11.853166315916793
87,-2.71,-13.844220783748549
88,-0.99,-13.552387892710287
89,-1.09,-13.552387892710287
90,-1.55,-14.34754064772506
91,-1.78,-14.34754064772506
92,-3.32,-14.34754064772506
93,-48.59,-25.331180410364425
94,-82.62,-25.331180410364425
95,-17.66,-25.331180410364425
96,-3.46,-19.25774755962416
97,-3.65,-19.25774755962416
98,-21.22,-19.25774755962416
99,-82.36,-32.886007849018846
100,-77.62,-32.886007849018846
101,-5.14,-13.365246977954207
102,-2.89,-13.365246977954207
103,-5.0,-13.365246977954207
104,-15.42,-15.154661782389027
105,-11.67,-15.154661782389027
106,-22.07,-15.154661782389027
107,-5.17,-13.38351684219742
108,-3.91,-13.38351684219742
109,-4.97,-13.38351684219742
110,-3.21,-22.294644938926602
111,-20.32,-22.294644938926602
112,-35.76,-22.294644938926602
113,-19.2,-22.773825245447124
114,-34.83,-26.36435143182577
115,-37.03,-26.36435143182577
116,-81.84,-26.36435143182577
117,-3.47,-14.16602801981539
118,-4.24,-14.16602801981539
119,-2.41,-14.16602801981539
120,-4.55,-15.549914135776739
121,-7.48,-15.549914135776739
122,-8.6,-15.549914135776739
123,-38.08,-23.402303307726367
124,-35.52,-23.402303307726367
125,-47.16,-24.81938358914853
126,-58.67,-35.24904261634455
127,-29.12,-35.24904261634455
128,-24.5,-23.436648659559236
129,-17.33,-23.436648659559236
130,-29.51,-23.436648659559236
131,-5.57,-14.999553698501455
132,-8.93,-14.999553698501455
133,-4.29,-14.999553698501455
134,-40.96,-18.890058518099394
135,-8.65,-18.890058518099394
136,-4.28,-18.890058518099394
