,Sample_ID,gid,Sample_Longitude,Sample_Latitude
66,CM_033-2,22,-111.3042085,32.4712725
67,CM_033-3,22,-111.3042085,32.4712725
68,CM_034-1,23,-84.37418,46.49794
69,CM_034-2,23,-84.37418,46.49794
70,CM_034-3,23,-84.37418,46.49794
71,S19S_0006-D,27,-76.717163,39.311369
72,S19S_0006-M,27,-76.717316,39.31162
73,S19S_0006-U,27,-76.717476,39.311813
74,S19S_0007-D,28,-119.195598,37.05255
75,S19S_0007-U,28,-119.195359,37.05229
76,S19S_0008-D,29,-119.027785,36.961112
77,S19S_0008-M,29,-119.028281,36.961369
78,S19S_0008-U,29,-119.028254,36.961273
79,S19S_0009-D,30,-108.3983,42.9877
80,S19S_0009-M,30,-108.3983,42.9876
81,S19S_0009-U,30,-108.3982,42.9875
82,S19S_0010-D,31,-81.840062,31.667875
83,S19S_0010-M,31,-81.839976,31.667835
84,S19S_0010-U,31,-81.8403,31.667905
85,S19S_0011-D,32,-83.437674,33.955686
86,S19S_0011-M,32,-83.438589,33.957827
87,S19S_0011-U,32,-83.437673,33.95569
88,S19S_0012-D,24,-72.33027,42.47179
89,S19S_0012-M,24,-72.33038,42.47157
90,S19S_0012-U,24,-72.33105,42.47178
91,S19S_0013-D,33,-78.1476,38.8952
92,S19S_0013-M,33,-78.1474,38.8945
93,S19S_0013-U,33,-78.1474,38.8944
94,S19S_0014-D,34,-77.9808,39.0941
95,S19S_0014-M,34,-77.9812,39.0942
96,S19S_0014-U,34,-77.9815,39.0944
97,S19S_0015-D,35,-84.439009,31.184396
98,S19S_0015-M,35,-84.437802,31.184508
99,S19S_0015-U,35,-84.437254,31.185895
100,S19S_0016-D,36,-96.6025,39.10445
101,S19S_0016-M,36,-96.60286,39.10429
102,S19S_0016-U,36,-96.60276,39.10415
103,S19S_0017-D,37,-96.44355,38.94668
104,S19S_0017-M,37,-96.44379,38.94667
105,S19S_0017-U,37,-96.44389,38.94684
106,S19S_0018-D,38,-83.504941,35.6922935
107,S19S_0018-M,38,-83.5044488,35.692083
108,S19S_0018-U,38,-83.5041467,35.6918387
109,S19S_0019-D,39,-84.278999,35.9563807
110,S19S_0019-M,39,-84.2789099,35.956601
111,S19S_0019-U,39,-84.2786976,35.9572803
112,S19S_0020-D,40,-88.15755,31.85294
113,S19S_0020-M,40,-88.1575,31.85302
114,S19S_0020-U,40,-88.15748,31.8531
115,S19S_0021-D,41,-87.79835,32.54069
116,S19S_0021-M,41,-87.79828,32.54082
117,S19S_0021-U,41,-87.79821,32.54108
118,S19S_0022-D,26,-87.40811,32.96161
119,S19S_0022-M,26,-87.40821,32.96156
120,S19S_0022-U,26,-87.40828,32.96142
121,S19S_0023-D,42,-102.44896,39.75841
122,S19S_0023-M,42,-102.44896,39.75861
123,S19S_0023-U,42,-102.44917,39.75854
124,S19S_0024-D,43,-96.6227,34.44205
125,S19S_0024-M,43,-96.62255,34.44223
126,S19S_0024-U,43,-96.62259,34.44251
127,S19S_0025-D,44,-97.78275,33.37853
128,S19S_0025-M,44,-97.78307,33.37834
129,S19S_0025-U,44,-97.78338,33.37834
130,S19S_0026-D,45,-105.54327,40.03489
131,S19S_0026-M,45,-105.54371,40.03496
132,S19S_0026-U,45,-105.54393,40.03497
133,S19S_0027-D,46,-105.91125,39.89064
134,S19S_0027-M,46,-105.91152,39.89078
135,S19S_0027-U,46,-105.91164,39.89071
136,S19S_0028-D,47,-111.507871,33.750675
137,S19S_0028-M,47,-111.508001,33.750788
138,S19S_0028-U,47,-111.508141,33.750837
139,S19S_0029-D,48,-111.80126,40.78319
140,S19S_0029-M,48,-111.79582,40.78466
141,S19S_0029-U,48,-111.79547,40.78464
142,S19S_0030-U,25,-121.929928,45.792233
143,S19S_0031-D,49,-122.1650676,44.2602628
144,S19S_0031-M,49,-122.1647132,44.2602364
145,S19S_0031-U,49,-122.1642723,44.2605576
146,S19S_0032-D,50,-119.02313,39.95545
147,S19S_0032-M,50,-119.02367,36.95503
148,S19S_0032-U,50,-119.02375,36.95497
149,S19S_0033-D,51,-119.2554,37.0576
150,S19S_0033-M,51,-119.2557,37.0582
151,S19S_0033-U,51,-119.256,37.0581
152,S19S_0034-D,52,-106.5233,35.8677
153,S19S_0034-M,52,-106.5232,35.8678
154,S19S_0034-U,52,-106.5233,35.868
155,S19S_0035-D,53,-110.757838,32.42735
156,S19S_0035-M,53,-110.758821,32.42728
157,S19S_0035-U,53,-110.759543,32.327329
158,S19S_0036-D,54,-119.271902,46.372515
159,S19S_0036-M,54,-119.271921,46.372735
160,S19S_0036-U,54,-119.271963,46.372753
161,S19S_0037-D,55,-75.7830393,39.8577967
162,S19S_0037-M,55,-75.7830477,39.8578837
163,S19S_0037-U,55,-75.7831181,39.8579143
164,S19S_0038-D,56,-75.7839486,39.8594333
165,S19S_0038-M,56,-75.7840693,39.8595115
166,S19S_0038-U,56,-75.784143,39.8595761
167,S19S_0039-D,57,-84.359197,35.966194
168,S19S_0039-M,57,-84.358455,35.966319
169,S19S_0039-U,57,-84.357361,35.966243
170,S19S_0040-D,58,-96.584725,39.087889
171,S19S_0040-M,58,-96.584798,39.087692
172,S19S_0040-U,58,-96.58479,39.08766
173,S19S_0041-D,59,-120.858196,44.299994
174,S19S_0041-M,59,-120.858255,44.300038
175,S19S_0041-U,59,-120.85829,44.300082
176,S19S_0042-D,60,-80.96434,25.40976
177,S19S_0042-M,60,-80.96423,25.40979
178,S19S_0042-U,60,-80.96423,25.40982
179,S19S_0043-D,61,-89.472992,43.14501
180,S19S_0043-M,61,-89.472023,43.145025
181,S19S_0044-D,62,-79.811134,33.131027
182,S19S_0044-M,62,-79.810626,33.130966
183,S19S_0044-U,62,-79.810168,33.130796
184,S19S_0047-D,63,-149.40333,68.64278
185,S19S_0047-M,63,-149.40339,68.64274
186,S19S_0047-U,63,-149.40346,68.6427
187,S19S_0050-D,64,-149.14198,68.66953
188,S19S_0050-M,64,-149.14041,68.66967
189,S19S_0050-U,64,-149.5972,68.62722
190,S19S_0051-D,65,-147.50267,65.1531
191,S19S_0051-M,65,-147.50249,65.15298
192,S19S_0051-U,65,-147.80559,64.85568
193,S19S_0052-D,66,-74.69563,42.13187
194,S19S_0052-M,66,-74.69546,42.13233
195,S19S_0052-U,66,-74.69548,42.13247
196,S19S_0053-D,67,-73.00222222,41.869567
197,S19S_0053-M,67,-72.796633,41.869617
198,S19S_0053-U,67,-72.796767,41.869583
199,S19S_0054-D,68,-77.0237,37.57261
200,S19S_0054-M,68,-77.0237,37.57267
201,S19S_0054-U,68,-77.02396,37.5728
202,S19S_0055-D,0,-117.180863,46.732428
203,S19S_0055-M,0,-117.180621,46.732323
204,S19S_0055-U,0,-117.180384,46.7322206
205,S19S_0059-D,69,-117.3915976,48.16874998
206,S19S_0059-M,69,-117.3913007,48.16841972
207,S19S_0059-U,69,-117.3903992,48.16859001
208,S19S_0060-D,70,-119.4768203,46.2531882
209,S19S_0060-M,70,-119.4769597,46.253117
210,S19S_0060-U,70,-119.4772256,46.2530248
211,S19S_0061-D,71,-89.6407,43.1095
212,S19S_0061-M,71,-89.6405,43.1095
213,S19S_0062-D,72,-106.950417,38.544583
214,S19S_0062-M,72,-106.950472,38.544667
215,S19S_0062-U,72,-106.950056,38.544778
216,S19S_0063-D,73,-97.709399,30.250335
217,S19S_0063-M,73,-97.70953,30.250384
218,S19S_0063-U,73,-97.709566,30.250278
219,S19S_0064-D,74,-78.00803,40.61043
220,S19S_0064-M,74,-78.00808,40.64061
221,S19S_0064-U,74,-78.00688,40.61507
222,S19S_0066-D,75,-106.643178,35.19845
223,S19S_0066-M,75,-106.643131,35.198511
224,S19S_0066-U,75,-106.643074,35.198601
225,S19S_0067-D,76,-85.35412,42.3921
226,S19S_0067-M,76,-85.354,42.39201
227,S19S_0067-U,76,-85.35402,42.39193
228,S19S_0068-U,77,-122.257915,44.207269
229,S19S_0069-D,78,-123.735151,39.362202
230,S19S_0069-M,78,-123.734753,39.362129
231,S19S_0069-U,78,-123.734848,39.362343
232,S19S_0070-D,79,-123.752414,39.339914
233,S19S_0070-M,79,-123.752441,39.339892
234,S19S_0070-U,79,-123.752011,39.339682
235,S19S_0071-D,80,-105.458575,40.012917
236,S19S_0071-M,80,-105.4589026,40.0128376
237,S19S_0071-U,80,-105.4588818,40.0129961
238,S19S_0072-D,81,-71.1848201,42.5235645
239,S19S_0072-M,81,-71.18851406,42.5235479
240,S19S_0072-U,81,-71.1854501,42.5233858
241,S19S_0073-D,82,-70.9164986,42.7688065
242,S19S_0073-M,82,-70.9167967,42.7694593
243,S19S_0074-D,83,-119.272998,46.376172
244,S19S_0074-M,83,-119.272953,46.376303
245,S19S_0074-U,83,-119.272955,46.376327
246,S19S_0075-D,84,-119.465555,46.694742
247,S19S_0075-M,84,-119.465591,46.694842
248,S19S_0075-U,84,-119.465706,46.694858
249,S19S_0076-D,85,-119.462605,46.679191
250,S19S_0076-M,85,-119.46257,46.679318
251,S19S_0076-U,85,-119.462645,46.679398
252,S19S_0077-D,86,-105.223141,40.66403
253,S19S_0077-M,86,-105.223622,40.664282
254,S19S_0077-U,86,-105.224786,40.664703
255,S19S_0080-D,87,-106.681374,34.950811
256,S19S_0080-M,87,-106.681271,34.950833
257,S19S_0080-U,87,-106.681382,34.950903
258,S19S_0081-U,88,-76.9259674,38.9603293
259,S19S_0082-D,89,-76.5465418,38.8748619
260,S19S_0082-M,89,-76.5464751,38.8748139
261,S19S_0082-U,89,-76.5464942,38.8749661
262,S19S_0083-D,90,-88.3227,40.31083
263,S19S_0083-M,90,-88.3227,40.31083
264,S19S_0083-U,90,-88.3227,40.31083
265,S19S_0084-D,91,-71.722778,43.954722
266,S19S_0084-M,91,-71.722778,43.954722
267,S19S_0084-U,91,-71.722778,43.954722
268,S19S_0085-D,92,-115.9902503,43.6479639
269,S19S_0085-M,92,-115.98908,43.64815
270,S19S_0085-U,92,-115.98891,43.64819
271,S19S_0086-D,93,-111.8064,40.7797
272,S19S_0086-M,93,-111.8054,40.7799
273,S19S_0086-U,93,-111.8054,40.7801
274,S19S_0087-D,94,-116.7743431,43.1233451
275,S19S_0087-M,94,-116.7744702,43.1233625
276,S19S_0087-U,94,-116.7745057,43.1231912
277,S19S_0089-D,95,-80.44539,37.21008
278,S19S_0089-M,95,-80.44529,37.21012
279,S19S_0089-U,95,-80.44513,37.21014
280,S19S_0090-D,96,-75.930606,37.291383
281,S19S_0090-M,96,-75.930615,37.291374
282,S19S_0090-U,96,-75.930807,37.291396
283,S19S_0097-D,97,-111.8865,41.720847
284,S19S_0097-M,97,-111.886477,41.720805
285,S19S_0097-U,97,-111.88642,41.720744
286,S19S_0098-D,98,-111.580533,41.950204
287,S19S_0098-M,98,-111.580451,41.950345
288,S19S_0098-U,98,-111.580465,41.950373
289,S19S_0099-D,99,-84.7119066,39.2385932
290,S19S_0099-M,99,-84.7121004,39.2386399
291,S19S_0099-U,99,-84.7123967,39.2386771
292,S19S_0100-D,100,-106.950961,38.92352
293,S19S_0100-M,100,-106.950743,38.922712
294,S19S_0100-U,100,-106.95145,38.922389
295,SSS001-1,101,-120.5731,46.0417
296,SSS001-2,101,-120.5731,46.0417
297,SSS001-3,101,-120.5731,46.0417
298,SSS002-1,102,-120.5476,46.0959
299,SSS002-2,102,-120.5476,46.0959
300,SSS002-3,102,-120.5476,46.0959
301,SSS003-1,103,-120.4811,46.2059
302,SSS003-2,103,-120.4811,46.2059
303,SSS003-3,103,-120.4811,46.2059
304,SSS004-1,104,-120.8161,46.6659
305,SSS004-2,104,-120.8161,46.6659
306,SSS004-3,104,-120.8161,46.6659
307,SSS005-1,105,-120.4612,46.5814
308,SSS005-2,105,-120.4612,46.5814
309,SSS005-3,105,-120.4612,46.5814
310,SSS006-1,106,-120.6206,46.6218
311,SSS006-2,106,-120.6206,46.6218
312,SSS006-3,106,-120.6206,46.6218
313,SSS007-1,107,-121.1237,46.6646
314,SSS007-2,107,-121.1237,46.6646
315,SSS007-3,107,-121.1237,46.6646
316,SSS008-1,108,-121.0893,46.6592
317,SSS008-2,108,-121.0893,46.6592
318,SSS008-3,108,-121.0893,46.6592
319,SSS009-1,109,-121.1511,46.6168
320,SSS009-2,109,-121.1511,46.6168
321,SSS009-3,109,-121.1511,46.6168
322,SSS010-1,110,-121.0675,46.8095
323,SSS010-2,110,-121.0675,46.8095
324,SSS010-3,110,-121.0675,46.8095
325,SSS011-1,111,-121.0672,46.8099
326,SSS011-2,111,-121.0672,46.8099
327,SSS011-3,111,-121.0672,46.8099
328,SSS012-1,112,-120.8178,46.7521
329,SSS012-2,112,-120.8178,46.7521
330,SSS012-3,112,-120.8178,46.7521
331,SSS013-1,113,-119.474,46.2554
332,SSS013-2,113,-119.474,46.2554
333,SSS013-3,113,-119.474,46.2554
334,SSS014-1,114,-119.9999,46.232
335,SSS014-2,114,-119.9999,46.232
336,SSS014-3,114,-119.9999,46.232
337,SSS015-1,115,-120.4704,46.5302
338,SSS015-2,115,-120.4704,46.5302
339,SSS015-3,115,-120.4704,46.5302
340,SSS016-1,116,-120.7135,46.7288
341,SSS016-3,116,-120.7135,46.7288
342,SSS017-1,117,-120.6553,46.6856
343,SSS017-2,117,-120.6553,46.6856
344,SSS017-3,117,-120.6553,46.6856
345,SSS018-1,118,-121.1357,47.0171
346,SSS018-2,118,-121.1357,47.0171
347,SSS018-3,118,-121.1357,47.0171
348,SSS019-1,119,-121.1285,47.0195
349,SSS019-2,119,-121.1285,47.0195
350,SSS019-3,119,-121.1285,47.0195
351,SSS020-1,120,-121.0983,46.9891
352,SSS020-2,120,-121.0983,46.9891
353,SSS020-3,120,-121.0983,46.9891
354,SSS021-1,121,-121.1082,47.3543
355,SSS021-2,121,-121.1082,47.3543
356,SSS021-3,121,-121.1082,47.3543
357,SSS022-1,122,-121.1073,47.4636
358,SSS022-2,122,-121.1073,47.4636
359,SSS022-3,122,-121.1073,47.4636
360,SSS023-1,123,-120.6423,46.8986
361,SSS023-2,123,-120.6423,46.8986
362,SSS023-3,123,-120.6423,46.8986
363,SSS024-1,124,-120.7125,46.8331
364,SSS024-2,124,-120.7125,46.8331
365,SSS024-3,124,-120.7125,46.8331
366,SSS025-1,125,-120.1377,46.2752
367,SSS025-2,125,-120.1377,46.2752
368,SSS025-3,125,-120.1377,46.2752
369,SSS026-1,126,-120.1991,46.3147
370,SSS026-2,126,-120.1991,46.3147
371,SSS026-3,126,-120.1991,46.3147
372,SSS027-1,127,-120.4197,46.2354
373,SSS027-2,127,-120.4197,46.2354
374,SSS027-3,127,-120.4197,46.2354
375,SSS028-1,128,-120.8717,46.2902
376,SSS028-2,128,-120.8717,46.2902
377,SSS028-3,128,-120.8717,46.2902
378,SSS029-1,129,-120.7891,46.3111
379,SSS029-2,129,-120.7891,46.3111
380,SSS029-3,129,-120.7891,46.3111
381,SSS030-1,130,-120.6704,46.3656
382,SSS030-2,130,-120.6704,46.3656
383,SSS030-3,130,-120.6704,46.3656
384,SSS031-1,131,-121.094,46.6674
385,SSS031-2,131,-121.094,46.6674
386,SSS031-3,131,-121.094,46.6674
387,SSS032-1,132,-121.2901,46.6399
388,SSS032-2,132,-121.2901,46.6399
389,SSS032-3,132,-121.2901,46.6399
390,SSS033-1,133,-121.2631,46.6382
391,SSS033-2,133,-121.2631,46.6382
392,SSS033-3,133,-121.2631,46.6382
393,SSS034-1,134,-121.0977,47.3966
394,SSS034-2,134,-121.0977,47.3966
395,SSS034-3,134,-121.0977,47.3966
396,SSS035-1,135,-121.104,47.3956
397,SSS035-2,135,-121.104,47.3956
398,SSS035-3,135,-121.104,47.3956
399,SSS036-1,136,-120.7743,46.8674
400,SSS036-2,136,-120.7743,46.8674
401,SSS036-3,136,-120.7743,46.8674
402,SSS037-1,137,-120.6496,46.0168
403,SSS037-2,137,-120.6496,46.0168
404,SSS037-3,137,-120.6496,46.0168
405,SSS038-1,138,-120.6364,46.029
406,SSS038-2,138,-120.6364,46.029
407,SSS038-3,138,-120.6364,46.029
408,SSS039-1,139,-120.6115,46.0284
409,SSS039-2,139,-120.6115,46.0284
410,SSS039-3,139,-120.6115,46.0284
411,SSS040-1,140,-120.9404,46.6833
412,SSS040-2,140,-120.9404,46.6833
413,SSS040-3,140,-120.9404,46.6833
414,SSS041-1,141,-120.8135,46.7239
415,SSS041-2,141,-120.8135,46.7239
416,SSS041-3,141,-120.8135,46.7239
417,SSS042-1,142,-120.8041,46.7298
418,SSS042-2,142,-120.8041,46.7298
419,SSS042-3,142,-120.8041,46.7298
420,SSS043-1,143,-121.2466,46.9006
421,SSS043-2,143,-121.2466,46.9006
422,SSS043-3,143,-121.2466,46.9006
423,SSS044-1,144,-121.158,46.9754
424,SSS044-2,144,-121.158,46.9754
425,SSS044-3,144,-121.158,46.9754
426,SSS045-1,145,-121.1579,46.976
427,SSS045-2,145,-121.1579,46.976
428,SSS045-3,145,-121.1579,46.976
429,SSS046-1,146,-120.8346,47.1683
430,SSS046-2,146,-120.8346,47.1683
431,SSS046-3,146,-120.8346,47.1683
432,SSS047-1,147,-120.9213,47.1857
433,SSS047-2,147,-120.9213,47.1857
434,SSS047-3,147,-120.9213,47.1857
435,SSS048-1,148,-120.7334,47.0822
436,SSS048-2,148,-120.7334,47.0822
437,SSS048-3,148,-120.7334,47.0822
