,target,predicted
0,-10.36,-57.16696395310192
1,-9.6,-54.86512596214483
2,-55.84,-134.5564851426253
3,-58.05,-115.57446273948138
4,-4.55,-129.11194092203547
5,-0.81,-39.968933794175584
6,-3114.61,-3012.1118014799877
7,-12.93,-126.06381278346741
8,-655.72,-760.1939074331177
9,-469.44,-574.5883657404611
10,-2.15,-177.88630484417774
11,-24.5,-77.96158227192878
12,-14.12,-75.91405419780916
13,-18.67,-59.83086826120185
14,-47.31,-167.71651253600155
15,-11.12,-170.07633412269345
16,-43.87,-109.61618275875598
17,-38.08,-146.6000901171835
18,-7.38,-173.0491279611202
19,-1622.5,-1639.9756308232627
20,-21.96,-101.40619270501652
21,-1788.7,-2014.5767297302777
22,-3601.52,-3801.140051977567
23,-8.2,-48.00169185126333
24,-1575.97,-1415.724331472145
25,-2717.18,-2674.9473178938683
26,-48.64,-165.15004769815909
27,-31.64,-77.49900503281216
28,-79.25,-149.03281846544417
29,-17.53,-338.8359147271522
30,-27.46,-81.45272629283745
31,-35.52,-146.6000901171835
32,-3.01,-47.6847042217331
33,-5.14,-185.21887747276196
34,-21.63,-59.12750472946395
35,-3827.24,-2927.2583355442066
36,-42.03,-81.84700757237778
37,-4007.87,-3897.9530641874594
38,-6.87,-53.98147226042904
39,-1.22,-150.72348001328052
40,-3.97,-166.22488349463188
41,-6.95,-49.4838584047517
42,-0.52,-48.248915054615594
43,-38.07,-234.39654497105641
44,-3.51,-56.265426834416
45,-4.93,-140.0337019738721
46,-15.34,-65.40432481017436
47,-49.64,-98.05116058231147
48,-127.36,-536.533344109322
49,-6.7,-48.00169185126333
50,-23.47,-101.1934216606391
51,-97.9,-656.9799060668695
52,-25.35,-59.83086826120185
53,-24.54,-110.61748426389515
54,-1.16,-149.56660314867392
55,-51.65,-147.77854068689277
56,-3105.59,-3801.140051977567
57,-42.31,-266.81872318798446
58,-18.39,-106.76664599760383
59,-1841.16,-1649.8332457584668
60,-3800.03,-2927.2583355442066
61,-0.5,-53.9389707002844
62,-56.24,-100.43316535988538
63,-20.56,-101.1934216606391
64,-33.77,-78.78939790868417
65,-9.82,-166.3028747694314
66,-47.08,-244.44318367730918
67,-31.86,-88.02164523552358
68,-1542.53,-1943.4876899113392
69,-6.86,-49.392852421465676
70,-4.79,-91.34790629434384
71,-4.6,-59.37247689808014
72,-82.62,-101.31097612273874
73,-6.45,-58.73088439700841
74,-35.1,-205.37197440631545
75,-1.45,-48.09355265635134
76,-3.3,-55.02298126472148
77,-4.36,-461.8744504692122
78,-7.12,-50.08855144446147
79,-9.4,-163.8640727398571
80,-2084.19,-1980.4641459071536
81,-50.95,-65.40432481017436
82,-5.38,-182.24474874713212
83,-26.77,-276.6333584933087
84,-30.01,-197.24253428135043
85,-10.64,-55.85099989488449
86,-16.87,-148.74823431039064
87,-60.88,-317.64048710796396
88,-35.91,-115.57446273948138
89,-2.13,-67.98210290227951
90,-5.69,-174.25750908884825
91,-2.98,-461.8744504692122
92,-43.36,-214.2812057815047
93,-5.3,-64.29657590897257
94,-14.81,-66.17834007928214
95,-28.09,-78.78939790868417
96,-0.61,-39.968933794175584
97,-33.64,-577.6548131884703
98,-13.61,-193.8553668664218
99,-29.63,-109.58911955277458
100,-1.4,-37.242598151844355
101,-8.99,-48.09355265635134
102,-74.17,-110.61748426389515
103,-78.34,-109.61618275875598
